 -2588.96094      0.001168      0.00087 53042.068198021741409 -2592.931801978256772  3130.000000 w040207_012818.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1800.00 1800.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 29.82 1.02 WBCORR_10CM 10CM_WBCORR
 -2588.96094      0.001398      0.00092 53042.068198021748685 -2592.931801978254043  3066.000000 w040207_012818.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1800.00 1800.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 27.91 1.05 WBCORR_10CM 10CM_WBCORR
 -2588.96094      0.001545      0.00120 53042.068198021748685 -2592.931801978252224  3002.000000 w040207_012818.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1800.00 1800.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 22.10 1.01 WBCORR_10CM 10CM_WBCORR
 -2588.96094      0.003050      0.00105 53042.068198021763237 -2592.931801978234944  2938.000000 w040207_012818.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1800.00 1800.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 24.23 1.00 WBCORR_10CM 10CM_WBCORR
 -2588.96094      0.002160      0.00075 53042.068198021755961 -2592.931801978244948  2886.000000 w040207_012818.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1800.00 1800.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 34.82 0.98 WBCORR_10CM 10CM_WBCORR
 -2585.92090     -0.000900      0.00210 53045.108295055593771 -2589.891704944409412  3310.000000 w040210_022446.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 12.35 0.99 WBCORR_10CM 10CM_WBCORR
 -2585.92090      0.000581      0.00137 53045.108295055608323 -2589.891704944392131  3258.000000 w040210_022446.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 18.94 0.97 WBCORR_10CM 10CM_WBCORR
 -2585.92090      0.001418      0.00117 53045.108295055615599 -2589.891704944382582  3194.000000 w040210_022446.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 22.08 0.98 WBCORR_10CM 10CM_WBCORR
 -2585.92090      0.000689      0.00087 53045.108295055608323 -2589.891704944390767  3130.000000 w040210_022446.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 28.39 0.98 WBCORR_10CM 10CM_WBCORR
 -2585.92090      0.000621      0.00072 53045.108295055608323 -2589.891704944391677  3066.000000 w040210_022446.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 35.03 0.99 WBCORR_10CM 10CM_WBCORR
 -2585.92090      0.001293      0.00083 53045.108295055615599 -2589.891704944383946  3002.000000 w040210_022446.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 31.44 1.01 WBCORR_10CM 10CM_WBCORR
 -2585.92090      0.001854      0.00074 53045.108295055622875 -2589.891704944377580  2938.000000 w040210_022446.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 33.61 0.97 WBCORR_10CM 10CM_WBCORR
 -2585.92090      0.000719      0.00086 53045.108295055608323 -2589.891704944390767  2886.000000 w040210_022446.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1920.00 1920.00 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 31.17 1.01 WBCORR_10CM 10CM_WBCORR
 -2583.10132     -0.000390      0.00181 53047.928020904109871 -2587.071979095892857  3310.000000 w040212_220501.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 14.77 0.98 WBCORR_10CM 10CM_WBCORR
 -2583.10132      0.000585      0.00101 53047.928020904117147 -2587.071979095881488  3258.000000 w040212_220501.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 25.69 0.99 WBCORR_10CM 10CM_WBCORR
 -2583.10132      0.002037      0.00072 53047.928020904131699 -2587.071979095864663  3194.000000 w040212_220501.rf.pcm.dzTf8p 1050CM_WBCORR 10CM_WBCORR 10CM_1050CM_WBCORR 1050CM WBCORR 10CM 1919.99 1919.99 512.00 128 PPTA J1909-3744_10cm_ana_WBCORR_w04091 1 P456 wbb256_512_128_3p_b 35.78 0.98 WBCORR_10CM 10CM_WBCORR
