0.000193018 6.61699e-26 2.41471e-25
0.000386036 4.62647e-27 1.3275e-26
0.000579054 6.59383e-28 2.34148e-27
0.000772072 1.67239e-28 6.79801e-28
0.000965091 7.237e-29 2.60486e-28
0.00115811 6.34721e-30 1.19274e-28
0.00135113 8.12471e-30 6.18947e-29
0.00154414 9.81396e-30 3.52813e-29
0.00173716 6.60144e-30 2.16443e-29
0.00193018 2.11448e-29 1.41134e-29
0.0021232 1.54261e-29 9.68678e-30
0.00231622 8.88377e-30 6.94194e-30
0.00250924 3.20418e-31 5.18121e-30
0.00270225 4.8263e-30 4.04339e-30
0.00289527 9.31221e-31 3.18127e-30
0.00308829 2.17895e-30 2.56412e-30
0.00328131 6.44549e-31 2.12987e-30
0.00347433 3.6133e-31 1.8118e-30
0.00366734 3.42156e-31 1.55895e-30
0.00386036 2.52215e-30 1.36708e-30
0.00405338 6.80833e-30 1.21585e-30
0.0042464 2.84791e-30 1.09242e-30
0.00443942 1.41707e-30 9.95882e-31
0.00463243 1.58655e-30 9.11768e-31
0.00482545 2.69698e-30 8.46243e-31
0.00501847 1.84845e-30 7.90902e-31
0.00521149 7.48589e-31 7.43058e-31
0.00540451 1.37711e-30 7.06141e-31
0.00559753 3.50353e-30 6.76445e-31
0.00579054 1.25826e-31 6.41089e-31
0.00598356 3.16366e-30 6.13307e-31
0.00617658 4.33178e-32 5.88726e-31
0.0063696 4.87456e-31 5.68998e-31
0.00656262 3.36083e-31 5.52549e-31
0.00675563 1.19704e-30 5.38834e-31
0.00694865 2.72268e-30 5.26224e-31
0.00714167 2.105e-31 5.18227e-31
0.00733469 1.9931e-30 5.10341e-31
0.00752771 8.68167e-31 4.96278e-31
0.00772072 1.9693e-30 4.89528e-31
0.00791374 6.59855e-30 4.85074e-31
0.00810676 1.52827e-30 4.7916e-31
0.00829978 1.3624e-30 4.73879e-31
0.0084928 1.4632e-30 4.70372e-31
0.00868581 5.60423e-31 4.70099e-31
0.00887883 2.49737e-30 4.58231e-31
0.00907185 3.8913e-30 4.64709e-31
0.00926487 1.21721e-30 4.64275e-31
0.00945789 3.79943e-31 4.47514e-31
0.00965091 4.34403e-31 4.56823e-31
0.00984392 8.22449e-31 4.43936e-31
0.0100369 3.91799e-31 4.37885e-31
0.01023 1.55201e-30 4.35123e-31
0.010423 8.89834e-31 4.42642e-31
0.010616 2.10059e-31 4.35318e-31
0.010809 3.97116e-31 4.29865e-31
0.011002 3.52508e-30 4.30831e-31
0.0111951 9.48019e-32 4.26049e-31
0.0113881 2.01189e-30 4.25305e-31
0.0115811 9.07811e-31 4.26932e-31
0.0117741 1.81647e-30 4.2082e-31
0.0119671 1.65382e-30 4.18973e-31
0.0121601 1.68265e-30 4.26134e-31
0.0123532 3.87599e-31 4.24963e-31
0.0125462 1.17806e-30 4.17426e-31
0.0127392 1.63123e-31 4.19615e-31
0.0129322 2.68124e-31 4.33944e-31
0.0131252 2.6448e-30 4.23217e-31
0.0133182 3.62971e-30 4.32113e-31
0.0135113 3.18702e-31 4.26374e-31
0.0137043 1.9815e-30 4.15065e-31
0.0138973 5.24475e-30 4.15034e-31
0.0140903 4.941e-30 4.17662e-31
0.0142833 3.02612e-30 4.16817e-31
0.0144764 3.29034e-30 4.16632e-31
0.0146694 7.4298e-32 4.27169e-31
0.0148624 9.24645e-31 4.64284e-31
0.0150554 1.86466e-30 4.38092e-31
0.0152484 8.32932e-31 4.24729e-31
0.0154414 1.2405e-30 4.1613e-31
0.0156345 2.05369e-30 4.32118e-31
0.0158275 5.27374e-31 4.50526e-31
0.0160205 3.37279e-30 4.66227e-31
0.0162135 2.47285e-30 4.32187e-31
0.0164065 2.27273e-31 4.34216e-31
0.0165996 1.36352e-30 4.17407e-31
0.0167926 1.57369e-30 4.52883e-31
0.0169856 2.21226e-30 4.42047e-31
0.0171786 1.15769e-30 4.20013e-31
0.0173716 4.71589e-31 4.25061e-31
0.0175646 4.49191e-31 4.44525e-31
0.0177577 2.60887e-31 4.64685e-31
0.0179507 3.48832e-31 4.34845e-31
0.0181437 1.11378e-30 4.30823e-31
0.0183367 2.15184e-30 4.39634e-31
0.0185297 4.75127e-31 4.385e-31
0.0187228 3.21084e-30 4.45296e-31
0.0189158 8.69217e-32 4.2904e-31
0.0191088 1.09612e-31 4.29425e-31
0.0193018 1.17918e-31 4.51047e-31
0.0194948 1.05484e-30 4.46992e-31
0.0196878 1.55872e-30 4.59588e-31
0.0198809 8.52126e-31 4.33682e-31
0.0200739 1.41803e-30 4.61547e-31
0.0202669 1.1399e-31 4.49946e-31
0.0204599 8.26923e-31 4.39253e-31
0.0206529 1.51971e-31 4.23953e-31
0.020846 1.21942e-31 4.20867e-31
0.021039 3.22652e-30 4.19242e-31
0.021232 7.51817e-31 4.27021e-31
0.021425 2.35915e-30 4.1921e-31
0.021618 1.50868e-31 4.19706e-31
0.021811 1.52391e-30 4.22843e-31
0.0220041 8.6505e-31 4.38702e-31
0.0221971 2.52269e-32 4.4886e-31
0.0223901 5.9489e-31 4.48536e-31
0.0225831 9.42947e-31 4.35177e-31
0.0227761 2.53906e-30 4.24733e-31
0.0229692 9.42991e-31 4.29244e-31
0.0231622 3.80688e-32 4.48595e-31
0.0233552 1.97772e-31 4.38804e-31
0.0235482 4.78951e-32 4.28746e-31
0.0237412 4.46771e-31 4.33458e-31
0.0239342 1.12115e-30 4.47901e-31
0.0241273 2.28513e-30 4.40904e-31
0.0243203 8.6025e-31 4.48635e-31
0.0245133 3.35798e-30 4.36801e-31
0.0247063 2.60095e-30 4.51357e-31
0.0248993 1.91205e-30 4.63177e-31
0.0250924 1.69887e-30 4.7542e-31
0.0252854 3.77746e-30 4.53364e-31
0.0254784 2.8599e-30 4.50138e-31
0.0256714 4.60414e-30 4.52346e-31
0.0258644 6.15179e-30 4.51419e-31
0.0260574 1.03817e-30 4.57759e-31
0.0262505 6.84064e-32 4.61201e-31
0.0264435 1.131e-30 4.70498e-31
0.0266365 1.24598e-31 4.68513e-31
0.0268295 1.9005e-31 4.78267e-31
0.0270225 1.26567e-30 4.81545e-31
0.0272156 3.49092e-31 4.78961e-31
0.0274086 1.08277e-30 4.83558e-31
0.0276016 3.32245e-30 4.8462e-31
0.0277946 5.32237e-30 4.88355e-31
0.0279876 2.53278e-30 5.11563e-31
0.0281806 6.19706e-30 5.06604e-31
0.0283737 3.81706e-30 5.06357e-31
0.0285667 2.19243e-31 5.10512e-31
0.0287597 7.11919e-31 5.21374e-31
0.0289527 3.67413e-31 5.32546e-31
0.0291457 5.17957e-31 5.31645e-31
0.0293388 6.0878e-30 5.35648e-31
0.0295318 3.88904e-30 5.14462e-31
0.0297248 3.4379e-31 5.22e-31
0.0299178 2.72878e-30 5.39561e-31
0.0301108 1.66488e-30 5.33921e-31
0.0303038 7.10143e-31 5.21442e-31
0.0304969 4.72884e-30 5.29226e-31
0.0306899 3.96359e-31 5.29415e-31
