n2004-02-08-10:36:47.rf.pcm.dzTf1p	53043.451564841080881	1341.4840090000000146	-5.8579432748646023379e-06	6.1924120158284461368	-5.1716137053761726454e-06	0	0	-4.8428420187649935589e-07	6.3096254922606649126e-07	-2.491192623479978943e-07	9.4296543092112381745e-08	0.30659050517715513706
n2004-02-09-12:50:34.rf.pcm.dzTf8p	53044.55046367288633	664.84399399999995239	-3.6713160825197763043e-06	1.5497621508708565585	8.2634715385644961758e-07	0	0	-4.8385871896277142451e-07	6.3095484503131816421e-07	-4.0608784121495220551e-06	1.563602276234577036e-06	0.22347603028174489737
n2004-02-09-12:50:34.rf.pcm.dzTf8p	53044.550463779210492	673	-2.8969423477113998861e-06	1.3079027497994903939	1.407417331770512875e-06	0	0	-4.8385871890277311624e-07	6.3095484503041480358e-07	-3.8675748553152072026e-06	1.4891725985762612774e-06	0.22347611899022012949
n2004-02-09-12:50:34.rf.pcm.dzTf8p	53044.550463885554407	681	-4.1592003535542184985e-07	1.4291117327298494821	3.7098807693823014514e-06	0	0	-4.8385871884276178484e-07	6.3095484502951123118e-07	-3.6890159806310290742e-06	1.4204202191003523972e-06	0.22347620769869536161
n2004-02-09-12:50:34.rf.pcm.dzTf8p	53044.5504639563766	689.00097700000003442	-5.1339031737286429266e-06	0.94201024407700251206	-1.1764944503158987638e-06	0	0	-4.8385871880279559402e-07	6.3095484502890920251e-07	-3.5206238993460161266e-06	1.3555824649115399167e-06	0.2234762668376788497
n2004-02-09-12:50:34.rf.pcm.dzTf8p	53044.550464062710571	696.7119750000000522	-3.5120360203651811013e-06	1.2881060444471230664	2.9208037520610836677e-07	0	0	-4.8385871874279199179e-07	6.3095484502800563012e-07	-3.3673315715645650341e-06	1.2965587265761007723e-06	0.22347635554615408182
n2004-02-09-12:50:34.rf.pcm.dzTf8p	53044.55046413359069	704.97802699999999732	-3.2251811498352095714e-06	1.2558449987449280538	4.2375989497678404103e-07	0	0	-4.8385871870279435487e-07	6.3095484502740338969e-07	-3.2121562208452668153e-06	1.2368099474180742224e-06	0.2234764146851375699
n2004-02-09-12:50:34.rf.pcm.dzTf8p	53044.550464204492446	711.9879760000000033	-1.0689936067355135222e-06	2.4846529181055450053	2.4553010162018689329e-06	0	0	-4.838587186627827419e-07	6.3095484502680083163e-07	-3.087509799010667271e-06	1.188816039425429079e-06	0.22347647382412105799
n2004-02-11-10:40:54.rf.pcm.dzTf4p	53046.459479854193273	1363	-1.4587916289429049688e-05	7.4190691009653040311	-1.3929830852644556812e-05	0	0	-4.8218066718599496672e-07	6.3093403746125229977e-07	-2.229786643345654673e-07	8.8620660924854874254e-08	0.81629718269687145948
n2004-02-11-10:40:54.rf.pcm.dzTf4p	53046.459479818943507	1349	1.7580239995077304367e-06	2.5282937716283568896	2.4255108721636306745e-06	0	0	-4.8218066722820261848e-07	6.3093403746171626206e-07	-2.3238010016376517707e-07	9.235716839195455533e-08	0.81629715324379503727
n2004-02-11-10:40:54.rf.pcm.dzTf4p	53046.459479818903386	1333	-1.7083193622870891992e-06	2.0705547383740712242	-1.0294729664924521043e-06	0	0	-4.8218066722825089936e-07	6.3093403746171689734e-07	-2.4373962330245375336e-07	9.6871898313394073592e-08	0.81629715324379503727
n2004-02-11-10:40:54.rf.pcm.dzTf4p	53046.459479783353977	1318.6810299999999643	-1.1250838245934976338e-05	3.7211784273834775938	-1.0561231524836658305e-05	0	0	-4.821806672708166343e-07	6.3093403746218488304e-07	-2.5449994856356895679e-07	1.0114848291320269952e-07	0.8162971235578879714
n2004-03-18-10:33:45.rf.pcm.dzTf2p	53082.452074072037316	1354.9560550000001058	-7.8821639096153230617e-06	3.0894005596878408859	-7.481982263135676321e-06	0	0	-3.0034205193701397529e-07	6.2993824893980352813e-07	-1.4691348927870032308e-07	9.647040537541568575e-08	0.84734980692155659199
n2004-03-18-10:33:45.rf.pcm.dzTf2p	53082.452074001177518	1327.3339840000001004	-6.2477101955182918632e-06	2.8267765337950248039	-5.8349122976444963705e-06	0	0	-3.0034205227662045348e-07	6.2993824894391979061e-07	-1.5952974033324259688e-07	1.0475483770810611544e-07	0.84734974789898842573
m2004-05-20-05:20:03.rf.pcm.dzTf2p	53145.228008533769053	1419.2879640000001018	2.6781042156899084576e-06	3.687427257283139248	2.9629404615826895324e-06	0	0	-2.3657213367441437093e-07	6.2669283259423671678e-07	-9.5338006954434261667e-08	7.6253663108417329596e-08	0.22555238811764866114
m2004-05-20-05:20:03.rf.pcm.dzTf2p	53145.22800846283063	1391.0279539999999088	-2.6513513534534181568e-06	2.4966526107781494837	-2.3585282798184261841e-06	0	0	-2.3657213395499506703e-07	6.2669283259758906142e-07	-1.033248344160644635e-07	8.2641722438281320503e-08	0.22555232897866517305
n2004-05-20-05:20:03.rf.pcm.dzTf2p	53145.22801462913176	1355.4489750000000186	8.1550716129416105554e-07	3.1843251594074337696	1.1196135037205597356e-06	0	0	-2.365721095657421802e-07	6.2669283230617446982e-07	-1.1460812759672405766e-07	9.1666381312967689794e-08	0.22555747395381331444
n2004-05-20-05:20:03.rf.pcm.dzTf2p	53145.228014558208923	1327	-3.1673663252561565324e-06	3.2929612317108944985	-2.8531112545205520752e-06	0	0	-2.3657210984626014292e-07	6.2669283230952628507e-07	-1.2475685562541187218e-07	9.9783581938138425501e-08	0.22555741481482982635
m2004-05-20-06:06:31.rf.pcm.dzTf4p	53145.261915873422257	1427.1710210000001098	-4.0604575080405030798e-06	2.7423995901582198798	-3.7778883277817167434e-06	0	0	-2.3643794592021320742e-07	6.2669122992323914505e-07	-9.3205129074640686815e-08	7.4573673042338923595e-08	0.25384357210714370012
m2004-05-20-06:06:31.rf.pcm.dzTf4p	53145.26191583800107	1412.2860109999999167	-2.6118748734669242188e-06	7.9063572588892965243	-2.3253137332513703241e-06	0	0	-2.3643794606047064029e-07	6.266912299249136233e-07	-9.7197088891150812183e-08	7.7767650739516738708e-08	0.25384354253765195608
m2004-05-20-06:06:31.rf.pcm.dzTf4p	53145.261915837998014	1397	-2.8758561642585580838e-06	3.110494904630226376	-2.5849705575819658607e-06	0	0	-2.3643794606048284286e-07	6.2669122992491394094e-07	-1.0152155535217693801e-07	8.1227667919169225307e-08	0.25384354253765195608
m2004-05-20-06:06:31.rf.pcm.dzTf4p	53145.261915802655366	1383	5.3585796093766046303e-06	4.2991684578650355419	5.6536388370058001553e-06	0	0	-2.3643794620043018227e-07	6.2669122992658460755e-07	-1.0569517616483290039e-07	8.4566993061593238127e-08	0.25384351296816021204
n2004-05-20-06:06:31.rf.pcm.dzTf4p	53145.261917290959119	1349	-1.1233835463814886565e-06	3.7127406339892652376	-8.1725896487755145015e-07	0	0	-2.36437940307167138e-07	6.2669122985622761573e-07	-1.1676053593283762613e-07	9.3420418421948674855e-08	0.25384475477039813995
n2004-05-20-06:06:31.rf.pcm.dzTf4p	53145.26191729097545	1333	2.8768838321850719275e-07	1.9608673791080133419	5.9952061356435727789e-07	0	0	-2.3643794030710212822e-07	6.2669122985622687458e-07	-1.2246818477481551468e-07	9.7987123591337614649e-08	0.25384475477039813995
n2004-05-20-06:06:31.rf.pcm.dzTf4p	53145.261917255506255	1319	-2.411612838926527577e-06	2.5810290963310471568	-2.0944976790537507472e-06	0	0	-2.3643794044754879356e-07	6.2669122985790378805e-07	-1.2775111416129559405e-07	1.0221400954645345669e-07	0.25384472520090639591
n2004-05-20-06:57:59.rf.pcm.dzTf8p	53145.297950059029731	665.25	-4.4627539135816726329e-06	0.95927356133785923742	-2.3002555203516791398e-06	0	0	-2.3629517525615108684e-07	6.2668952620393354153e-07	-1.9732771127099099641e-06	1.5794051238130346559e-06	0.28390932723414152861
n2004-05-20-06:57:59.rf.pcm.dzTf8p	53145.297950165375592	673.28497300000003634	-1.5839121519804325192e-06	1.1263277083341622919	4.8606282693059755525e-07	0	0	-2.362951748345454666e-07	6.2668952619890449516e-07	-1.8807536988125521656e-06	1.5053496605307340636e-06	0.28390941594261676073
n2004-05-20-06:57:59.rf.pcm.dzTf8p	53145.297950271677212	681	-2.5276273601834000641e-06	1.0892262382765560691	-5.4144296581061282633e-07	0	0	-2.3629517441311872913e-07	6.2668952619387788401e-07	-1.7969631146957360664e-06	1.4382839280490569656e-06	0.28390950465109199286
n2004-05-20-06:57:59.rf.pcm.dzTf8p	53145.297950342534655	689	-4.0470541077391304443e-06	1.1015820963525531084	-2.1428857515775702912e-06	0	0	-2.3629517413220472557e-07	6.2668952619052712755e-07	-1.7149470767654229854e-06	1.372638536413933379e-06	0.28390956379007548094
n2004-05-20-06:57:59.rf.pcm.dzTf8p	53145.297950448863801	697	-2.6124526494498778433e-06	1.0173997235959735264	-7.8567410260568534678e-07	0	0	-2.3629517371066819146e-07	6.2668952618549913998e-07	-1.6375572678695918628e-06	1.310695965111212969e-06	0.28390965249855071306
n2004-05-20-06:57:59.rf.pcm.dzTf8p	53145.297950519758711	705.42797900000005029	-8.9469112396779817254e-07	1.1686989072174287507	8.5522100907718762545e-07	0	0	-2.3629517342960900115e-07	6.2668952618214637182e-07	-1.5606908543514443546e-06	1.2491723173273196786e-06	0.28390971163753420115
n2004-05-20-06:57:59.rf.pcm.dzTf8p	53145.297950590638372	711.5	-4.9439642760805715468e-07	2.1308989512511598008	1.2029173876070216791e-06	0	0	-2.3629517314861100898e-07	6.266895261787948742e-07	-1.5080925368025353826e-06	1.2070727812933216845e-06	0.28390977077651768923
n2004-05-21-02:26:21.rf.pcm.dzTf8p	53146.108980047656416	664.92901600000004692	-3.1018808366748429933e-06	1.0327528978730216025	-9.5985289639931901702e-07	0	0	-2.330374820111583081e-07	6.2665102543491857163e-07	-1.956064353000433226e-06	1.5778130280099774035e-06	0.96060643100645393133
n2004-05-21-02:26:21.rf.pcm.dzTf8p	53146.108980153969298	672.8939820000000509	-3.7908664769475163609e-06	1.1759445229546228173	-1.7398218760101785478e-06	0	0	-2.3303748157867755244e-07	6.2665102542985098527e-07	-1.8650810140947278185e-06	1.5044234718606274676e-06	0.96060651971492916346
n2004-05-21-02:26:21.rf.pcm.dzTf8p	53146.10898026030728	681.0079960000000483	-2.3113580013782010031e-06	0.88944151673432447769	-3.4762498978679867111e-07	0	0	-2.3303748114609271761e-07	6.2665102542478191659e-07	-1.7777694251813771721e-06	1.4339956458322879377e-06	0.96060660842340439558
n2004-05-21-02:26:21.rf.pcm.dzTf8p	53146.108980331193727	689	-1.8037354735689209095e-06	0.91163631718938886728	7.8937213832169295586e-08	0	0	-2.3303748085772511528e-07	6.2665102542140289041e-07	-1.6967091012794326476e-06	1.3686102542623881945e-06	0.96060666756238788366
n2004-05-21-02:26:21.rf.pcm.dzTf8p	53146.108980437510557	697	-2.1517191322067771485e-06	1.0614693925662668228	-3.4561323527470290931e-07	0	0	-2.3303748042522733955e-07	6.2665102541633488053e-07	-1.6201423112429144574e-06	1.3068494658055845521e-06	0.96060675627086311579
n2004-05-21-02:26:21.rf.pcm.dzTf8p	53146.108980508400716	705.04498300000000199	-1.3233473919289477907e-06	1.160422192860649071	4.1006742106914267519e-07	0	0	-2.3303748013684499355e-07	6.2665102541295585434e-07	-1.5474512275973130301e-06	1.2482149237083348979e-06	0.96060681540984660387
n2004-05-21-02:26:21.rf.pcm.dzTf8p	53146.108980579286243	711.81298800000001847	-8.9522316352919776612e-07	1.8386132336982778934	7.8017229562434111404e-07	0	0	-2.330374798484820499e-07	6.2665102540957682816e-07	-1.489431874041124388e-06	1.2014149855225561056e-06	0.96060687454883009195
n2004-06-07-04:09:57.rf.pcm.dzTf4p	53163.172792537835619	665.1170039999999517	-6.1972538386785461794e-07	2.8327960307574686638	1.7172048445402291076e-06	0	0	-1.5331448445885717736e-07	6.2567604613791901828e-07	-2.230689638685294106e-06	1.5434787054130912602e-06	0.19809783715754747391
n2004-06-07-04:09:57.rf.pcm.dzTf4p	53163.172792679549236	677.05297900000005029	-4.1993892513395731183e-06	1.5697345277283891729	-2.0156500508008190832e-06	0	0	-1.5331448377327289208e-07	6.2567604612768918962e-07	-2.0774986115015487009e-06	1.4374813957129401768e-06	0.19809795543551445007
n2004-06-07-04:09:57.rf.pcm.dzTf4p	53163.172792892203265	693	-2.3456314900086579641e-06	1.5203480391350612244	-3.4661839262562509871e-07	0	0	-1.5331448274449393822e-07	6.2567604611233872915e-07	-1.892772509374606485e-06	1.3096640536841159809e-06	0.19809813285246491432
n2004-06-07-04:09:57.rf.pcm.dzTf4p	53163.172793033936063	707.66497800000001916	-4.2680827945612293536e-06	1.9158160036398688142	-2.4211557622110464908e-06	0	0	-1.533144820588178028e-07	6.256760461021073123e-07	-1.7406864450274326177e-06	1.2044313016231850096e-06	0.19809825113043189049
