    0.870475477593295466E+00    0.996712983155929266E+00    0.479937401358776494E+00   -0.142194672685090744E+02    0.287606829478631276E+01   -0.120185264973216555E+02    0.117525695827059362E+01   -0.132669837986041586E+02    0.606292037190979904E+00    0.342132818527366035E+05
    0.755754403326818647E+00    0.624603805214689056E+00    0.480365413859984269E+00   -0.141230800447749676E+02    0.294748405438753291E+01   -0.120024407543156819E+02    0.153821207437311114E+01   -0.132731682692156170E+02    0.800710257452568408E+00    0.342139007920795921E+05
   -0.171708605308612761E+00    0.615524245592256491E+00    0.480230014802435989E+00   -0.144526535495580770E+02    0.307476869896848370E+01   -0.118620132943970837E+02    0.207622983890912405E+01   -0.129903625611003530E+02    0.158047752775834227E+01    0.342139413268910721E+05
    0.116535119796213849E+01    0.613136250065814625E+00    0.480500183758506061E+00   -0.156731672951651309E+02    0.597640762027973693E+01   -0.119651430611837419E+02    0.157423295794750961E+01   -0.131157874503772014E+02    0.129398651533925357E+01    0.342139416851759015E+05
    0.172577626292184050E+01    0.600154294518796871E+00    0.479745571266692372E+00   -0.147518977351968168E+02    0.448744295430946849E+01   -0.119751385144805624E+02    0.100561735935757679E+01   -0.131321578544278985E+02    0.108445739984075473E+01    0.342148057111720191E+05
    0.174326518564701161E+00    0.466520146839991323E+00    0.519448690600885388E+00   -0.153042708490711874E+02    0.493949192797444248E+01   -0.119055752450450072E+02    0.145129457773924853E+01   -0.131888880871128560E+02    0.873267053211999933E+00    0.342155046923421032E+05
   -0.105320870850676584E+01    0.596656873381991248E+00    0.480404471506743258E+00   -0.146909958744080900E+02    0.398571108546476616E+01   -0.118660036550411316E+02    0.210796676541742567E+01   -0.131175583712910715E+02    0.106960537623719332E+01    0.342156200479106337E+05
   -0.331564657433312959E+01    0.615215064505404641E+00    0.480849486712610574E+00   -0.153616653062409760E+02    0.567544091921643812E+01   -0.119824691681438527E+02    0.130018717935316963E+01   -0.131145522934246443E+02    0.152835176507967163E+01    0.342156282283587934E+05
   -0.187792138887002480E+01    0.975826176184355076E+00    0.480878907476450679E+00   -0.146055504554576636E+02    0.345377314790358891E+01   -0.120496367214412494E+02    0.137329244318479948E+01   -0.131480185254374113E+02    0.943708816857002919E+00    0.342156560468426906E+05
    0.109234038826432212E+01    0.980568299479412042E+00    0.480077551756118603E+00   -0.152781286777100522E+02    0.504936466153929864E+01   -0.119975402410587382E+02    0.112743008881302242E+01   -0.130722280018745565E+02    0.174623782756221013E+01    0.342156579580082325E+05
   -0.163250591758604102E+01    0.966107745459149569E+00    0.480685506127142892E+00   -0.142426595757741197E+02    0.300792928174352436E+01   -0.118962325916550977E+02    0.132250173923956282E+01   -0.131210210669965406E+02    0.954349415491887010E+00    0.342156616720388411E+05
    0.195733614803663158E+01    0.102561263793797208E+00    0.520280046176322841E+00   -0.151777806279384926E+02    0.429200516774475904E+01   -0.119362620684355161E+02    0.159791178154286628E+01   -0.131661598856146149E+02    0.977072907806467050E+00    0.342156882306520129E+05
   -0.251371899510309760E+01    0.955507288718169923E+00    0.480638266196410646E+00   -0.142610718788714852E+02    0.303279813455538561E+01   -0.119480579015702055E+02    0.148084536108700560E+01   -0.131324442072477083E+02    0.135824770924741500E+01    0.342158143787398003E+05
    0.229996342517473806E+01    0.978334972336781128E+00    0.479689954869517099E+00   -0.151436604576468703E+02    0.440219996960201421E+01   -0.119682807898435009E+02    0.167026323790571496E+01   -0.130785459584841028E+02    0.157879648246966164E+01    0.342158262834444176E+05
    0.338518199919501939E+00    0.962582598863222644E-01    0.519816163888767391E+00   -0.147118337572440687E+02    0.409350834810902775E+01   -0.119072705090332516E+02    0.143953701379675580E+01   -0.132294071032696436E+02    0.542744528311825292E+00    0.342159765146689024E+05
   -0.177173713125483445E+01    0.104619512740800474E+00    0.519327096713060876E+00   -0.145519720663457655E+02    0.368552751383528188E+01   -0.118942404047154451E+02    0.179097185211750309E+01   -0.131706000223419455E+02    0.706644949471699313E+00    0.342160268728376832E+05
   -0.150278214888997397E+01    0.627837226499462497E+00    0.480637736959302231E+00   -0.144799015232349308E+02    0.356125891671661821E+01   -0.119833941366993777E+02    0.178658763003976917E+01   -0.131520834553091976E+02    0.806636089804687373E+00    0.342160302580632924E+05
   -0.570646182988472361E+00    0.452510831078975329E+00    0.519490420805434061E+00   -0.149087791939708652E+02    0.394142175978542486E+01   -0.119861210973091641E+02    0.128360292012614075E+01   -0.132016198846519863E+02    0.107657661726450149E+01    0.342161505872965936E+05
   -0.202680992918472569E+01    0.624674871565258805E+00    0.480516927119545967E+00   -0.148064381791791320E+02    0.390261784791912314E+01   -0.119521985402166226E+02    0.144467527665166529E+01   -0.129868558590648124E+02    0.133830499539963510E+01    0.342163082282245668E+05
   -0.143304406795173733E+01    0.467266533604765943E+00    0.519373589226926780E+00   -0.147370095203299307E+02    0.330668774533417276E+01   -0.119893346595297583E+02    0.132542186511624727E+01   -0.130546939012621870E+02    0.127198861828755572E+01    0.342163181572380272E+05
    0.160437518329784012E+01    0.489333825573262882E+00    0.520211634987808202E+00   -0.150724456153452522E+02    0.437616270813266439E+01   -0.119669745633111138E+02    0.135783723184992589E+01   -0.130507954012121399E+02    0.156385084525831597E+01    0.342163430410842993E+05
    0.119519338400354513E+01    0.625878310198322185E+00    0.480041159462689881E+00   -0.143552139196600681E+02    0.340484279027746872E+01   -0.119300096855719087E+02    0.130856158052996618E+01   -0.131059068006864088E+02    0.133419687698039868E+01    0.342164649951252068E+05
    0.924066841127828553E+00    0.960023218966338687E+00    0.480219834216971453E+00   -0.152119734775920854E+02    0.452362070581281728E+01   -0.119253221025381926E+02    0.163152957233484353E+01   -0.131080165997614486E+02    0.156053464224799088E+01    0.342164725742415758E+05
    0.264246437054684691E+01    0.483681326808112488E+00    0.520392542510560885E+00   -0.146988911489919758E+02    0.399940359093471143E+01   -0.120358226404796493E+02    0.109478427995444694E+01   -0.131701573273247554E+02    0.805839131950129905E+00    0.342164969807861344E+05
    0.826941047604854873E+00    0.598751875916817333E+00    0.479859638080609607E+00   -0.152210479206984139E+02    0.494988071839619082E+01   -0.119273359263752781E+02    0.153212874600038607E+01   -0.129946792624713403E+02    0.127211093477399717E+01    0.342165860281505811E+05
   -0.248060041609583948E+00    0.980656506008500961E+00    0.480227345237739578E+00   -0.146574815967036223E+02    0.420504146517923605E+01   -0.120835230457086311E+02    0.130884024379881714E+01   -0.132050674285608807E+02    0.744529311301221908E+00    0.342167259004018269E+05
    0.107818552132573942E+01    0.486712603097232910E+00    0.519903001818644017E+00   -0.155030514945706841E+02    0.546089478237532600E+01   -0.119685556578516792E+02    0.109215780380872518E+01   -0.131371333362393017E+02    0.120325699590043822E+01    0.342168101525902021E+05
   -0.218537958286892575E+01    0.467388566659760307E+00    0.519500068600037057E+00   -0.146915508295411730E+02    0.385938752008016372E+01   -0.120377887547848310E+02    0.137923807647618757E+01   -0.132406052191770716E+02    0.629829423052829185E+00    0.342168389101538050E+05
    0.194028179239030152E+01    0.606877617130842428E+00    0.479895890063946062E+00   -0.148791140864979834E+02    0.363055788633331256E+01   -0.120512925226447205E+02    0.138573738836201876E+01   -0.131466798358111383E+02    0.862230487902291398E+00    0.342169634484236594E+05
   -0.958452493610451484E+00    0.472103782394016958E+00    0.519476689442188055E+00   -0.144992472335260274E+02    0.358457463246965524E+01   -0.120867219821559289E+02    0.960749062490525274E+00   -0.131520408152785286E+02    0.915535479428195575E+00    0.342169647898247495E+05
    0.305844671451147576E-01    0.973237181340586344E+00    0.480092096746017993E+00   -0.147173816752999489E+02    0.352572580861989682E+01   -0.120662110419913002E+02    0.145293018265027762E+01   -0.131714926094486984E+02    0.906350194770202067E+00    0.342169652671728982E+05
    0.210201962913503237E+01    0.964931736974893539E+00    0.479761443208909677E+00   -0.145110546625167025E+02    0.390734233723109003E+01   -0.119123638955902891E+02    0.154793883870147364E+01   -0.130903469665501273E+02    0.126589065504502729E+01    0.342169722994591575E+05
   -0.146115026394447867E+01    0.117895728234964040E+00    0.519418480624057599E+00   -0.152546603471082545E+02    0.493379214420233758E+01   -0.119045156393527751E+02    0.158911739034326605E+01   -0.131889453553028719E+02    0.104693014206664214E+01    0.342169921791562811E+05
   -0.167697168956226506E+01    0.619396702388752551E+00    0.480816003220290167E+00   -0.154883033786654707E+02    0.588467470691798322E+01   -0.119921273277385048E+02    0.127006120671808054E+01   -0.132190157276002616E+02    0.843244253961961676E+00    0.342171092452079101E+05
