   -0.198879313468933105E+02    0.240931749343872070E+00    0.715377330780029297E-01   -0.103772717714309692E+02    0.335765504837036133E+01   -0.188424742221832275E+02    0.129820740222930908E+01   -0.122028350830078125E+02    0.177186834812164307E+01   -0.100000000000000000E+21   -0.460515351937698814E+01    1
    0.288857221603393555E+01    0.298043429851531982E+00    0.996895968914031982E+00   -0.185407739877700806E+02    0.528682315349578857E+01   -0.115531706809997559E+02    0.466636705398559570E+01   -0.143801414966583252E+02    0.175691127777099609E+00   -0.869258401681035995E+09   -0.461515351937698259E+01    1
    0.199651789665222168E+02    0.466442227363586426E+00    0.168973207473754883E-02   -0.137183278799057007E+02    0.499444985389709473E+01   -0.183262485265731812E+02    0.338826298713684082E+00   -0.107620394229888916E+02    0.423770070075988770E+00   -0.583109990172424316E+09   -0.462515351937698149E+01    1
   -0.160025548934936523E+02    0.818051457405090332E+00    0.287852883338928223E-01   -0.122923374176025391E+02    0.309151339530944824E+01   -0.194105696678161621E+02    0.526270401477813721E+01   -0.185139292478561401E+02    0.325486278533935547E+01   -0.824398503462582827E+07   -0.463515351937698661E+01    1
    0.162449169158935547E+02    0.167341709136962891E+00    0.970593333244323730E+00   -0.199682617187500000E+02    0.454959619045257568E+01   -0.114944887161254883E+02    0.435613346099853516E+01   -0.195041614770889282E+02    0.636843323707580566E+00   -0.491963241479267925E+07   -0.464515351937698728E+01    1
    0.179853463172912598E+02    0.353820204734802246E+00    0.345340371131896973E-01   -0.128838026523590088E+02    0.532974600791931152E+00   -0.119347828626632690E+02    0.539225578308105469E+01   -0.155013781785964966E+02    0.419956827163696289E+01   -0.489242921735179983E+07   -0.465515351937698174E+01    1
    0.829317092895507812E+01    0.260468780994415283E+00    0.960024237632751465E+00   -0.145058208703994751E+02    0.549105548858642578E+01   -0.107457816600799561E+02    0.278940153121948242E+01   -0.137719631195068359E+02    0.229888916015625000E+01   -0.462402369693800062E+07   -0.466515351937698153E+01    1
    0.176457619667053223E+02    0.908108234405517578E+00    0.957965970039367676E+00   -0.168644869327545166E+02    0.147341644763946533E+01   -0.116527771949768066E+02    0.467293488979339600E+01   -0.175763660669326782E+02    0.401736009120941162E+01   -0.270382483022975177E+07   -0.467515351937698398E+01    1
   -0.142290806770324707E+02    0.134001374244689941E-01    0.129393339157104492E-01   -0.163179153203964233E+02    0.170383572578430176E+01   -0.138389754295349121E+02    0.339708709716796875E+01   -0.134015172719955444E+02    0.324332320690155029E+01   -0.170004819690525532E+07   -0.468515351937698377E+01    1
   -0.437712430953979492E+01    0.839444994926452637E-01    0.973454296588897705E+00   -0.179188269376754761E+02    0.461116039752960205E+01   -0.184202027320861816E+02    0.125811696052551270E+00   -0.163503485918045044E+02    0.546623826026916504E+01   -0.988633628610976040E+06   -0.469515351937698444E+01    1
    0.629305124282836914E+01    0.652985811233520508E+00    0.944610297679901123E+00   -0.122107505798339844E+02    0.194331407546997070E+01   -0.185301893949508667E+02    0.557582974433898926E+00   -0.148753052949905396E+02    0.542163741588592529E+01   -0.971479355009254999E+06   -0.470515351937698423E+01    1
   -0.151269674301147461E+02    0.790185928344726562E-01    0.977416038513183594E+00   -0.125932526588439941E+02    0.209868121147155762E+01   -0.124323010444641113E+02    0.142531156539916992E+00   -0.179712843894958496E+02    0.267135715484619141E+01   -0.794589147957354784E+06   -0.471515351937698135E+01    1
    0.117929792404174805E+02    0.135030806064605713E+00    0.935960173606872559E+00   -0.149513608217239380E+02    0.460109710693359375E-01   -0.199585652351379395E+02    0.485742831230163574E+01   -0.194547623395919800E+02    0.325239157676696777E+01   -0.745742127934666350E+06   -0.472515351937698025E+01    1
    0.147648096084594727E+02    0.850330233573913574E+00    0.893654108047485352E+00   -0.163344800472259521E+02    0.459298181533813477E+01   -0.197526568174362183E+02    0.508069789409637451E+01   -0.190667420625686646E+02    0.633224844932556152E+00   -0.743792086740963627E+06   -0.473515351937698448E+01    1
    0.207845926284790039E+01    0.491484701633453369E+00    0.363880991935729980E-01   -0.197526824474334717E+02    0.395215988159179688E+00   -0.135480487346649170E+02    0.394572579860687256E+01   -0.119527792930603027E+02    0.394056844711303711E+01   -0.712839623478248715E+06   -0.474515351937698782E+01    1
    0.654567718505859375E+01    0.833510339260101318E+00    0.137263178825378418E+00   -0.150464588403701782E+02    0.564694297313690186E+01   -0.174678993225097656E+02    0.417102849483489990E+01   -0.132231700420379639E+02    0.442802309989929199E+01   -0.460726777619009372E+06   -0.475515351937698494E+01    1
