-2589.86 1.97775 3.6776e-07
-2589.84 -0.959171 8.6756e-07
-2588.96 1.17755 3.1525e-07
-2585.92 -1.55868 2.8898e-07
-2583.1 -1.38602 1.4781e-07
-2547.05 -1.88399 5.5868e-07
-2543.98 0.732817 2.7758e-07
-2523.01 -1.2609 1.348e-06
-2522.1 -1.48687 5.1093e-07
-2522.08 -1.23271 5.1266e-07
-2522.06 0.401808 4.6972e-07
-2510.15 -2.71724 2.8764e-07
-2510.12 -0.406847 2.3176e-07
-2463.21 1.97204 1.2513e-07
-2453.37 0.210302 3.099e-07
-2453.34 -2.0159 2.4257e-07
-2450.22 -1.8126 2.4179e-07
-2425.5 0.137643 1.0178e-07
-2421.47 0.122637 9.8447e-07
-2419.3 0.583559 1.412e-06
-2411.35 2.81704 3.336e-07
-2403.36 0.514184 5.4963e-07
-2401.35 -4.86523 4.074e-08
-2384.56 -0.455527 3.6435e-07
-2383.4 -0.14634 4.5947e-07
-2369.57 4.16123 1.7436e-07
-2369.55 2.91263 1.2694e-07
-2369.52 1.82843 9.779e-08
-2358.51 -1.03603 2.5154e-07
-2356.47 -1.33902 1.5005e-07
-2329.57 -1.47809 2.2023e-07
-2327.57 2.21584 9.899e-08
-2291.64 -3.70859 1.0773e-07
-2287.66 -1.59624 5.6142e-07
-2286.66 -0.288493 3.199e-07
-2254.96 -2.01857 2.1479e-07
-2253.93 4.28616 1.7549e-07
-2225.87 3.59507 2.7158e-07
-2210.91 1.38761 1.6364e-07
-2178.94 -0.924724 1.9655e-07
-2162.99 -1.74742 1.3418e-07
-2148.1 4.06381 2.4172e-07
-2113.13 -0.217389 5.6583e-07
-2110.15 -0.525549 2.3847e-07
-2108.15 4.23564 2.839e-07
-2099.17 2.31322 1.5251e-07
-2063.29 -2.59946 2.8352e-07
-2059.27 -3.75217 9.23e-08
-2047.33 -0.202166 4.903e-07
-2025.61 -0.679916 7.2399e-07
-2025.58 -1.59181 3.2908e-07
-2024.38 -0.914844 5.4464e-07
-2023.39 -3.74256 1.0888e-07
-2014.46 1.0333 1.2842e-07
-1983.76 1.52963 4.566e-07
-1971.53 0.21424 1.4604e-07
-1944.6 0.933927 2.1878e-07
-1926.65 -1.06364 8.635e-08
-1903.71 -0.145047 3.2338e-07
-1891.77 -0.840113 2.4213e-07
-1811.96 -0.535759 4.0576e-07
-1811.03 2.11138 1.9128e-07
-1797.1 -0.182083 1.7173e-07
-1784.03 0.825529 1.8535e-07
-1783.06 0.693535 1.699e-06
-1750.13 -0.189472 6.066e-07
-1749.43 -0.182726 1.66e-06
-1729.49 1.41564 1.3257e-07
-1729.21 -0.613705 6.1981e-07
-1712.51 0.774656 2.4661e-07
-1712.29 -0.167892 2.9639e-07
-1712.25 0.775862 1.2857e-07
-1673.38 -0.104247 3.73e-08
-1637.44 -0.630958 4.2956e-07
-1636.47 1.07624 1.5844e-07
-1617.56 0.349582 6.1667e-07
-1605.53 0.0285108 1.2411e-07
-1587.84 0.68262 4.2734e-07
-1543.69 0.569633 2.6475e-07
-1542.71 -2.00108 1.6416e-07
-1509.79 -0.617157 2.0015e-07
-1492.86 -2.15161 6.068e-08
-1492.19 -1.39997 2.3375e-07
-1481.88 -0.361849 6.6234e-07
-1473.9 0.0163469 1.1609e-07
-1467.92 -0.146445 9.787e-08
-1463.91 0.665935 4.0475e-07
-1461.97 0.0861094 3.0544e-07
-1429.01 0.525555 3.9395e-07
-1408.08 0.27432 9.717e-08
-1389.17 -0.46951 2.212e-07
-1389.13 0.127342 2.5333e-07
-1388.16 0.546451 1.2716e-07
-1387.21 -0.538107 2.596e-08
-1387.16 -0.340987 6.128e-08
-1386.2 -0.06387 1.486e-06
-1385.17 -1.1192 1.25371e-06
-1384.21 -1.06027 2.5119e-07
-1376.18 -0.592379 5.0561e-07
-1374.16 -0.47501 2.3097e-07
-1336.27 2.5142 3.299e-08
-1305.6 -0.98772 1.1408e-07
-1273.73 -0.421317 2.3959e-07
