0.000192757 6.55101e-29
0.000385514 2.09726e-28
0.000578272 1.07431e-28
0.000771029 1.37734e-28
0.000963786 7.15977e-29
0.00115654 1.05698e-28
0.0013493 7.07376e-29
0.00154206 2.77154e-29
0.00173482 1.86493e-29
0.00192757 7.07277e-30
0.00212033 1.68974e-29
0.00231309 2.37369e-29
0.00250584 4.25681e-29
0.0026986 2.59464e-29
0.00289136 5.46667e-29
0.00308412 1.53632e-29
0.00327687 4.26445e-29
0.00346963 2.00819e-29
0.00366239 6.14863e-30
0.00385514 1.4306e-29
0.0040479 3.1498e-29
0.00424066 4.9944e-29
0.00443342 2.70421e-29
0.00462617 6.9448e-29
0.00481893 2.62306e-29
0.00501169 3.75607e-29
0.00520445 7.73274e-30
0.0053972 1.24773e-29
0.00558996 2.26494e-29
0.00578272 3.46746e-29
0.00597547 2.62713e-29
0.00616823 3.80447e-29
0.00636099 2.61748e-29
0.00655375 3.12445e-29
0.0067465 2.72664e-29
0.00693926 1.01833e-29
0.00713202 3.87478e-29
0.00732478 1.36677e-29
0.00751753 2.13161e-29
0.00771029 8.13049e-31
0.00790305 2.47919e-29
0.0080958 1.50221e-29
0.00828856 2.70289e-29
0.00848132 2.54422e-29
0.00867408 1.85689e-29
0.00886683 2.13589e-29
0.00905959 1.28376e-29
0.00925235 1.61998e-29
0.0094451 2.14655e-29
0.00963786 4.63449e-29
0.00983062 8.70274e-30
0.0100234 5.78827e-29
0.0102161 5.48562e-30
0.0104089 2.34167e-29
0.0106016 8.60194e-30
0.0107944 6.52372e-30
0.0109872 6.1855e-30
0.0111799 1.29878e-29
0.0113727 3.05641e-29
0.0115654 2.55157e-29
0.0117582 2.69957e-29
0.0119509 1.48113e-29
0.0121437 3.17086e-29
0.0123365 9.37844e-30
0.0125292 1.32113e-29
0.012722 4.29683e-30
0.0129147 1.75072e-29
0.0131075 2.81039e-30
0.0133002 2.55823e-29
0.013493 2.68692e-29
0.0136858 9.24916e-30
0.0138785 1.01445e-29
0.0140713 2.8208e-30
0.014264 1.65051e-29
0.0144568 1.60609e-30
0.0146496 1.00974e-29
0.0148423 7.18203e-30
0.0150351 2.37904e-29
0.0152278 4.06564e-30
0.0154206 2.55598e-29
0.0156133 3.8883e-30
0.0158061 2.15974e-29
0.0159989 3.88982e-30
0.0161916 8.52861e-30
0.0163844 3.18631e-31
0.0165771 1.39915e-30
0.0167699 9.79024e-30
0.0169626 2.02458e-30
0.0171554 1.5571e-29
0.0173482 3.27346e-30
0.0175409 7.42762e-30
0.0177337 1.96287e-31
0.0179264 5.61306e-30
0.0181192 6.39206e-31
0.0183119 1.02007e-29
0.0185047 1.33604e-30
0.0186975 1.286e-29
0.0188902 1.96746e-30
0.019083 6.99849e-31
0.0192757 2.43042e-30
0.0194685 3.00367e-31
0.0196612 9.77301e-30
0.019854 9.5754e-30
0.0200468 2.56735e-29
0.0202395 5.58935e-30
0.0204323 1.17178e-29
0.020625 8.71134e-31
0.0208178 2.08616e-30
0.0210105 1.37104e-29
0.0212033 1.20056e-29
0.0213961 2.38418e-29
0.0215888 1.4338e-29
0.0217816 6.7637e-30
0.0219743 5.05564e-30
0.0221671 7.31461e-30
0.0223598 7.69426e-31
0.0225526 1.1114e-29
0.0227454 3.12982e-30
0.0229381 8.53901e-30
0.0231309 5.98226e-31
0.0233236 1.21289e-29
0.0235164 1.01238e-29
0.0237091 2.28394e-29
0.0239019 1.9461e-29
0.0240947 2.10535e-29
0.0242874 4.97321e-30
0.0244802 1.40045e-29
0.0246729 1.32991e-29
0.0248657 4.52348e-30
0.0250584 1.7585e-29
0.0252512 1.64521e-29
0.025444 2.85336e-29
0.0256367 1.62342e-29
0.0258295 8.15392e-30
0.0260222 2.45583e-30
0.026215 8.29726e-30
0.0264077 6.60176e-30
0.0266005 6.92409e-30
0.0267933 1.75357e-29
0.026986 9.66499e-30
0.0271788 3.01532e-29
0.0273715 3.66966e-29
0.0275643 3.10223e-29
0.027757 2.36135e-29
0.0279498 2.19371e-29
0.0281426 3.61599e-30
0.0283353 3.30032e-29
0.0285281 5.43935e-30
0.0287208 2.9101e-29
0.0289136 3.34034e-29
0.0291063 4.77271e-29
0.0292991 6.97647e-29
0.0294919 6.51061e-29
0.0296846 1.20726e-29
0.0298774 9.72826e-30
0.0300701 2.31342e-29
0.0302629 1.50772e-29
0.0304556 2.69202e-29
0.0306484 1.98649e-29
0.0308412 4.19603e-29
0.0310339 2.44585e-29
0.0312267 4.69693e-29
0.0314194 3.76837e-29
0.0316122 4.26585e-29
0.0318049 1.04073e-29
0.0319977 2.04844e-29
0.0321905 7.32286e-29
0.0323832 5.18543e-29
0.032576 4.76745e-29
0.0327687 4.20495e-29
0.0329615 5.2732e-29
0.0331542 6.9068e-29
0.033347 4.50516e-29
0.0335398 1.20107e-29
0.0337325 9.59114e-30
0.0339253 4.55801e-29
0.034118 4.97851e-29
0.0343108 7.93292e-29
0.0345035 6.58148e-29
0.0346963 5.07727e-29
0.0348891 5.66507e-29
0.0350818 2.02061e-29
0.0352746 4.68438e-29
0.0354673 1.34438e-29
0.0356601 8.56976e-30
0.0358528 4.82888e-29
0.0360456 5.09947e-29
0.0362384 6.84146e-29
0.0364311 2.74471e-29
0.0366239 5.54469e-29
0.0368166 3.67089e-29
0.0370094 3.3805e-29
0.0372021 1.53933e-29
0.0373949 2.09672e-29
0.0375877 4.05144e-29
0.0377804 2.19794e-29
0.0379732 4.81848e-29
0.0381659 2.86656e-29
0.0383587 4.83435e-29
0.0385514 1.47815e-29
0.0387442 1.80257e-29
0.038937 3.98461e-29
0.0391297 1.2143e-29
0.0393225 4.69624e-29
0.0395152 1.88977e-29
0.039708 5.81404e-29
0.0399007 8.34251e-29
0.0400935 4.18437e-29
0.0402863 5.60664e-29
0.040479 2.61633e-29
0.0406718 2.96023e-29
0.0408645 9.90998e-30
0.0410573 1.65168e-29
0.0412501 2.02742e-29
0.0414428 2.9459e-29
0.0416356 3.18165e-29
0.0418283 3.86373e-29
0.0420211 3.63982e-29
0.0422138 4.63697e-29
0.0424066 2.79617e-30
0.0425994 1.51008e-29
0.0427921 5.09233e-30
0.0429849 3.93251e-29
0.0431776 1.30328e-29
0.0433704 4.08672e-29
0.0435631 1.76782e-29
0.0437559 1.96213e-29
0.0439487 1.43362e-29
0.0441414 1.06007e-29
0.0443342 1.91773e-29
0.0445269 9.97559e-30
0.0447197 2.65308e-29
