    0.131186458516327514E+00    0.946578459843513964E-01   -0.110041099601478969E+02    0.189896881667013595E+01    0.645894249941496091E+05
    0.237202843678228831E+00    0.162194317259971466E+00   -0.112173180879733394E+02    0.159592292806705904E+01    0.645896761379859236E+05
    0.779317408087640051E+00    0.828489877579488332E+00   -0.110353171885515113E+02    0.193821530550387466E+01    0.645897527532821696E+05
    0.892141185680770943E+00    0.839323428773632751E+00   -0.112258951335904413E+02    0.167037125129454567E+01    0.645901490294142204E+05
    0.883514113774544363E+00    0.843027540728276126E+00   -0.110902401342605543E+02    0.131443790505532609E+01    0.645901500436985370E+05
    0.977963113576830412E+00    0.911798767269371924E+00   -0.110273038906854381E+02    0.198170807739317723E+01    0.645901615898590098E+05
    0.858737707654640081E+00    0.836962359634947695E+00   -0.111999730916758224E+02    0.162026692916031068E+01    0.645904764021217707E+05
    0.358375928929673904E+00    0.174933434351429801E+00   -0.112170411756217412E+02    0.171746964930698853E+01    0.645906279061838723E+05
    0.352390793359962817E+00    0.181436891756220159E+00   -0.111154605741652404E+02    0.200819070121570542E+01    0.645907663678649697E+05
    0.393302369325524093E+00    0.160364513717780099E+00   -0.112149470791422434E+02    0.158873383866225204E+01    0.645908701107043598E+05
    0.684167933992063437E+00    0.857933552459020810E+00   -0.111690363090906590E+02    0.131266770797059729E+01    0.645909656590962622E+05
    0.974447079541620603E-01    0.598177359333929848E-01   -0.110400557344188854E+02    0.170138582281423978E+01    0.645910942242036908E+05
    0.490479207112770488E+00    0.788520971468985865E-01   -0.111828147251239844E+02    0.157193072329719241E+01    0.645912377109638619E+05
    0.641114487184711312E+00    0.888854622056819976E+00   -0.110632254334464104E+02    0.183697106503059771E+01    0.645912911591267330E+05
    0.203573691233701837E+00    0.154837423840274713E+00   -0.111347724508972163E+02    0.203217450723238091E+01    0.645913023519192502E+05
    0.799553236531013067E+00    0.816693604874475843E+00   -0.110351318403506564E+02    0.169193652338862299E+01    0.645913610242608556E+05
    0.825751719948762175E+00    0.824933315001052603E+00   -0.110766096162228216E+02    0.201411845568221537E+01    0.645913639782407990E+05
    0.812380802612480690E+00    0.809082806626673978E+00   -0.111545034850359581E+02    0.183409755768824301E+01    0.645915327640825562E+05
    0.729309582032057979E+00    0.838557484502432948E+00   -0.110427434673973011E+02    0.186577923454528793E+01    0.645916048253947301E+05
    0.415843587269832615E+00    0.137369647329425748E+00   -0.110538206542527391E+02    0.159905536514512092E+01    0.645916149591102076E+05
    0.909136984479064991E+00    0.846208136532088484E+00   -0.110626262092489256E+02    0.181929418595162717E+01    0.645916440327265445E+05
    0.915495043623897553E+00    0.851137864932956512E+00   -0.111437716946003587E+02    0.140556929806455999E+01    0.645916870157472295E+05
    0.158027730346320366E+00    0.123224506777198678E+00   -0.111539454979051573E+02    0.135245178968732160E+01    0.645916918478591178E+05
    0.566470566214893889E+00    0.980589926768078879E+00   -0.110694538352561374E+02    0.166969409563701499E+01    0.645917106498195790E+05
    0.863703803080580701E+00    0.839609146899066294E+00   -0.111150480776434772E+02    0.143881046771100429E+01    0.645917214612515600E+05
    0.235068144167317528E+00    0.165028009334048875E+00   -0.111383016216066242E+02    0.196255898554822350E+01    0.645918046463723294E+05
    0.339438065730266747E+00    0.181560332082137260E+00   -0.111523345198897985E+02    0.138167158829755010E+01    0.645918060311910667E+05
    0.935829582929352671E-01    0.566941046787429875E-01   -0.111266265729543896E+02    0.149922170734085203E+01    0.645918187881737977E+05
    0.908827321060715065E+00    0.861945759615145191E+00   -0.111021945148076462E+02    0.175550796543492016E+01    0.645918503110194288E+05
    0.302490857743505703E+00    0.192353482751373484E+00   -0.111438993333709906E+02    0.169253458551075409E+01    0.645918862196104456E+05
    0.755618158672095808E+00    0.828310689617966833E+00   -0.110401940238701073E+02    0.170659775486326271E+01    0.645919469164963011E+05
    0.749108520020125401E+00    0.831036922556825597E+00   -0.111641550348156073E+02    0.188864356523815458E+01    0.645919509866185035E+05
    0.359425254369812042E+00    0.164838540560359126E+00   -0.111766440132797165E+02    0.173508355611008769E+01    0.645919581836508733E+05
    0.256069407314079123E+00    0.166819070222656574E+00   -0.110850836711824101E+02    0.150307826210258000E+01    0.645919717391070444E+05
    0.174377707980392566E+00    0.138659395471162850E+00   -0.111921956920001637E+02    0.172043159675808832E+01    0.645920001711512523E+05
    0.903102610379408866E+00    0.840388467652330995E+00   -0.111653426610884043E+02    0.171200561062475143E+01    0.645920209976106635E+05
    0.388237256578605083E+00    0.168780509358191166E+00   -0.111536528226922869E+02    0.165206911696664971E+01    0.645920697721470933E+05
    0.653692578835907034E+00    0.890245395850640220E+00   -0.110734114576382598E+02    0.165309223526058657E+01    0.645920711916350119E+05
    0.748150970565820805E+00    0.816879821129476102E+00   -0.111385757047116236E+02    0.179925104170751915E+01    0.645920902186106905E+05
    0.354697274599408086E+00    0.174426700086641351E+00   -0.112025081353924598E+02    0.161605383780126632E+01    0.645921251132358520E+05
    0.338688632357101671E+00    0.183378262184598101E+00   -0.110667015343880752E+02    0.170079560810474839E+01    0.645922185003328632E+05
    0.278466258093460317E+00    0.174021190167897466E+00   -0.111746110412752895E+02    0.143927277581628887E+01    0.645922202586404310E+05
    0.390550940395623658E+00    0.159644738548897130E+00   -0.111981905705100129E+02    0.155408792889923575E+01    0.645922346978640999E+05
    0.327406506856758539E+00    0.173012669202152553E+00   -0.110786711748190552E+02    0.149758816615044354E+01    0.645922471052637120E+05
    0.359045057064566853E+00    0.164853449560828480E+00   -0.110641269197194188E+02    0.177104686218088725E+01    0.645922516579823132E+05
    0.996255324296813627E+00    0.932443262364317293E+00   -0.111951532472590998E+02    0.157093797173942828E+01    0.645922893120250519E+05
    0.123277386298976277E+00    0.906958701543039564E-01   -0.111044080854021221E+02    0.192364360491207309E+01    0.645923009144741663E+05
    0.405064288671951100E+00    0.144038748723506749E+00   -0.111667682845640055E+02    0.175942113095936215E+01    0.645923073047658836E+05
    0.677736862088352376E+00    0.859228663186259012E+00   -0.111047680650033378E+02    0.144536964440256943E+01    0.645923159365011234E+05
    0.593098276955036696E+00    0.950092258324288896E+00   -0.110650021607415567E+02    0.173564786243445912E+01    0.645923741490389802E+05
    0.109239052224531175E+00    0.680723545484267778E-01   -0.111398992678229760E+02    0.139479209433654328E+01    0.645923967782260297E+05
    0.821677223280835145E+00    0.818034577680880060E+00   -0.110921152494487689E+02    0.144074128243310917E+01    0.645924434606089344E+05
    0.375305124858020034E+00    0.163257442263932406E+00   -0.110678458638530035E+02    0.153506249479651879E+01    0.645924839003558955E+05
    0.650748657409090714E+00    0.889652654869187987E+00   -0.110548148560066082E+02    0.179575673804814961E+01    0.645924880937344278E+05
    0.269936648629253317E+00    0.179812116052998905E+00   -0.111901652030134517E+02    0.149357199671251761E+01    0.645924981886177047E+05
    0.797655231429563960E+00    0.814116824599472988E+00   -0.110650795846110732E+02    0.184074263340783517E+01    0.645925232619423332E+05
    0.792849822986747776E+00    0.827570611500574427E+00   -0.111520596425270746E+02    0.147583513837002944E+01    0.645925249635815417E+05
    0.200950543485414607E+00    0.155974642130770585E+00   -0.110862605304798567E+02    0.191794462256416964E+01    0.645925669215316157E+05
    0.963816856308508663E+00    0.897955489914350480E+00   -0.111703554058459922E+02    0.141913530179186664E+01    0.645926154494059301E+05
    0.684082626887460910E+00    0.861601891884821947E+00   -0.111607436786919951E+02    0.187179656813175743E+01    0.645926708569230686E+05
    0.479293436114725746E+00    0.875671977547863301E-01   -0.111384418145304505E+02    0.189871428720702951E+01    0.645926718027374736E+05
    0.726344004407267430E+00    0.839146039656729736E+00   -0.110576872883328452E+02    0.181216062017750579E+01    0.645926868680499756E+05
