    0.459325969219207764E+00    0.968493998050689697E+00   -0.180143857002258301E+02    0.127110207080841064E+01    0.499160221755452803E+05   -0.391195633965034517E+01    1
    0.145408093929290771E+00    0.307276248931884766E-01   -0.167237377166748047E+02    0.422262740135192871E+01    0.577998456197984051E+05   -0.393195633965034208E+01    1
    0.485102236270904541E+00    0.934511065483093262E+00   -0.171603739261627197E+02    0.494738388061523438E+01    0.595568129082127125E+05   -0.395195633965034165E+01    1
    0.824252247810363770E+00    0.169463872909545898E+00   -0.170663470029830933E+02    0.179665231704711914E+01    0.599891171773040551E+05   -0.397195633965034300E+01    1
    0.625180065631866455E+00    0.877080559730529785E-01   -0.184937888383865356E+02    0.177631652355194092E+01    0.601394007139395617E+05   -0.399195633965034391E+01    1
    0.896556138992309570E+00    0.284278869628906250E+00   -0.170208477973937988E+02    0.561759960651397705E+01    0.613966818868867122E+05   -0.401195633965034215E+01    1
    0.240453004837036133E+00    0.692686915397644043E+00   -0.148820775747299194E+02    0.182825052738189697E+01    0.614200614720769081E+05   -0.403195633965034173E+01    1
    0.810780525207519531E+00    0.348529696464538574E+00   -0.156446301937103271E+02    0.276343846321105957E+01    0.615558694904116637E+05   -0.405195633965034396E+01    1
    0.489040493965148926E+00    0.814225554466247559E+00   -0.139598113298416138E+02    0.305626916885375977E+01    0.615566817158235062E+05   -0.407195633965034443E+01    1
    0.200789630413055420E+00    0.673112511634826660E+00   -0.199210143089294434E+02    0.296539664268493652E+01    0.615737675014016568E+05   -0.409195633965034400E+01    1
    0.336902678012847900E+00    0.870510578155517578E+00   -0.108298379182815552E+02    0.341228342056274414E+01    0.616524870979181724E+05   -0.411195633965034357E+01    1
    0.992992520332336426E+00    0.240350425243377686E+00   -0.160821610689163208E+02    0.540264952182769775E+01    0.616958943425100879E+05   -0.413195633965034226E+01    1
    0.165333569049835205E+00    0.639160692691802979E+00   -0.148803704977035522E+02    0.122354507446289062E+01    0.617513046238184397E+05   -0.415195633965034450E+01    1
    0.257776081562042236E+00    0.565615415573120117E+00   -0.172462445497512817E+02    0.263133287429809570E+01    0.618570327506193862E+05   -0.417195633965034762E+01    1
    0.545727014541625977E-01    0.961377978324890137E+00   -0.143278872966766357E+02    0.347266316413879395E+00    0.618715926447675447E+05   -0.419195633965034720E+01    1
    0.533481299877166748E+00    0.821675062179565430E+00   -0.163851082324981689E+02    0.312288165092468262E+01    0.618778303358447374E+05   -0.421195633965034677E+01    1
