    0.148888424262852226E+01    0.118797730062142212E+00    0.520160011261907473E+00   -0.137703167842763587E+02    0.151947236989668300E+01   -0.119814668618725992E+02    0.203773288850726297E+01   -0.132020177867808428E+02    0.318780459663167148E+00    0.207989142333019408E+06
   -0.260983555399082690E+00    0.445166908475521983E+00    0.519854859821443971E+00   -0.138075521956748304E+02    0.161111187652740240E+01   -0.120502701423916392E+02    0.176589543984256570E+01   -0.131384508185154125E+02    0.966058610220683178E+00    0.207995103801911464E+06
   -0.184450162985054078E+01    0.937803278967209275E+00    0.480813746087305038E+00   -0.138715741609680201E+02    0.206103285002102243E+01   -0.120920718409814025E+02    0.114230837467438517E+01   -0.132713280484867155E+02    0.125222265236600572E+00    0.207995454916348332E+06
   -0.458555603700897763E+00    0.635685441459370226E+00    0.480494251106290959E+00   -0.138989344630215044E+02    0.177825803318153630E+01   -0.120393088747952461E+02    0.945377293874412050E+00   -0.131578531183381777E+02    0.905627171051902824E+00    0.207996199838918634E+06
   -0.485414022695785263E+00    0.977040844804346276E+00    0.480249996468977369E+00   -0.137961355928527833E+02    0.137567806777816615E+01   -0.121411660305386206E+02    0.148060913953104789E+01   -0.131851740042549288E+02    0.432417830402383574E+00    0.207996470590978046E+06
   -0.585927319151412718E+00    0.136874988703787642E+00    0.519411324638332839E+00   -0.138569753839951844E+02    0.182351549923491851E+01   -0.120290064098082716E+02    0.140389381126852664E+01   -0.133705619151374933E+02    0.112097485239806366E+00    0.207996537658674759E+06
    0.651372272946471043E+00    0.951227215272029913E+00    0.480062089934794767E+00   -0.137686248754590270E+02    0.183343683132461788E+01   -0.120324422419962342E+02    0.157100420130608276E+01   -0.131441975683435448E+02    0.339134321598894561E+00    0.207996624217823264E+06
    0.180991879538828471E+01    0.961351360950795319E+00    0.480088339571641542E+00   -0.137753741703989459E+02    0.184768106308133451E+01   -0.120797172208593242E+02    0.112209657340715685E+01   -0.132489157260696935E+02    0.856435806012738610E+00    0.207996773809922277E+06
   -0.854678749537992388E+00    0.943693380404130311E+00    0.480367617943917635E+00   -0.137234384967849774E+02    0.126901422450771761E+01   -0.121482734589913228E+02    0.117404463326970188E+01   -0.130826515446909877E+02    0.941884894113421467E+00    0.207996852346264408E+06
   -0.553633732108149701E+00    0.447978583193845759E+00    0.519646235020089220E+00   -0.137093948236688306E+02    0.117625466344394791E+01   -0.122173308237866003E+02    0.140304605872141597E+01   -0.132969436455560412E+02    0.227929333029787684E+00    0.207997066743366770E+06
    0.874542142208927231E+00    0.441418630039876303E+00    0.519789828515190844E+00   -0.137423298303766934E+02    0.182090445631142694E+01   -0.120788436207795193E+02    0.115006959685713062E+01   -0.131927434605274332E+02    0.885576225469093981E+00    0.207997112304692972E+06
   -0.560775852862640534E-01    0.961778426685547028E+00    0.480056316344718237E+00   -0.137636061916277406E+02    0.150123967029979122E+01   -0.122296739779603314E+02    0.139615179276641621E+01   -0.133155694924268051E+02    0.198133164883425361E+00    0.207997144748406368E+06
    0.327281975630743460E+00    0.120742556235682766E+00    0.519803316811180860E+00   -0.137056592871933312E+02    0.153037978995346036E+01   -0.121281392937158312E+02    0.909667230909220192E+00   -0.133624269415791304E+02    0.417374907184851429E+00    0.207997297621614416E+06
   -0.169327666447945191E+01    0.441565173016440493E+00    0.519259839406840062E+00   -0.137640173478535939E+02    0.130834366426810100E+01   -0.121479553493574706E+02    0.135948172962870562E+01   -0.132471509764678359E+02    0.362551657482997947E+00    0.207997579717641813E+06
   -0.214615510365191398E+01    0.125960644327323151E+00    0.519191395699854619E+00   -0.137117207707613638E+02    0.155516202131417991E+01   -0.122045320194998475E+02    0.118314594621872793E+01   -0.133372888595032428E+02    0.127634771634988237E+00    0.207997678306530928E+06
