   -0.717559290159067942E+00    0.441904582680266167E+00    0.390273935836990660E+00   -0.113399513341792044E+02    0.529990230290436348E+00    0.894720712154033099E+05
    0.399680647456308691E+01    0.321783646474394891E+00    0.273901451998167733E+00   -0.112948776541356235E+02    0.497132408057294639E+00    0.894735320673318347E+05
    0.233610001470184603E+01    0.330503258383161136E+00    0.294457995751368995E+00   -0.112505056055645714E+02    0.781905387385184669E+00    0.894740019202369149E+05
    0.201970929447394809E+01    0.192501715458544942E+00    0.685092405627321099E+00   -0.113781495326972752E+02    0.174768558344586100E+00    0.894742421497394098E+05
   -0.965194427374381325E+00    0.909669286408904265E-01    0.603621883681847660E+00   -0.112435809481658975E+02    0.323207399572182363E+00    0.894744650671013951E+05
   -0.154402916895761244E+00    0.164681972900104667E+00    0.638323159422493513E+00   -0.112900954349314731E+02    0.183497801328720483E+00    0.894747512205265812E+05
    0.406094038787311451E+01    0.326274446269658125E+00    0.288216773191215414E+00   -0.113305538126887075E+02    0.489175682035529136E+00    0.894748229713524925E+05
    0.698922824171582580E+00    0.189966536449147849E+00    0.669533459028360145E+00   -0.112708848301609770E+02    0.382055430648471139E+00    0.894749165263677132E+05
    0.221981383051139947E+01    0.192514972916236121E+00    0.682882955527110536E+00   -0.112513897926182533E+02    0.711395705938899781E+00    0.894754972118661390E+05
    0.284703737384047617E+01    0.335273698538167964E+00    0.306775993137512470E+00   -0.112581151601246638E+02    0.681182046223946069E+00    0.894755684203187702E+05
   -0.735407537055486227E+00    0.128058208717656913E+00    0.621291231326097204E+00   -0.113599583322859949E+02    0.432410363630160222E+00    0.894759670361913304E+05
   -0.175789668697655443E+00    0.143228636514909025E+00    0.630228674344620265E+00   -0.112979106130444755E+02    0.802542562762050160E+00    0.894759688052435813E+05
   -0.490624288950316956E+00    0.154719151894618545E+00    0.635699771421037729E+00   -0.113042882943514691E+02    0.331176858748203573E+00    0.894760816381869954E+05
   -0.495665479035573231E+00    0.392470309679705920E+00    0.378209073241662475E+00   -0.113081450773709147E+02    0.382169314062437371E+00    0.894762073875139467E+05
    0.146887944900503609E+00    0.371685596388977468E+00    0.357206395547861877E+00   -0.111606819866449776E+02    0.689038936323762230E+00    0.894762125758299371E+05
    0.229577754988528238E+01    0.336390291040917222E+00    0.300103255290754711E+00   -0.112058441481678344E+02    0.729517129693287636E+00    0.894762476895615691E+05
   -0.801493235303941898E+00    0.849218613057561855E-01    0.607315523376720012E+00   -0.112834840751434982E+02    0.714806141369810466E+00    0.894762970983547712E+05
