   -0.157527992946940998E+01    0.131153125598622605E+00    0.519472742158684553E+00   -0.137184106288872343E+02    0.154594298562972821E+01   -0.122510459313753266E+02    0.109484798138433748E+01   -0.133111487782153333E+02    0.553542778290314730E+00    0.207996911318685976E+06
   -0.203024253918180619E+01    0.619551989695777738E+00    0.480590314435620669E+00   -0.136423716917162974E+02    0.170767117044027361E+01   -0.120967687077297370E+02    0.920569620771625963E+00   -0.132023022399457233E+02    0.569157683645628465E+00    0.207997134017832344E+06
   -0.155829046412815586E+00    0.952083709787217236E+00    0.480194234244353479E+00   -0.137552132760866819E+02    0.189666520693997764E+01   -0.120555650884485388E+02    0.133531816709290441E+01   -0.130490482698917400E+02    0.118884255875596012E+01    0.207997408346288488E+06
   -0.162391998395450798E+01    0.639958090855762829E+00    0.480388912413358793E+00   -0.137237118156729920E+02    0.127818162852052852E+01   -0.121513805369612164E+02    0.156790976636938240E+01   -0.132215846420976568E+02    0.738733079850365626E+00    0.207997436372867203E+06
    0.344237907341913285E+00    0.145136743830230064E+00    0.519757676321983997E+00   -0.136770830395495722E+02    0.159653560402000161E+01   -0.120424638465501381E+02    0.155208434746178581E+01   -0.132084553298888192E+02    0.498501789628248482E+00    0.207997458245968388E+06
   -0.189274365406106782E+01    0.642891050865702751E+00    0.480673164066087899E+00   -0.137490054487657822E+02    0.155505834287973266E+01   -0.121124037474325892E+02    0.104109253025948423E+01   -0.131153574297751039E+02    0.994972072882281067E+00    0.207997466695397685E+06
   -0.203680355790495327E+01    0.450307705678982206E+00    0.519429375884377875E+00   -0.137726877822708644E+02    0.155239116663468835E+01   -0.119826879492075236E+02    0.154031330880663297E+01   -0.132051023237262051E+02    0.935971680685336871E+00    0.207997683791362215E+06
    0.139819353731090246E+01    0.455710143149543223E+00    0.520047627149649916E+00   -0.138852830979347619E+02    0.164208834082560107E+01   -0.120451077124291377E+02    0.140226970133557360E+01   -0.132788880471464363E+02    0.233178066087775915E+00    0.207997881913126796E+06
    0.117465652491091532E+00    0.629937940615207248E+00    0.480296417185857638E+00   -0.138376915848071960E+02    0.205138484783697139E+01   -0.119647370993331457E+02    0.161165145953376943E+01   -0.132152578030882495E+02    0.324965565079753993E+00    0.207997974106205278E+06
   -0.140405821192436520E+01    0.954957320626992123E+00    0.480466019197205441E+00   -0.138122872809678636E+02    0.193240379721646649E+01   -0.121920878631945229E+02    0.111301674091787239E+01   -0.131727490931432136E+02    0.981296237314866371E+00    0.207998013616451994E+06
