   -0.140294933319091797E+02    0.817160010337829590E-01    0.994812071323394775E+00   -0.100868552923202515E+02    0.543707871437072754E+01   -0.154149526357650757E+02    0.475362503528594971E+01   -0.114525860548019409E+02    0.591455733776092529E+01   -0.100000000000000000E+21   -0.460515351937698814E+01    1
   -0.131530523300170898E+02    0.841554284095764160E+00    0.985675156116485596E+00   -0.116350698471069336E+02    0.223847365379333496E+01   -0.165042591094970703E+02    0.246612310409545898E+01   -0.140615522861480713E+02    0.563602888584136963E+01   -0.100000000000000000E+21   -0.461515351937698259E+01    1
   -0.803765296936035156E+01    0.197423577308654785E+00    0.127951383590698242E+00   -0.103633773326873779E+02    0.504396700859069824E+01   -0.114282554388046265E+02    0.372551822662353516E+01   -0.177025783061981201E+02    0.392891085147857666E+01   -0.100000000000000000E+21   -0.462515351937698149E+01    1
   -0.344389677047729492E+01    0.358879089355468750E+00    0.980236768722534180E+00   -0.101695108413696289E+02    0.529892313480377197E+01   -0.156237846612930298E+02    0.565038621425628662E+01   -0.171289193630218506E+02    0.199173688888549805E+00   -0.100000000000000000E+21   -0.463515351937698661E+01    1
   -0.155916190147399902E+02    0.380846917629241943E+00    0.358664989471435547E-02   -0.146547782421112061E+02    0.572022914886474609E+00   -0.109088414907455444E+02    0.876916050910949707E+00   -0.126710516214370728E+02    0.551084911823272705E+01   -0.734679324485252380E+09   -0.464515351937698728E+01    1
    0.157560396194458008E+02    0.559171676635742188E+00    0.998121440410614014E+00   -0.136620020866394043E+02    0.447899329662322998E+01   -0.126912355422973633E+02    0.283445155620574951E+01   -0.130013638734817505E+02    0.514766550064086914E+01   -0.546800824443855286E+08   -0.465515351937698174E+01    1
    0.790936946868896484E+01    0.915294647216796875E+00    0.160512924194335938E-01   -0.144027704000473022E+02    0.218842184543609619E+01   -0.156989848613739014E+02    0.125317025184631348E+01   -0.192335426807403564E+02    0.114014518260955811E+01   -0.355427136240659952E+08   -0.466515351937698153E+01    1
    0.194566607475280762E+02    0.598096013069152832E+00    0.851166248321533203E-02   -0.156018096208572388E+02    0.139856314659118652E+01   -0.139946395158767700E+02    0.444478940963745117E+01   -0.196530383825302124E+02    0.473068284988403320E+01   -0.333109646499516964E+08   -0.467515351937698398E+01    1
   -0.196095657348632812E+02    0.195430636405944824E+00    0.966751158237457275E+00   -0.183388519287109375E+02    0.227490484714508057E+01   -0.164293015003204346E+02    0.138961744308471680E+01   -0.169562816619873047E+02    0.510321164131164551E+01   -0.123168573741811961E+08   -0.468515351937698377E+01    1
    0.116701245307922363E+02    0.285480439662933350E+00    0.930511891841888428E+00   -0.140822464227676392E+02    0.383449673652648926E+00   -0.122863620519638062E+02    0.481585550308227539E+01   -0.184376621246337891E+02    0.308465194702148438E+01   -0.293021181526250392E+07   -0.469515351937698444E+01    1
    0.272251367568969727E+01    0.272836327552795410E+00    0.685966014862060547E-01   -0.108344262838363647E+02    0.358491289615631104E+01   -0.144238871335983276E+02    0.553111696243286133E+01   -0.168806976079940796E+02    0.331958055496215820E+00   -0.269558121997113712E+07   -0.470515351937698423E+01    1
   -0.111519598960876465E+02    0.935456752777099609E+00    0.516905784606933594E-01   -0.167094081640243530E+02    0.174875843524932861E+01   -0.115952914953231812E+02    0.594058799743652344E+01   -0.176118391752243042E+02    0.864168405532836914E-01   -0.250612571973262727E+07   -0.471515351937698135E+01    1
   -0.604601383209228516E+01    0.508596599102020264E+00    0.164839625358581543E-01   -0.159623456001281738E+02    0.162573838233947754E+01   -0.111459606885910034E+02    0.390723180770874023E+01   -0.194696670770645142E+02    0.259880089759826660E+01   -0.244983841231358051E+07   -0.472515351937698025E+01    1
    0.240269899368286133E+01    0.962643921375274658E+00    0.954122602939605713E+00   -0.178706693649291992E+02    0.218638265132904053E+01   -0.145912814140319824E+02    0.159304261207580566E+01   -0.193611615896224976E+02    0.587797844409942627E+01   -0.235285649222971499E+07   -0.473515351937698448E+01    1
    0.333400964736938477E+01    0.897984981536865234E+00    0.838271975517272949E-01   -0.172415804862976074E+02    0.777136087417602539E+00   -0.137998014688491821E+02    0.230710136890411377E+01   -0.184895902872085571E+02    0.109480011463165283E+01   -0.176523144793004356E+07   -0.474515351937698782E+01    1
    0.178914690017700195E+02    0.280105471611022949E+00    0.108548164367675781E+00   -0.190981435775756836E+02    0.527628850936889648E+01   -0.126334410905838013E+02    0.537357509136199951E+01   -0.147754228115081787E+02    0.284643280506134033E+01   -0.166139993978266371E+07   -0.475515351937698494E+01    1
   -0.109566545486450195E+02    0.200335562229156494E+00    0.923683464527130127E+00   -0.112646478414535522E+02    0.336416494846343994E+01   -0.140538555383682251E+02    0.560762500762939453E+01   -0.146292996406555176E+02    0.200174939632415771E+01   -0.157516072125134245E+07   -0.476515351937698117E+01    1
    0.139619135856628418E+02    0.756050944328308105E+00    0.854721069335937500E-01   -0.110096538066864014E+02    0.181961596012115479E+01   -0.180666416883468628E+02    0.466834974288940430E+01   -0.119729185104370117E+02    0.179214298725128174E+01   -0.153243885133679956E+07   -0.477515351937698451E+01    1
   -0.198813962936401367E+02    0.758418679237365723E+00    0.980924963951110840E-01   -0.161540943384170532E+02    0.286917328834533691E+01   -0.101357549428939819E+02    0.144180929660797119E+01   -0.151500445604324341E+02    0.131727182865142822E+01   -0.142634872550609708E+07   -0.478515351937698341E+01    1
   -0.384795188903808594E+01    0.174252450466156006E+00    0.910858571529388428E+00   -0.195909750461578369E+02    0.584071218967437744E+01   -0.145405596494674683E+02    0.253573751449584961E+01   -0.123651808500289917E+02    0.557747340202331543E+01   -0.130858614103024080E+07   -0.479515351937697876E+01    1
    0.187494730949401855E+02    0.408192157745361328E+00    0.906022250652313232E+00   -0.179145401716232300E+02    0.166755545139312744E+01   -0.194908267259597778E+02    0.199884223937988281E+01   -0.144447374343872070E+02    0.132196962833404541E+01   -0.127411201844245195E+07   -0.480515351937698032E+01    1
    0.138126969337463379E+02    0.903407216072082520E+00    0.924693882465362549E+00   -0.129502201080322266E+02    0.479561483860015869E+01   -0.125694143772125244E+02    0.717013835906982422E+00   -0.119361001253128052E+02    0.428871917724609375E+01   -0.127204449376063049E+07   -0.481515351937698277E+01    1
    0.478326559066772461E+01    0.469274997711181641E+00    0.953789114952087402E+00   -0.129482835531234741E+02    0.148793399333953857E+01   -0.172770822048187256E+02    0.110001468658447266E+01   -0.117886906862258911E+02    0.385287916660308838E+01   -0.110531087319455296E+07   -0.482515351937698345E+01    1
    0.626436948776245117E+01    0.945298075675964355E-01    0.345175862312316895E-01   -0.118310654163360596E+02    0.294326806068420410E+01   -0.104173308610916138E+02    0.397961246967315674E+01   -0.195707446336746216E+02    0.152718079090118408E+01   -0.106088364968314767E+07   -0.483515351937698323E+01    1
    0.195806121826171875E+02    0.225554287433624268E+00    0.880779087543487549E+00   -0.150808054208755493E+02    0.210670280456542969E+01   -0.130743378400802612E+02    0.296250700950622559E+00   -0.173331338167190552E+02    0.246117603778839111E+01   -0.104285503376697376E+07   -0.484515351937698480E+01    1
