    0.361692190170288086E+02    0.488328471233723249E+02    0.612377822399139404E+00    0.276598095893859863E+00   -0.110772585868835449E+02    0.349114751815795898E+01   -0.199261188507080078E+02    0.473527836799621582E+01   -0.118135732412338257E+02    0.352766883373260498E+01   -0.100000000000000000E+21   -0.460515351937698814E+01    1
    0.342855095863342285E+02    0.226591303563246989E+02    0.535489797592163086E+00    0.888676464557647705E+00   -0.100117075443267822E+02    0.544415044784545898E+01   -0.179601651430130005E+02    0.826102495193481445E-01   -0.137894904613494873E+02    0.427985787391662598E+01   -0.100000000000000000E+21   -0.461515351937698259E+01    1
   -0.529292345046997070E+02    0.345801775460422718E+02    0.503486990928649902E-01    0.417724192142486572E+00   -0.105598467588424683E+02    0.293169808387756348E+01   -0.160672599077224731E+02    0.534804511070251465E+01   -0.161645627021789551E+02    0.346705949306488037E+01   -0.100000000000000000E+21   -0.462515351937698149E+01    1
    0.310045957565307617E+02    0.345088650887339838E+02    0.601274013519287109E+00    0.597609877586364746E+00   -0.110218358039855957E+02    0.235251474380493164E+01   -0.164059835672378540E+02    0.127294063568115234E+00   -0.118097549676895142E+02    0.109153711795806885E+01   -0.100000000000000000E+21   -0.463515351937698661E+01    1
   -0.648753762245178223E+02    0.914134546537791124E+02    0.140194237232208252E+00    0.712014973163604736E+00   -0.103182840347290039E+02    0.294178354740142822E+01   -0.175274664163589478E+02    0.500501418113708496E+01   -0.111357700824737549E+02    0.646807551383972168E+00   -0.100000000000000000E+21   -0.464515351937698728E+01    1
   -0.633166313171386719E+02    0.221979541573503170E+02    0.394733667373657227E+00    0.376217424869537354E+00   -0.105642670392990112E+02    0.318707585334777832E+01   -0.145323497056961060E+02    0.285311579704284668E+01   -0.126608490943908691E+02    0.495763742923736572E+01   -0.100000000000000000E+21   -0.465515351937698174E+01    1
    0.227627635002136230E+02    0.693361948701852953E+02    0.914097726345062256E+00    0.369069755077362061E+00   -0.105932235717773438E+02    0.592813467979431152E+01   -0.122057431936264038E+02    0.112404799461364746E+01   -0.160824263095855713E+02    0.337956547737121582E+01   -0.100000000000000000E+21   -0.466515351937698153E+01    1
   -0.831564664840698242E+01    0.530467205511324877E+02    0.455317020416259766E+00    0.391275823116302490E+00   -0.104317426681518555E+02    0.208533453941345215E+01   -0.151780587434768677E+02    0.435684227943420410E+01   -0.185854768753051758E+02    0.696799993515014648E+00   -0.100000000000000000E+21   -0.467515351937698398E+01    1
   -0.579500079154968262E+02    0.762937698564428501E+02    0.685283124446868896E+00    0.955345392227172852E+00   -0.188518399000167847E+02    0.118737995624542236E+01   -0.133402800559997559E+02    0.512065243721008301E+01   -0.159375292062759399E+02    0.394304895401000977E+01   -0.248095577885931206E+10   -0.468515351937698377E+01    1
   -0.668429493904113770E+02    0.259080175917077895E+02    0.476499199867248535E-01    0.221149027347564697E+00   -0.154817247390747070E+02    0.575626695156097412E+01   -0.199157124757766724E+02    0.351868128776550293E+01   -0.117321461439132690E+02    0.449419140815734863E+01   -0.245595700692861748E+10   -0.469515351937698444E+01    1
    0.320613145828247070E+02    0.363366179513346044E+00    0.661790490150451660E+00    0.137146651744842529E+00   -0.195321530103683472E+02    0.343783736228942871E+01   -0.152458870410919189E+02    0.407940173149108887E+01   -0.186727392673492432E+02    0.229063868522644043E+01   -0.243847102646287918E+10   -0.470515351937698423E+01    1
   -0.863671302795410156E+02    0.413779563612354622E+02    0.492133975028991699E+00    0.108562767505645752E+00   -0.170035851001739502E+02    0.530203092098236084E+01   -0.163015186786651611E+02    0.326018750667572021E+01   -0.121118658781051636E+02    0.530988013744354248E+01   -0.241445134721123743E+10   -0.471515351937698135E+01    1
    0.499318122863769531E+02    0.404829069426836696E+02    0.412234544754028320E+00    0.122001349925994873E+00   -0.177354210615158081E+02    0.375147593021392822E+01   -0.157339465618133545E+02    0.521636331081390381E+01   -0.180189013481140137E+02    0.452362740039825439E+01   -0.239687368915109396E+10   -0.472515351937698025E+01    1
   -0.867039203643798828E+02    0.601013493874389155E+02    0.336946845054626465E-01    0.664998292922973633E+00   -0.199180704355239868E+02    0.302459979057312012E+01   -0.140508514642715454E+02    0.498552989959716797E+01   -0.196861261129379272E+02    0.958545684814453125E+00   -0.239422948802406549E+10   -0.473515351937698448E+01    1
   -0.321746230125427246E+02   -0.279914424474529522E+01    0.860520005226135254E+00    0.961189568042755127E+00   -0.153432512283325195E+02    0.357857573032379150E+01   -0.130965548753738403E+02    0.249718773365020752E+01   -0.127470982074737549E+02    0.399185550212860107E+01   -0.238767307796062660E+10   -0.474515351937698782E+01    1
    0.726196765899658203E+02    0.895214127131667823E+02    0.931336402893066406E+00    0.681810498237609863E+00   -0.139544397592544556E+02    0.195256555080413818E+01   -0.162822008132934570E+02    0.444478154182434082E+00   -0.131658864021301270E+02    0.471931135654449463E+01   -0.236858833127015305E+10   -0.475515351937698494E+01    1
   -0.572871446609497070E+02    0.207731550559369822E+02    0.302892386913299561E+00    0.780252218246459961E+00   -0.162594699859619141E+02    0.326134049892425537E+01   -0.124514180421829224E+02    0.286978483200073242E+01   -0.172012603282928467E+02    0.503652691841125488E+00   -0.236716391312529135E+10   -0.476515351937698117E+01    1
   -0.387302160263061523E+02    0.427191919862148168E+02    0.605475008487701416E+00    0.995321869850158691E+00   -0.184346407651901245E+02    0.318012750148773193E+01   -0.181624656915664673E+02    0.514029300212860107E+01   -0.194270664453506470E+02    0.584749245643615723E+01   -0.236052446663223410E+10   -0.477515351937698451E+01    1
   -0.392219424247741699E+02    0.680124527338209361E+02    0.422911882400512695E+00    0.948943793773651123E+00   -0.154265695810317993E+02    0.486587762832641602E+00   -0.154211330413818359E+02    0.530893528461456299E+01   -0.133504152297973633E+02    0.400273489952087402E+01   -0.233239212402140713E+10   -0.478515351937698341E+01    1
    0.947645902633666992E+02    0.553064665751440998E+02    0.758483529090881348E+00    0.852167606353759766E-01   -0.154374408721923828E+02    0.481798696517944336E+01   -0.155609297752380371E+02    0.276110064983367920E+01   -0.134995663166046143E+02    0.576762342453002930E+01   -0.233045749760948133E+10   -0.479515351937697876E+01    1
    0.110597968101501465E+02    0.305810780544871754E+02    0.968478202819824219E+00    0.943334937095642090E+00   -0.145008599758148193E+02    0.152017557621002197E+01   -0.184274232387542725E+02    0.450368893146514893E+01   -0.183178681135177612E+02    0.524329662322998047E+00   -0.232290063947706795E+10   -0.480515351937698032E+01    1
    0.991237521171569824E+02    0.243565378711813807E+02    0.363182723522186279E+00    0.301030278205871582E-01   -0.148085510730743408E+02    0.313573801517486572E+01   -0.169910824298858643E+02    0.374987125396728516E+00   -0.111191821098327637E+02    0.543966722488403320E+01   -0.231239074463612986E+10   -0.481515351937698277E+01    1
   -0.396743416786193848E+02    0.543673952851360980E+02    0.442235410213470459E+00    0.429552793502807617E+00   -0.149438208341598511E+02    0.811630010604858398E+00   -0.151263487339019775E+02    0.558274519443511963E+01   -0.142768079042434692E+02    0.353573262691497803E+01   -0.230585900573182106E+10   -0.482515351937698345E+01    1
   -0.142516136169433594E+02   -0.261965473084761857E+01    0.633008420467376709E+00    0.117297589778900146E+00   -0.197153532505035400E+02    0.237865805625915527E+01   -0.125570660829544067E+02    0.189716434478759766E+01   -0.186863350868225098E+02    0.561039376258850098E+01   -0.230437316115404606E+10   -0.483515351937698323E+01    1
    0.122800469398498535E+02    0.586687919269232196E+02    0.854744911193847656E-01    0.212788343429565430E+00   -0.194217437505722046E+02    0.279246819019317627E+01   -0.172225570678710938E+02    0.534791600704193115E+01   -0.197011202573776245E+02    0.558859241008758545E+01   -0.230302529422284842E+10   -0.484515351937698480E+01    1
    0.119391679763793945E+02    0.705657299111688285E+00    0.253423929214477539E+00    0.777171134948730469E+00   -0.192945337295532227E+02    0.597086012363433838E+01   -0.153398388624191284E+02    0.284260153770446777E+00   -0.170207691192626953E+02    0.246344840526580811E+01   -0.230237009000266457E+10   -0.485515351937698814E+01    1
   -0.126603007316589355E+02    0.363117230803038353E+02    0.614843070507049561E+00    0.227340400218963623E+00   -0.169572025537490845E+02    0.172666883468627930E+01   -0.166709989309310913E+02    0.449717760086059570E+01   -0.181912875175476074E+02    0.424177551269531250E+01   -0.229416468108189154E+10   -0.486515351937698437E+01    1
    0.999151706695556641E+02    0.300336737669270484E+02    0.668400049209594727E+00    0.481654286384582520E+00   -0.136437940597534180E+02    0.384069013595581055E+01   -0.125888961553573608E+02    0.546855962276458740E+01   -0.176092493534088135E+02    0.378675878047943115E+01   -0.229234905140564299E+10   -0.487515351937698149E+01    1
    0.611154317855834961E+02    0.250878189875309339E+02    0.370414257049560547E-01    0.170825302600860596E+00   -0.159443414211273193E+02    0.497557282447814941E+01   -0.132711327075958252E+02    0.123855149745941162E+01   -0.134836393594741821E+02    0.447035193443298340E+01   -0.228758493700832891E+10   -0.488515351937698572E+01    1
   -0.872601866722106934E+02    0.904859527379277466E+02    0.752041935920715332E+00    0.260253131389617920E+00   -0.176531302928924561E+02    0.271894025802612305E+01   -0.132640868425369263E+02    0.185760354995727539E+01   -0.167893534898757935E+02    0.218790900707244873E+01   -0.228472513573442841E+10   -0.489515351937698817E+01    1
    0.620694398880004883E+02    0.746725082814023153E+02    0.440709650516510010E+00    0.499070465564727783E+00   -0.195389288663864136E+02    0.569436550140380859E+00   -0.197382724285125732E+02    0.141174852848052979E+01   -0.182166576385498047E+02    0.295276486873626709E+01   -0.227484138541408253E+10   -0.490515351937698973E+01    1
    0.635048389434814453E+02    0.428116106504740941E+02    0.273368656635284424E+00    0.518447279930114746E+00   -0.186786425113677979E+02    0.518747484683990479E+01   -0.136013978719711304E+02    0.384761095046997070E+00   -0.152824944257736206E+02    0.577138531208038330E+01   -0.225730612399043512E+10   -0.491515351937698775E+01    1
   -0.763106942176818848E+02    0.841670233167248512E+02    0.803742349147796631E+00    0.996643841266632080E+00   -0.165679854154586792E+02    0.568927860260009766E+01   -0.192757076025009155E+02    0.316181087493896484E+01   -0.104394912719726562E+02    0.232341349124908447E+01   -0.225570097941868591E+10   -0.492515351937698220E+01    1
    0.403039693832397461E+02    0.803409501054062787E+02    0.724826931953430176E+00    0.223993539810180664E+00   -0.140236550569534302E+02    0.121736204624176025E+01   -0.160451585054397583E+02    0.419650876522064209E+01   -0.168294858932495117E+02    0.468042647838592529E+01   -0.224952301863880253E+10   -0.493515351937698199E+01    1
    0.269431710243225098E+02    0.568058190458549603E+02    0.561216473579406738E-01    0.694299817085266113E+00   -0.187295889854431152E+02    0.392738091945648193E+01   -0.179098254442214966E+02    0.586673891544342041E+01   -0.133712905645370483E+02    0.360769271850585938E+01   -0.224246326849973297E+10   -0.494515351937698799E+01    1
    0.527274131774902344E+02    0.793433379061011550E+02    0.974015235900878906E+00    0.535816848278045654E+00   -0.196820533275604248E+02    0.504225575923919678E+01   -0.143026012182235718E+02    0.252590024471282959E+01   -0.181755417585372925E+02    0.151815962791442871E+01   -0.224041577308262110E+10   -0.495515351937699045E+01    1
   -0.272300362586975098E+02    0.721426372811343697E+01    0.243275642395019531E+00    0.371009230613708496E+00   -0.190376698970794678E+02    0.132407855987548828E+01   -0.176679122447967529E+02    0.124308907985687256E+01   -0.149740976095199585E+02    0.579320383071899414E+01   -0.223504837749276352E+10   -0.496515351937698846E+01    1
   -0.417257428169250488E+02    0.191886713253633090E+02    0.910485446453094482E+00    0.188923358917236328E+00   -0.180953562259674072E+02    0.195886909961700439E+01   -0.171171534061431885E+02    0.437824130058288574E+00   -0.105564254522323608E+02    0.400885963439941406E+01   -0.223455239192698431E+10   -0.497515351937698824E+01    1
    0.958099126815795898E+02    0.581417006594409997E+02    0.312958002090454102E+00    0.873617649078369141E+00   -0.149070638418197632E+02    0.135585594177246094E+01   -0.139826512336730957E+02    0.367734825611114502E+01   -0.174308186769485474E+02    0.502196931838989258E+01   -0.222812113079838562E+10   -0.498515351937698359E+01    1
    0.274608135223388672E+02    0.458755676057519466E+02    0.385499954223632812E+00    0.747715413570404053E+00   -0.187004494667053223E+02    0.467657053470611572E+01   -0.199658131599426270E+02    0.198779332637786865E+01   -0.153071200847625732E+02    0.784763574600219727E+00   -0.221709794944093561E+10   -0.499515351937698426E+01    1
    0.608134031295776367E+02    0.565256257829377375E+02    0.199872255325317383E+00    0.922133266925811768E+00   -0.144950336217880249E+02    0.128473734855651855E+01   -0.196510344743728638E+02    0.280959784984588623E+01   -0.169754874706268311E+02    0.200424671173095703E+01   -0.220843198944498158E+10   -0.500515351937698583E+01    1
   -0.434092760086059570E+02    0.192193887263780105E+02    0.286068260669708252E+00    0.501427650451660156E-01   -0.159220182895660400E+02    0.351614820957183838E+01   -0.138026082515716553E+02    0.599117588996887207E+01   -0.132171308994293213E+02    0.445407021045684814E+01   -0.220664168905182791E+10   -0.501515351937698384E+01    1
    0.620758533477783203E+02    0.961804024158874711E+02    0.570600569248199463E+00    0.931667029857635498E+00   -0.150972372293472290E+02    0.522327053546905518E+01   -0.122407811880111694E+02    0.588355207443237305E+01   -0.191163206100463867E+02    0.613665819168090820E+00   -0.220647964950063658E+10   -0.502515351937698451E+01    1
   -0.812694787979125977E+02    0.133389228645711766E+01    0.764037668704986572E+00    0.973953008651733398E-01   -0.140178304910659790E+02    0.110901868343353271E+01   -0.197171652317047119E+02    0.540084815025329590E+01   -0.152520388364791870E+02    0.318650937080383301E+01   -0.220580274799730158E+10   -0.503515351937698608E+01    1
   -0.918260097503662109E+02    0.919988203693432780E+02    0.457442343235015869E+00    0.959467411041259766E+00   -0.143514162302017212E+02    0.496542799472808838E+01   -0.145527237653732300E+02    0.517986238002777100E+01   -0.176769429445266724E+02    0.236095976829528809E+01   -0.220439720595599985E+10   -0.504515351937698409E+01    1
    0.410440802574157715E+02    0.170120597319230837E+01    0.606020808219909668E+00    0.727660536766052246E+00   -0.146683305501937866E+02    0.264298510551452637E+01   -0.183057045936584473E+02    0.586315584182739258E+01   -0.166682940721511841E+02    0.204238128662109375E+01   -0.220349408251119328E+10   -0.505515351937698298E+01    1
   -0.244463205337524414E+02    0.954763189338032987E+02    0.186532437801361084E+00    0.128287613391876221E+00   -0.187939631938934326E+02    0.580844879150390625E+00   -0.153553611040115356E+02    0.291059339046478271E+01   -0.199720370769500732E+02    0.356555342674255371E+01   -0.220228540328797770E+10   -0.506515351937698455E+01    1
   -0.145324826240539551E+02    0.296435745479080062E+02    0.566310703754425049E+00    0.238950848579406738E+00   -0.131677430868148804E+02    0.445815610885620117E+01   -0.169203436374664307E+02    0.163759016990661621E+01   -0.193534392118453979E+02    0.450624847412109375E+01   -0.219364188898996067E+10   -0.507515351937697989E+01    1
