    0.198344709405562227E+02    0.539033174514770508E+00    0.466227531433105469E-03   -0.193741828203201294E+02    0.292602860927581787E+01   -0.214239997516237106E+11   -0.391195633965034517E+01    1
    0.284562367898201618E+01    0.249638020992279053E+00    0.999015927314758301E+00   -0.127638155221939087E+02    0.978140473365783691E+00   -0.107175495841420593E+11   -0.393195633965034208E+01    1
    0.192616774855877715E+02    0.297370851039886475E+00    0.474039435386657715E+00   -0.118496525287628174E+02    0.458903038501739502E+01   -0.237356196582910139E+06   -0.395195633965034165E+01    1
    0.152487620773674699E+02    0.850959420204162598E-01    0.942650139331817627E+00   -0.162697041034698486E+02    0.902520060539245605E+00   -0.185857750512228347E+06   -0.397195633965034300E+01    1
    0.102623090764798786E+02    0.456323027610778809E+00    0.500506341457366943E+00   -0.121752327680587769E+02    0.501189136505126953E+01   -0.160586729500609450E+06   -0.399195633965034391E+01    1
    0.811054664646108670E+01    0.884935796260833740E+00    0.582566261291503906E-01   -0.191888457536697388E+02    0.836836695671081543E+00   -0.102594809834910557E+06   -0.401195633965034215E+01    1
    0.145812898650577978E+02    0.549854099750518799E+00    0.480030059814453125E+00   -0.105928188562393188E+02    0.717816352844238281E+00   -0.676693591123647057E+05   -0.403195633965034173E+01    1
    0.141655281012697678E+02    0.497154057025909424E+00    0.897657871246337891E-01   -0.181004077196121216E+02    0.155260920524597168E+01   -0.313196393208764493E+05   -0.405195633965034396E+01    1
    0.173168182380325035E+02    0.947697162628173828E-01    0.630401372909545898E-01   -0.103649038076400757E+02    0.220215189456939697E+01   -0.184432065940964967E+05   -0.407195633965034443E+01    1
    0.110593179822452718E+02    0.863006234169006348E+00    0.549567818641662598E+00   -0.184093892574310303E+02    0.293554902076721191E+00    0.114541460000451189E+05   -0.409195633965034400E+01    1
    0.745898223487822776E+01    0.855042159557342529E+00    0.754783153533935547E-01   -0.129925978183746338E+02    0.723523020744323730E+00    0.138953006095867604E+05   -0.411195633965034357E+01    1
    0.788588068045120671E+01    0.401710271835327148E+00    0.832218527793884277E-01   -0.115944421291351318E+02    0.485826873779296875E+01    0.276395273186210543E+05   -0.413195633965034226E+01    1
    0.757041418745728656E+01    0.673872590065002441E+00    0.529476165771484375E+00   -0.121204668283462524E+02    0.322162628173828125E+00    0.277586128932132851E+05   -0.415195633965034450E+01    1
    0.162744278083031624E+02    0.298094868659973145E+00    0.185458064079284668E-01   -0.102199757099151611E+02    0.582732117176055908E+01    0.285675782478302717E+05   -0.417195633965034762E+01    1
    0.153011846788925219E+02    0.318520188331604004E+00    0.946008622646331787E+00   -0.181420451402664185E+02    0.136435639858245850E+01    0.332360308310836554E+05   -0.419195633965034720E+01    1
    0.882798262425409952E+01    0.127602100372314453E+00    0.446832597255706787E+00   -0.167108404636383057E+02    0.342866635322570801E+01    0.373498296531630913E+05   -0.421195633965034677E+01    1
    0.239429021100114703E+01    0.330347895622253418E+00    0.923562407493591309E+00   -0.199871939420700073E+02    0.244535064697265625E+01    0.457847736348817125E+05   -0.423195633965034279E+01    1
    0.129433101819799194E+02    0.962607920169830322E+00    0.168427765369415283E+00   -0.130722278356552124E+02    0.541216385364532471E+01    0.476287143772172276E+05   -0.425195633965034059E+01    1
    0.836096254223229174E+01    0.393046140670776367E+00    0.848700165748596191E+00   -0.150869315862655640E+02    0.334426367282867432E+01    0.535223562309704721E+05   -0.427195633965034727E+01    1
    0.128828108739867293E+02    0.475937128067016602E+00    0.143247067928314209E+00   -0.139057654142379761E+02    0.279585921764373779E+01    0.535346393350367434E+05   -0.429195633965034329E+01    1
    0.901550551071998285E+01    0.117817819118499756E+00    0.872801959514617920E+00   -0.189569568634033203E+02    0.275675296783447266E+01    0.562859307346399873E+05   -0.431195633965034109E+01    1
    0.115857314388309156E+02    0.424770772457122803E+00    0.130573809146881104E+00   -0.153268992900848389E+02    0.473437929153442383E+01    0.567685688950046897E+05   -0.433195633965034244E+01    1
    0.139091008127475781E+02    0.127179443836212158E+00    0.599973797798156738E+00   -0.183706134557723999E+02    0.317455780506134033E+01    0.574001967413834063E+05   -0.435195633965034201E+01    1
    0.136787708392111504E+02    0.890612065792083740E+00    0.599648952484130859E+00   -0.191346776485443115E+02    0.756071090698242188E+00    0.580447265704820165E+05   -0.437195633965034336E+01    1
    0.120020099607588993E+01    0.480608880519866943E+00    0.772757470607757568E+00   -0.151021468639373779E+02    0.217418789863586426E+01    0.630411179322353564E+05   -0.439195633965034649E+01    1
    0.193623757775211693E+02    0.155649483203887939E+00    0.355236709117889404E+00   -0.186939096450805664E+02    0.314454603195190430E+01    0.637694641449074261E+05   -0.441195633965034784E+01    1
    0.925366386456802026E+01    0.537097156047821045E+00    0.169107019901275635E+00   -0.181463986635208130E+02    0.262906336784362793E+01    0.651170441342432750E+05   -0.443195633965034474E+01    1
    0.233792831530993173E+01    0.852303862571716309E+00    0.147833049297332764E+00   -0.134549248218536377E+02    0.289795267581939697E+01    0.672463289176744875E+05   -0.445195633965034343E+01    1
    0.600835988749521377E+01    0.392531394958496094E+00    0.567626059055328369E+00   -0.198541772365570068E+02    0.291363501548767090E+01    0.677218346209088340E+05   -0.447195633965034745E+01    1
    0.174784731380396963E+02    0.550683259963989258E+00    0.657322585582733154E+00   -0.181309133768081665E+02    0.451604819297790527E+01    0.677397704069129541E+05   -0.449195633965034435E+01    1
    0.132394913671235059E+02    0.608306646347045898E+00    0.756964981555938721E+00   -0.152808350324630737E+02    0.547870695590972900E+01    0.706835561849147489E+05   -0.451195633965034482E+01    1
    0.158009458183174267E+02    0.751177072525024414E-01    0.630073130130767822E+00   -0.160567688941955566E+02    0.347117507457733154E+01    0.706852423729501897E+05   -0.453195633965034705E+01    1
    0.156212255296660274E+02    0.146634578704833984E+00    0.634788334369659424E+00   -0.196399158239364624E+02    0.257740402221679688E+01    0.730130753506759647E+05   -0.455195633965034396E+01    1
    0.278902295594900096E+01    0.174938440322875977E-01    0.292836129665374756E+00   -0.133420449495315552E+02    0.262507438659667969E+01    0.744266983720682329E+05   -0.457195633965034354E+01    1
