    0.926140237850623160E+00    0.836228412214211403E+00   -0.129889931525096820E+02    0.140160157671669283E+00   -0.115790495881167264E+02    0.367516834758767308E+01   -0.120599810490619284E+02    0.292774700238472718E+01    0.724437977813588077E+05
    0.784663526147739709E+00    0.878390379385070474E+00   -0.129507906755137547E+02    0.507614803271766890E+00   -0.122715839133628499E+02    0.505538033617928928E+01   -0.120124426497741013E+02    0.238789494191324936E+01    0.724456152112569835E+05
    0.607427952410599659E+00    0.542007474592366492E-01   -0.129651438839456574E+02    0.767174269030097777E+00   -0.114039281966401678E+02    0.271160556978248923E+01   -0.121268175317065889E+02    0.225899191500292407E+01    0.724462025152181741E+05
    0.878412952881961195E+00    0.841035465902433943E+00   -0.130489860898008949E+02    0.134469617166201538E+01   -0.117687444326408919E+02    0.400422806772219619E+01   -0.121098406084385424E+02    0.212085397710130996E+01    0.724462042634736863E+05
    0.436662087307037594E+00    0.162672516223355657E+00   -0.128878428660931554E+02    0.397480644366284719E+00   -0.115298368713517299E+02    0.363581134228195557E+01   -0.120699330785012418E+02    0.215118513748799289E+01    0.724467251832135371E+05
    0.982998414134111154E+00    0.856917224524924914E+00   -0.126644085309122438E+02    0.119819475340419102E+01   -0.117087175524952762E+02    0.390632838587209497E+01   -0.120067238532737690E+02    0.207721580091480273E+01    0.724469011041667545E+05
    0.780162546975682769E+00    0.878517398188701004E+00   -0.127504964601760413E+02    0.157134745648416274E+01   -0.117563858901511971E+02    0.351481343560024939E+01   -0.120459584579744394E+02    0.270476537819305252E+01    0.724473625506015669E+05
    0.872535708497808926E+00    0.839523315867550135E+00   -0.128900470103259757E+02    0.655498714900606627E+00   -0.114990561767804298E+02    0.310151762369963713E+01   -0.121993986317733025E+02    0.216918556003564200E+01    0.724475937274057505E+05
    0.985131404935918553E+00    0.857193803761471029E+00   -0.131172710055462254E+02    0.149371950734283720E+00   -0.113875964818649038E+02    0.310681075324794564E+01   -0.120913754790543457E+02    0.218152183877282946E+01    0.724482402400373394E+05
    0.937049803832051609E+00    0.843504059511131721E+00   -0.127502224054876123E+02    0.164321410152786651E+01   -0.118264574436810737E+02    0.401646295775252593E+01   -0.120139000040994315E+02    0.310468229260294715E+01    0.724483039641855285E+05
    0.915022913859645071E+00    0.839004354894778204E+00   -0.126457173603855004E+02    0.188561126833831771E+01   -0.119551923540449678E+02    0.386683644717816000E+01   -0.121046630565893807E+02    0.186286867722216787E+01    0.724484573592516535E+05
    0.877017612056094187E+00    0.844863037382638793E+00   -0.130267329527186426E+02    0.519353102572495007E+00   -0.118921728885388553E+02    0.442575485524821577E+01   -0.120901787354268730E+02    0.217365873116626496E+01    0.724484806788168644E+05
    0.872891740059034804E+00    0.842085794044817537E+00   -0.128898650973882791E+02    0.205797844317777434E+01   -0.114432505840018486E+02    0.264291668006522062E+01   -0.120167055493914887E+02    0.243270940527794988E+01    0.724485878684915660E+05
    0.863698588810429380E+00    0.845711788160242950E+00   -0.127708124143977280E+02    0.199134680669474218E+01   -0.119771278587736987E+02    0.419210897566303231E+01   -0.120285915545787763E+02    0.199653952786800803E+01    0.724486514421848697E+05
    0.986195018122129063E+00    0.857134439351072919E+00   -0.128951354049436926E+02    0.127430836425392924E+01   -0.111518925537502138E+02    0.233391017112533294E+01   -0.120639411538117827E+02    0.254162814002627924E+01    0.724487207198380784E+05
    0.810243430417527111E+00    0.865352314407187184E+00   -0.127450450633757946E+02    0.110233531263471329E+01   -0.114333475110730252E+02    0.368875597208612405E+01   -0.119895581385666823E+02    0.227105372360057522E+01    0.724487418824779743E+05
    0.921082499824354084E+00    0.837800213625123469E+00   -0.128139081160723762E+02    0.718090587034941108E+00   -0.120919365595818924E+02    0.511178444594926074E+01   -0.120011035330710811E+02    0.274513309613086331E+01    0.724487739726681903E+05
    0.465068989092188245E+00    0.152046585908300946E+00   -0.128823925448271428E+02    0.559636649699838840E+00   -0.117406205765028879E+02    0.393812887524137079E+01   -0.121365799226701103E+02    0.188884707022776865E+01    0.724489899038007425E+05
    0.494551948649475825E+00    0.140846409340420142E+00   -0.127663931114923894E+02    0.168973124142096531E+01   -0.119714874643895968E+02    0.495136508351319904E+01   -0.120555144769298224E+02    0.244783025236561524E+01    0.724490230409064970E+05
    0.830439617235686933E+00    0.852236921714256357E+00   -0.128198296789995574E+02    0.133791866006598870E+01   -0.119131223178371872E+02    0.433197189814201522E+01   -0.121594066282550823E+02    0.171405486106735161E+01    0.724490516465049877E+05
    0.535619381315637910E+00    0.118229547724930273E+00   -0.127043142803098448E+02    0.143527510411560932E+01   -0.117501859273769256E+02    0.403639187004224009E+01   -0.121622978155340853E+02    0.206364964927459926E+01    0.724491201921823376E+05
    0.752837570156146496E+00    0.903134079831079517E+00   -0.129749391631989575E+02    0.112294259334101421E+01   -0.115268778712951239E+02    0.312070396611432033E+01   -0.120381123168866111E+02    0.200933945631975996E+01    0.724492809754174668E+05
    0.441168835531030035E+00    0.159988336026428507E+00   -0.128199370635056979E+02    0.154800773162824901E+01   -0.119818540723225038E+02    0.469268938114485756E+01   -0.120246222974636048E+02    0.214176716901066122E+01    0.724492867971817759E+05
    0.963403490111184091E+00    0.845033692500339439E+00   -0.128995590456096583E+02    0.464901215005023016E+00   -0.118159065464177608E+02    0.409385230335715633E+01   -0.121289646327866745E+02    0.235899535743340127E+01    0.724493095727599575E+05
    0.544586372211987468E+00    0.111299698194174485E+00   -0.128137401436967444E+02    0.131797469721782257E+01   -0.113492568025892577E+02    0.230391984720264942E+01   -0.121064174993244773E+02    0.183379638031131176E+01    0.724493321351997147E+05
    0.869817708150336433E+00    0.839784547017400462E+00   -0.127563517250567706E+02    0.145616675583587663E+01   -0.122823351543938291E+02    0.498526116209659786E+01   -0.119846404656797922E+02    0.271268494147776096E+01    0.724493544835889770E+05
    0.741895459710809169E+00    0.915480387326680800E+00   -0.128312535101099101E+02    0.152416229526427482E+01   -0.118796131211345681E+02    0.448700344570957110E+01   -0.120052309102407122E+02    0.237584813908596981E+01    0.724493579750257195E+05
    0.540158744511200828E+00    0.113212087355654814E+00   -0.128109763446662548E+02    0.129721256486339986E+01   -0.123945171281601567E+02    0.537587243529550118E+01   -0.120135359897283234E+02    0.206328282614009373E+01    0.724494102929903020E+05
    0.918826460918363619E+00    0.841573735106847187E+00   -0.129171660170299738E+02    0.890712864496088885E+00   -0.122882835136406765E+02    0.548109022571311577E+01   -0.121379806734050959E+02    0.206658380437273825E+01    0.724494110113261850E+05
    0.549055223298197892E+00    0.106326174011624364E+00   -0.128344508591888005E+02    0.125629053174292049E+01   -0.121596117587203132E+02    0.465681384049088898E+01   -0.121577132993588215E+02    0.226338334493359206E+01    0.724494264950806100E+05
    0.995573842136084020E+00    0.858906152306851634E+00   -0.127093723532773595E+02    0.166414930032674824E+01   -0.115796460294988339E+02    0.278875654714316790E+01   -0.121026657232360186E+02    0.270051629377734237E+01    0.724494785261110810E+05
    0.885853437335643923E+00    0.837605660183037726E+00   -0.126810654199408788E+02    0.131890951785195742E+01   -0.118133184786668064E+02    0.431844125726978412E+01   -0.121227119516015147E+02    0.230638881552928154E+01    0.724495497055420856E+05
    0.983521042096896392E+00    0.853184327824376032E+00   -0.130480802680729369E+02    0.301983904767661515E+00   -0.114663986374553613E+02    0.346766378040303724E+01   -0.120095397703708251E+02    0.238510722910536899E+01    0.724496827188999596E+05
    0.919646902725038351E+00    0.840837154160249511E+00   -0.128869009534436714E+02    0.888567615385526977E+00   -0.113889340837397750E+02    0.353050972757617076E+01   -0.119725179390176439E+02    0.293359393256822765E+01    0.724497198498465004E+05
    0.845118702238095931E+00    0.847571985548757234E+00   -0.128170581418592988E+02    0.188531641359286906E+01   -0.119759058467833928E+02    0.402659978696419962E+01   -0.120217811954556808E+02    0.231785363836802683E+01    0.724497752668639005E+05
    0.899113717535846124E+00    0.839025677032018025E+00   -0.128220851160484202E+02    0.631668205482686540E+00   -0.115641642739062895E+02    0.386567264846767555E+01   -0.119924725380411150E+02    0.259562274579798657E+01    0.724500124583925062E+05
    0.803484265788386831E+00    0.867684223027875845E+00   -0.128059906161874029E+02    0.167589602346522071E+01   -0.117583660518849094E+02    0.354323574615599757E+01   -0.121512111275589341E+02    0.176507644729124347E+01    0.724501099113304808E+05
    0.966548145930490876E+00    0.852105086624966090E+00   -0.128591273713858616E+02    0.158434375140993877E+01   -0.115082524615450073E+02    0.333931852676332852E+01   -0.120406654446356161E+02    0.208644719946920798E+01    0.724501309170064487E+05
    0.896735168677632810E+00    0.840791856956751071E+00   -0.128955585127291901E+02    0.630278582796348741E+00   -0.117844108599149617E+02    0.471030746314569804E+01   -0.121142556741297120E+02    0.214483582228053837E+01    0.724501908688843250E+05
    0.924545916611633878E+00    0.840116316352232162E+00   -0.127346319698004997E+02    0.155392614412371866E+01   -0.115059897677608198E+02    0.307595925582764007E+01   -0.120159262461528549E+02    0.306470634912102780E+01    0.724502992410478473E+05
    0.809451212766089445E+00    0.861734049188551787E+00   -0.128791994075967100E+02    0.111782242006626764E+01   -0.118763167762460942E+02    0.407508551924912599E+01   -0.120188483261089107E+02    0.200459901658726647E+01    0.724503837988270679E+05
    0.559903938681782343E+00    0.100926041932343225E+00   -0.127195107800121665E+02    0.116985426822487648E+01   -0.119393338247681431E+02    0.407115660857733452E+01   -0.120259013135822279E+02    0.218559728041936019E+01    0.724503868994222721E+05
    0.950203346808635274E+00    0.841920094238143180E+00   -0.129574933652363491E+02    0.110742776802100140E+01   -0.112512917841464244E+02    0.263181689545346131E+01   -0.120769111061678913E+02    0.279482548041298307E+01    0.724504539093383355E+05
    0.899942577311268921E+00    0.833031918758930012E+00   -0.128008985639254806E+02    0.133950532450719506E+01   -0.117495080451230702E+02    0.389357980032318984E+01   -0.120974770245126706E+02    0.201348438360136761E+01    0.724505295575511409E+05
    0.593805013822708450E+00    0.678125515565410203E-01   -0.128189593129228410E+02    0.118651963213558886E+01   -0.122597605531403424E+02    0.496754364628856138E+01   -0.120916039593187588E+02    0.224892189608193283E+01    0.724505405452967389E+05
    0.885719985495801110E+00    0.844136830525272219E+00   -0.128138068979907160E+02    0.718163436294351198E+00   -0.117277031379003098E+02    0.426326013521694236E+01   -0.121039633148993886E+02    0.233783036436285174E+01    0.724505872280586045E+05
    0.991524673457111261E+00    0.853079093418717016E+00   -0.128895548462926932E+02    0.636018241616343682E+00   -0.117548979546292198E+02    0.403495867434748590E+01   -0.120531698660678810E+02    0.219183746162623638E+01    0.724505910475394485E+05
    0.950415172037908484E+00    0.841638781279453463E+00   -0.128937043689405240E+02    0.729267498679652126E+00   -0.112363333044604854E+02    0.250616116274224199E+01   -0.121014296793180662E+02    0.254692914687280547E+01    0.724506069609903207E+05
    0.905872442932098454E+00    0.841211440510151509E+00   -0.128637872413279961E+02    0.168180527990796880E+01   -0.115324695081284094E+02    0.298384155144755869E+01   -0.120239913583856826E+02    0.282943608107448563E+01    0.724506276269267400E+05
    0.970360488645286456E+00    0.854025331882318328E+00   -0.128419561180702857E+02    0.106009313074053546E+01   -0.116789911799421535E+02    0.406815543649124223E+01   -0.120070171457896180E+02    0.218691171500766535E+01    0.724506353956871026E+05
    0.983564917433207619E+00    0.852093630827842063E+00   -0.128712868709185528E+02    0.878755966579193304E+00   -0.116531662932104787E+02    0.354066598844145908E+01   -0.120635702538627676E+02    0.296788289096228075E+01    0.724506429547583830E+05
    0.543615353316555305E+00    0.112592124121874665E+00   -0.127605302958862410E+02    0.153374719189571174E+01   -0.112904612776345132E+02    0.249830100023064050E+01   -0.120328179138068734E+02    0.252883324736322157E+01    0.724506470741173835E+05
    0.943080433141775476E+00    0.840335901561623855E+00   -0.128273521772130490E+02    0.100022979631218845E+01   -0.123918730694036139E+02    0.576908489245007239E+01   -0.121162118105357735E+02    0.239183206905113410E+01    0.724506503822290106E+05
    0.860427219986727776E+00    0.842555527690619033E+00   -0.128277728936039264E+02    0.127995387866391841E+01   -0.114675271046861251E+02    0.312737237993016004E+01   -0.121941869074151121E+02    0.209125145650138311E+01    0.724506561515619396E+05
    0.933306673393922925E+00    0.842551020255250638E+00   -0.127524616304130589E+02    0.100984864040863886E+01   -0.122982351943148327E+02    0.560907839943917530E+01   -0.120881611998284484E+02    0.237903920122172652E+01    0.724506615430731326E+05
    0.885574821219101915E+00    0.837881902567595316E+00   -0.127837259427797338E+02    0.100381171755866516E+01   -0.117397340908207521E+02    0.437533181469599342E+01   -0.121412505724705397E+02    0.205706615638088408E+01    0.724507345838575275E+05
    0.780961699862979364E+00    0.886411519032935247E+00   -0.128910387048867676E+02    0.840172915803204412E+00   -0.115476114117683597E+02    0.319918434825360265E+01   -0.120392539146445614E+02    0.195049926153315600E+01    0.724507889008995844E+05
    0.755745125616627877E+00    0.898717471291995529E+00   -0.128477801697384706E+02    0.990414914434472493E+00   -0.115939190339513942E+02    0.347596077887455612E+01   -0.120374622909113036E+02    0.273951025591923170E+01    0.724507911409018561E+05
    0.802033296971985221E+00    0.872355449481993395E+00   -0.127465501132939636E+02    0.179296385133521907E+01   -0.114550728574440139E+02    0.324031944059942489E+01   -0.120988860398070752E+02    0.218259844326756802E+01    0.724508109414133796E+05
    0.534516468625364949E+00    0.118863614484063282E+00   -0.128598999729988304E+02    0.735837249351632972E+00   -0.120729870785481097E+02    0.457799005198935038E+01   -0.121206901819834911E+02    0.218035936892838755E+01    0.724508169963812688E+05
    0.901206522882979977E+00    0.841956816779032113E+00   -0.130369613226875636E+02    0.860548653971092925E+00   -0.114439761025410149E+02    0.301938945283076388E+01   -0.120417154332505998E+02    0.251286022540759824E+01    0.724508313033535669E+05
    0.999757553682735334E+00    0.861687281732877342E+00   -0.128574073785697944E+02    0.133940240319447246E+01   -0.117605882133184316E+02    0.464270733665350566E+01   -0.120178600163329676E+02    0.239756500408693807E+01    0.724508586685361806E+05
    0.478572937312335633E+00    0.145137001632431623E+00   -0.129077059741292643E+02    0.112918684667948988E+01   -0.114791010551865273E+02    0.325160946679871632E+01   -0.120088195425870481E+02    0.276671683165553839E+01    0.724508614682969928E+05
    0.786615399344861910E+00    0.879522584062636947E+00   -0.129099097805278316E+02    0.103284903071918621E+01   -0.113489181887767074E+02    0.348088807175273018E+01   -0.121077345183564162E+02    0.253729536693270719E+01    0.724508688226959057E+05
    0.752854488033213198E+00    0.906543962434441908E+00   -0.127995767473285671E+02    0.868990965284186290E+00   -0.116035432335254907E+02    0.297398724881560561E+01   -0.120796910856239137E+02    0.204967243464459292E+01    0.724509361698756693E+05
    0.560146372273229942E+00    0.100195341028176066E+00   -0.128169482591501822E+02    0.979742146855396179E+00   -0.121815378491463644E+02    0.504011695350176758E+01   -0.120779653171513726E+02    0.257587629205994872E+01    0.724509369577832986E+05
    0.846204504855819328E+00    0.852697006698687865E+00   -0.128439166696805813E+02    0.153350515683653565E+01   -0.116510431964107664E+02    0.353734996978908400E+01   -0.121125765297009078E+02    0.262893619265695833E+01    0.724510027590093669E+05
    0.823747453920776307E+00    0.858836625610764792E+00   -0.129443665405314956E+02    0.628713169368687819E+00   -0.112826055126935447E+02    0.319652111259085281E+01   -0.120687293353492731E+02    0.209633427316267884E+01    0.724510906659156608E+05
    0.799314342142860346E+00    0.872601767036119358E+00   -0.129703839253630928E+02    0.556494562163049489E+00   -0.118297340051263191E+02    0.387114196919907272E+01   -0.120899725634600745E+02    0.235843469248092097E+01    0.724511087677004543E+05
