    0.200001835823059082E+03    0.778169512748718262E+03    0.856795907020568848E+00    0.178167164325714111E+00    0.943296194076538086E+00    0.281266570091247559E-01   -0.108312070369720459E+02    0.432778000831604004E+01   -0.199585050344467163E+02    0.297782564163208008E+01   -0.192667883634567261E+02    0.223794472217559814E+01   -0.100000000000000000E+21   -0.570378062280500497E+01    1
   -0.746103763580322266E+03    0.731758952140808105E+03    0.579767763614654541E+00    0.322258293628692627E+00    0.882446765899658203E-03    0.657397806644439697E+00   -0.105152112245559692E+02    0.579373455047607422E+01   -0.164512819051742554E+02    0.122669577598571777E+00   -0.134219688177108765E+02    0.212734007835388184E+01   -0.100000000000000000E+21   -0.570711395613835482E+01    1
    0.957734704017639160E+03    0.944117307662963867E+02    0.601840615272521973E+00    0.889060556888580322E+00    0.539144873619079590E-01    0.153420865535736084E+00   -0.100246345996856689E+02    0.579549837112426758E+01   -0.170818519592285156E+02    0.168493008613586426E+01   -0.133935683965682983E+02    0.329404342174530029E+01   -0.100000000000000000E+21   -0.571044728947168334E+01    1
   -0.748806715011596680E+03   -0.413844227790832520E+03    0.492693662643432617E+00    0.199714601039886475E+00    0.253385305404663086E-01    0.517619967460632324E+00   -0.114180487394332886E+02    0.277541649341583252E+01   -0.193597745895385742E+02    0.139183580875396729E+01   -0.155333822965621948E+02    0.160488045215606689E+01   -0.100000000000000000E+21   -0.571378062280501098E+01    1
    0.556176304817199707E+03   -0.124522924423217773E+03    0.743940472602844238E+00    0.557857275009155273E+00    0.991927921772003174E+00    0.357814490795135498E+00   -0.101886916160583496E+02    0.356870126724243164E+01   -0.161084699630737305E+02    0.996840834617614746E+00   -0.154035210609436035E+02    0.215215981006622314E+01   -0.100000000000000000E+21   -0.571711395613834394E+01    1
   -0.585999488830566406E+02    0.510926485061645508E+03    0.606898307800292969E+00    0.470304250717163086E+00    0.351769447326660156E+00    0.142580866813659668E-01   -0.106586700677871704E+02    0.573227870464324951E+01   -0.104892498254776001E+02    0.476656293869018555E+01   -0.183426111936569214E+02    0.446140336990356445E+01   -0.100000000000000000E+21   -0.572044728947168135E+01    1
   -0.965948700904846191E+03   -0.777981162071228027E+03    0.149781644344329834E+00    0.200583457946777344E+00    0.857178330421447754E+00    0.867723047733306885E+00   -0.107615339756011963E+02    0.448976862430572510E+01   -0.161442124843597412E+02    0.359664237499237061E+01   -0.188577377796173096E+02    0.327354061603546143E+01   -0.100000000000000000E+21   -0.572378062280502586E+01    1
   -0.545881509780883789E+03   -0.676007866859436035E+03    0.371617555618286133E+00    0.743008673191070557E+00    0.547728240489959717E+00    0.219632923603057861E+00   -0.106476616859436035E+02    0.286960780620574951E+01   -0.199362576007843018E+02    0.344167006015777588E+01   -0.152489560842514038E+02    0.402753782272338867E+01   -0.100000000000000000E+21   -0.572711395613835883E+01    1
   -0.203659057617187500E+03    0.193252563476562500E+03    0.339681863784790039E+00    0.171805024147033691E-01    0.422738492488861084E+00    0.886452019214630127E+00   -0.108768510818481445E+02    0.487479186058044434E+01   -0.100450205802917480E+02    0.822163224220275879E+00   -0.121637761592864990E+02    0.427223110198974609E+01   -0.100000000000000000E+21   -0.573044728947169002E+01    1
    0.100952506065368652E+03   -0.526297330856323242E+03    0.573598384857177734E+00    0.921440064907073975E+00    0.379236698150634766E+00    0.180221855640411377E+00   -0.107704490423202515E+02    0.220119810104370117E+01   -0.186210024356842041E+02    0.338186967372894287E+01   -0.167999470233917236E+02    0.181445896625518799E+01   -0.100000000000000000E+21   -0.573378062280501766E+01    1
   -0.345103383064270020E+03    0.113856792449951172E+02    0.108589828014373779E+00    0.879624724388122559E+00    0.393118441104888916E+00    0.566719055175781250E+00   -0.106243562698364258E+02    0.345365166664123535E+01   -0.135348176956176758E+02    0.307922887802124023E+01   -0.124633079767227173E+02    0.272353219985961914E+01   -0.100000000000000000E+21   -0.573711395613834529E+01    1
   -0.916121363639831543E+03    0.817836761474609375E+03    0.221678137779235840E+00    0.402297079563140869E+00    0.352493166923522949E+00    0.992036283016204834E+00   -0.102494728565216064E+02    0.533449888229370117E+01   -0.122834193706512451E+02    0.267424821853637695E+01   -0.159088617563247681E+02    0.272411656379699707E+01   -0.100000000000000000E+21   -0.574044728947167915E+01    1
   -0.726352214813232422E+03   -0.267578601837158203E+03    0.442454636096954346E+00    0.332576632499694824E-01    0.658999860286712646E+00    0.747192502021789551E-01   -0.106992900371551514E+02    0.267005538940429688E+01   -0.167013180255889893E+02    0.597226560115814209E+01   -0.186629468202590942E+02    0.212411320209503174E+01   -0.100000000000000000E+21   -0.574378062280501744E+01    1
   -0.639155507087707520E+03    0.163778424263000488E+03    0.238943040370941162E+00    0.473727166652679443E+00    0.806753456592559814E+00    0.619524598121643066E+00   -0.111016166210174561E+02    0.319590067863464355E+01   -0.198250859975814819E+02    0.785293936729431152E+00   -0.197037255764007568E+02    0.349982285499572754E+01   -0.100000000000000000E+21   -0.574711395613836196E+01    1
    0.613168716430664062E+03   -0.311397552490234375E+03    0.708386659622192383E+00    0.254397690296173096E+00    0.537062227725982666E+00    0.109755098819732666E+00   -0.108915644884109497E+02    0.566797041893005371E+01   -0.152535730600357056E+02    0.430385899543762207E+01   -0.108577859401702881E+02    0.455503571033477783E+01   -0.100000000000000000E+21   -0.575044728947169581E+01    1
    0.577917218208312988E+03    0.693517923355102539E+02    0.962044894695281982E+00    0.523315846920013428E+00    0.758253991603851318E+00    0.634670674800872803E+00   -0.100413727760314941E+02    0.304126453399658203E+01   -0.168137907981872559E+02    0.233977496623992920E+01   -0.138323098421096802E+02    0.560189723968505859E+01   -0.100000000000000000E+21   -0.575378062280501634E+01    1
