    0.143860755584756212E+02    0.900976657867431641E-01    0.361543893814086914E-02   -0.148800790309906006E+02    0.327891469001770020E+00   -0.780738083843340874E+08   -0.391195633965034517E+01    1
   -0.150976123283601593E+01    0.810671448707580566E-01    0.995478332042694092E+00   -0.188103818893432617E+02    0.324371337890625000E+00   -0.518199720556132793E+08   -0.393195633965034208E+01    1
    0.114419828151145175E+02    0.323443412780761719E-01    0.103823542594909668E-01   -0.138111466169357300E+02    0.282748496532440186E+01   -0.116572949086971879E+08   -0.395195633965034165E+01    1
    0.295100969181514028E+01    0.960905790328979492E+00    0.126740336418151855E-01   -0.155435562133789062E+02    0.408553647994995117E+01   -0.691800117797535658E+07   -0.397195633965034300E+01    1
    0.169842249607796028E+02    0.235412120819091797E-01    0.214038491249084473E-01   -0.172576749324798584E+02    0.172193992137908936E+01   -0.273958808270788193E+07   -0.399195633965034391E+01    1
    0.148881380070483260E+01    0.581121444702148438E-01    0.191720724105834961E-01   -0.118614071607589722E+02    0.493112325668334961E+00   -0.224861331957381964E+07   -0.401195633965034215E+01    1
    0.163074050765399114E+02    0.724042236804962158E+00    0.754266977310180664E-02   -0.107755786180496216E+02    0.562677705287933350E+01   -0.101554898735380173E+07   -0.403195633965034173E+01    1
    0.284655578750131788E+01    0.891218423843383789E+00    0.274476408958435059E-01   -0.189042633771896362E+02    0.538453567028045654E+01   -0.778936199920423329E+06   -0.405195633965034396E+01    1
    0.819575891084382135E+01    0.974766373634338379E+00    0.960868537425994873E+00   -0.175302040576934814E+02    0.592653965950012207E+01   -0.602913686776369810E+06   -0.407195633965034443E+01    1
    0.176196427011705303E+02    0.377999901771545410E+00    0.494542777538299561E+00   -0.166562891006469727E+02    0.306004035472869873E+01   -0.526313116710399743E+06   -0.409195633965034400E+01    1
    0.114415173632842944E+02    0.667950570583343506E+00    0.971663951873779297E+00   -0.133601045608520508E+02    0.353532171249389648E+01   -0.490523614238001406E+06   -0.411195633965034357E+01    1
    0.169940496583038581E+02    0.175112485885620117E-02    0.506197571754455566E+00   -0.168281590938568115E+02    0.478464102745056152E+01   -0.474495144119650591E+06   -0.413195633965034226E+01    1
    0.589331933399573682E+01    0.420770406723022461E+00    0.420696139335632324E-01   -0.151813858747482300E+02    0.403173315525054932E+01   -0.334339775986054912E+06   -0.415195633965034450E+01    1
    0.358664188863542677E+00    0.515119671821594238E+00    0.512698888778686523E-01   -0.137073683738708496E+02    0.386440551280975342E+01   -0.326988124719740823E+06   -0.417195633965034762E+01    1
    0.197164883193486951E+01    0.688409805297851562E-01    0.953439950942993164E+00   -0.108079713582992554E+02    0.486265254020690918E+01   -0.223439317331444472E+06   -0.419195633965034720E+01    1
    0.171330352032115663E+02    0.574896275997161865E+00    0.454178452491760254E+00   -0.139682239294052124E+02    0.122165930271148682E+01   -0.973712607109397650E+05   -0.421195633965034677E+01    1
    0.150969426334450887E+02    0.180239796638488770E+00    0.458068192005157471E+00   -0.187041532993316650E+02    0.536015617847442627E+01   -0.788928964015592355E+05   -0.423195633965034279E+01    1
    0.251881663391489585E+01    0.381979525089263916E+00    0.951446115970611572E+00   -0.112503105401992798E+02    0.269967985153198242E+01   -0.758261308090873063E+05   -0.425195633965034059E+01    1
    0.156290748486062263E+02    0.359534919261932373E+00    0.444035172462463379E+00   -0.145788359642028809E+02    0.615758299827575684E+00   -0.337036523800760042E+05   -0.427195633965034727E+01    1
    0.161593154023932186E+02    0.474657773971557617E+00    0.436176359653472900E+00   -0.176045334339141846E+02    0.458530926704406738E+01   -0.167566057098621968E+05   -0.429195633965034329E+01    1
    0.729043338901995153E+01    0.786670029163360596E+00    0.519186019897460938E+00   -0.151834326982498169E+02    0.392142963409423828E+01   -0.561327147188689560E+04   -0.431195633965034109E+01    1
    0.455601380365164044E+01    0.194770038127899170E+00    0.499881744384765625E+00   -0.170267927646636963E+02    0.498003172874450684E+01   -0.998667480464209802E+03   -0.433195633965034244E+01    1
    0.122201436401154560E+02    0.460045456886291504E+00    0.470569670200347900E+00   -0.102788406610488892E+02    0.261341321468353271E+01   -0.597741768657695502E+03   -0.435195633965034201E+01    1
    0.176229035779869356E+02    0.884538888931274414E-01    0.407397806644439697E+00   -0.162512350082397461E+02    0.372280597686767578E+00    0.221466175317598972E+05   -0.437195633965034336E+01    1
    0.465972814164630122E+01    0.675124049186706543E+00    0.917138755321502686E+00   -0.116139847040176392E+02    0.313828182220458984E+01    0.339663714672690257E+05   -0.439195633965034649E+01    1
    0.159316565343194192E+02    0.471968293190002441E+00    0.140874147415161133E+00   -0.134418857097625732E+02    0.101065635681152344E-02    0.524637699954556301E+05   -0.441195633965034784E+01    1
    0.407047969460727366E+01    0.593042790889739990E+00    0.798828065395355225E+00   -0.156071859598159790E+02    0.432156836986541748E+01    0.594218670457743574E+05   -0.443195633965034474E+01    1
    0.632765107775757674E+00    0.634474575519561768E+00    0.817875683307647705E+00   -0.159494817256927490E+02    0.249903810024261475E+01    0.615883442507849541E+05   -0.445195633965034343E+01    1
    0.988103242985639341E+01    0.901914954185485840E+00    0.192268371582031250E+00   -0.152833098173141479E+02    0.164438724517822266E+01    0.644833292768038809E+05   -0.447195633965034745E+01    1
    0.892522506098834967E+01    0.630402982234954834E+00    0.803498089313507080E+00   -0.161091989278793335E+02    0.237165176868438721E+01    0.646444064764670329E+05   -0.449195633965034435E+01    1
    0.152541649338815937E+02    0.405586540699005127E+00    0.796782851219177246E+00   -0.137190443277359009E+02    0.553288936614990234E+01    0.679683477001406718E+05   -0.451195633965034482E+01    1
    0.193734651974535161E+02    0.876922070980072021E+00    0.193900704383850098E+00   -0.198360973596572876E+02    0.400561845302581787E+01    0.701706064303952735E+05   -0.453195633965034705E+01    1
   -0.222534524821906254E+01    0.355098962783813477E+00    0.846113204956054688E+00   -0.119643592834472656E+02    0.476647925376892090E+01    0.714097125190910883E+05   -0.455195633965034396E+01    1
