   -0.161047870955331263E+01   -0.241954565131475974E+01    0.653506977505788345E+00    0.519235152701068348E+00   -0.136273290909256577E+02    0.152225908240130026E+01   -0.120993199587331333E+02    0.197911556845392411E+01   -0.132667122130942108E+02    0.533933676215716080E+00    0.207993833534867445E+06
   -0.882744813949212670E+00   -0.222989977448721177E+01    0.231030789215687010E+00    0.519240175829975281E+00   -0.136906363125436030E+02    0.155132727734179543E+01   -0.119976103025290293E+02    0.159351643858416692E+01   -0.132491972267815754E+02    0.125273289561894041E+00    0.207993910393170052E+06
   -0.264559289750968674E+01    0.766756751389348068E+00    0.198360814716032410E-01    0.480176779127473308E+00   -0.137167298272305835E+02    0.203442271732544322E+01   -0.120582803358894282E+02    0.145709605469401238E+01   -0.132793369485814665E+02    0.910688087347345382E-01    0.207995013767102035E+06
   -0.423677033290942973E+00    0.541806252943498379E+00    0.168585382660026983E+00    0.519856889252078180E+00   -0.138819667368011679E+02    0.188449055148358191E+01   -0.120731175634751118E+02    0.171551596297535180E+01   -0.132107835460008420E+02    0.655949946402145434E+00    0.207995084214961273E+06
   -0.165946268143677855E+00   -0.184370028403258601E+01    0.837479460596254888E+00    0.519454485330073990E+00   -0.136693003954718399E+02    0.127686962020609029E+01   -0.121507207236527783E+02    0.108867836445989941E+01   -0.133885924574396658E+02    0.399805437969275368E+00    0.207995858609712508E+06
   -0.420649706735865436E+00   -0.133174477091798948E+01    0.899874635907522036E+00    0.480224482523565532E+00   -0.137917475956708095E+02    0.143043757551363870E+01   -0.122098515192991695E+02    0.124561800889558483E+01   -0.132458401857103407E+02    0.613109752860306334E+00    0.207996234954258543E+06
   -0.112311871119729645E+01   -0.208286774164854194E+00    0.455372664852028187E-02    0.480031399969369554E+00   -0.136469899964482408E+02    0.175848863678226230E+01   -0.120687663154557985E+02    0.149470579580689389E+01   -0.133369947254970924E+02    0.378539366923952847E+00    0.207996322492260020E+06
   -0.976425771644432672E+00   -0.338860244240677844E+00    0.229181364438874657E+00    0.519819872560801310E+00   -0.137626831091521957E+02    0.142945060095955911E+01   -0.121286002147140177E+02    0.160520289614679168E+01   -0.133613385272776117E+02    0.369072469126260017E+00    0.207997030809693650E+06
    0.712696310788679455E+00   -0.217328694661746624E+01    0.445089431311889938E+00    0.519331632814992505E+00   -0.137911614157202287E+02    0.172312654913007535E+01   -0.122114159099419695E+02    0.952794392977049709E+00   -0.132136833319969167E+02    0.773639257262252134E+00    0.207997274783359841E+06
   -0.855152060421136895E+00   -0.102953559283595553E+01    0.841731076957756286E+00    0.519495160017999891E+00   -0.138944229134601027E+02    0.145302062843026247E+01   -0.121269921999117312E+02    0.100875252222322720E+01   -0.131491224082052369E+02    0.998584237718298962E+00    0.207997295362840581E+06
    0.369938181386437748E+00    0.139350389702590860E+01    0.561904630832518515E+00    0.480021401231990941E+00   -0.136024464327791641E+02    0.178384994538478669E+01   -0.121295401912451517E+02    0.147449751355157321E+01   -0.133116982815363727E+02    0.301190331755872398E+00    0.207997657100365614E+06
   -0.317780834422549674E-01   -0.165269653148106244E+01    0.269028761608170852E+00    0.519377284218176749E+00   -0.137583043083516845E+02    0.199692717952072996E+01   -0.119804843122629148E+02    0.157479660486096118E+01   -0.132635554749226490E+02    0.433050904206500498E+00    0.207997757745567185E+06
   -0.879246750069100358E-01   -0.246672630814513383E+01    0.833000371603003442E+00    0.480594489105511946E+00   -0.138117591495693119E+02    0.143389273064065215E+01   -0.120885665206076478E+02    0.934835675632308849E+00   -0.132849050721710622E+02    0.165308836931501224E+00    0.207997887404880777E+06
