    0.319752939803070291E+00    0.193086369424178311E+00   -0.110821829146655926E+02    0.192500157358883195E+01    0.645591524222064982E+05
    0.140929852750818096E+00    0.102984151309430547E+00   -0.110175186039367468E+02    0.170906836886378133E+01    0.645596468106677494E+05
    0.512562881499732836E+00    0.461661411267077146E-01   -0.111645538909117246E+02    0.185181428860748865E+01    0.645604621247666073E+05
    0.484831345849668194E+00    0.830021961540679809E-01   -0.111953331606830613E+02    0.189663836408085773E+01    0.645608094412206410E+05
    0.379308740977449821E+00    0.171074743900874987E+00   -0.110589839784328845E+02    0.178209895711184241E+01    0.645608522537496756E+05
    0.334271542361193552E+00    0.184521334197260828E+00   -0.111812531450805253E+02    0.193163335356219457E+01    0.645608985134115283E+05
    0.324810953054165574E+00    0.189765483406872854E+00   -0.111159272691769324E+02    0.145128560249382232E+01    0.645609387671587028E+05
    0.296503688406371479E+00    0.180200189379733033E+00   -0.110717929033811551E+02    0.200909857064666042E+01    0.645611612118594931E+05
    0.484370808861348978E+00    0.769946769144156384E-01   -0.110894197193934581E+02    0.184566114971695416E+01    0.645613174772420607E+05
    0.623922472928654215E+00    0.917920614557519166E+00   -0.111878142167198398E+02    0.145799733893623218E+01    0.645614492105520694E+05
    0.270055674041879135E+00    0.170686750477536925E+00   -0.110749880604020792E+02    0.149822675490689816E+01    0.645614503221861087E+05
    0.826251142141241846E+00    0.825292150870482577E+00   -0.110792716216700384E+02    0.142142074027587917E+01    0.645615402760579600E+05
    0.825174976083184464E+00    0.822450213274323327E+00   -0.110966357881567905E+02    0.201731523247245903E+01    0.645615928632581636E+05
    0.911727043347733690E+00    0.843980785113047305E+00   -0.111685435360576051E+02    0.163810871134308300E+01    0.645616388579566556E+05
    0.310396684832066005E+00    0.181572505502590825E+00   -0.111133556718471525E+02    0.134263199157147151E+01    0.645617484789958180E+05
    0.416982420049300639E+00    0.140610794121527855E+00   -0.111043601255872133E+02    0.199220254622627624E+01    0.645617590770211173E+05
    0.720603763001100850E-01    0.248135895748106614E-01   -0.111662581976629625E+02    0.155788362156445381E+01    0.645617828340898268E+05
    0.771763766193294898E+00    0.812140083220498576E+00   -0.111442144336946498E+02    0.188872419038708594E+01    0.645618468571022750E+05
    0.404430589373825367E+00    0.151055084852025706E+00   -0.110619871984351335E+02    0.158439193569596548E+01    0.645620009114398345E+05
    0.109774286887360642E+00    0.728353639072906178E-01   -0.111233916515878573E+02    0.199729069487476085E+01    0.645620074344884051E+05
    0.140810753568176156E+00    0.101772851442693213E+00   -0.111386975122814036E+02    0.132237859806306268E+01    0.645621092287844294E+05
    0.652356334327438225E+00    0.892046750109688924E+00   -0.111655347967038896E+02    0.152525964951769222E+01    0.645621291084121694E+05
    0.992579942689074124E+00    0.932703169132072074E+00   -0.111094897892514783E+02    0.161409007436825469E+01    0.645621585149642124E+05
    0.700621634480528499E+00    0.841982106041467615E+00   -0.111847822955569782E+02    0.143229448210515509E+01    0.645621692467379762E+05
    0.147685566052600942E+00    0.115357968888174317E+00   -0.110890856610721915E+02    0.150260072329301408E+01    0.645621995062386850E+05
    0.846989601158651961E+00    0.819291986886229173E+00   -0.112085917577639123E+02    0.165620561026675617E+01    0.645623300433807381E+05
    0.200321875711840430E+00    0.156151890826828399E+00   -0.110886749425139683E+02    0.151379288655481292E+01    0.645624094155049243E+05
    0.716970376893613537E+00    0.831293812120078468E+00   -0.111850283522872278E+02    0.172309245866597349E+01    0.645624540741226956E+05
    0.308605048329272436E+00    0.190282964024723583E+00   -0.111268945416634359E+02    0.179955971512578050E+01    0.645624546026568132E+05
    0.229289290267740170E+00    0.175500103314865874E+00   -0.111090307702267594E+02    0.168334302458004514E+01    0.645624569220959675E+05
    0.229289290267740170E+00    0.175500103314865874E+00   -0.111090307702267594E+02    0.168334302458004514E+01    0.645624569220959675E+05
    0.927626931753589790E+00    0.859111037099392738E+00   -0.111077042445081062E+02    0.182138589455579125E+01    0.645625154016131855E+05
    0.927626931753589790E+00    0.859111037099392738E+00   -0.111077042445081062E+02    0.182138589455579125E+01    0.645625154016131855E+05
    0.312612050214647608E+00    0.174562229206908726E+00   -0.111439817693116900E+02    0.137742940476907005E+01    0.645625215554468741E+05
    0.874257151642235941E+00    0.840182603592773747E+00   -0.111881361250583460E+02    0.145235329063232599E+01    0.645625645831310394E+05
    0.940597662269380685E+00    0.878403229721039680E+00   -0.111344567948878161E+02    0.135112670410376934E+01    0.645625649457428808E+05
    0.968184798663922930E+00    0.900695280764589601E+00   -0.110646421003014304E+02    0.169966663498422399E+01    0.645626184972441042E+05
    0.655546438277033960E+00    0.885235951926297226E+00   -0.110634348802434328E+02    0.171854925940409697E+01    0.645626185822487168E+05
    0.885663757762678028E+00    0.834658527938906603E+00   -0.110966546804259174E+02    0.189052140901417420E+01    0.645626337742999094E+05
    0.647238651713911262E+00    0.888866922251005720E+00   -0.111216837279733287E+02    0.137017199827306158E+01    0.645627261135096924E+05
    0.771399280821870925E+00    0.824128046592404018E+00   -0.112068058338292680E+02    0.167612299270877729E+01    0.645627292348029805E+05
    0.964453817201834651E+00    0.903243508807750950E+00   -0.111487393673716397E+02    0.173942435261450612E+01    0.645627733158308110E+05
    0.781442931552945308E+00    0.819955483870375756E+00   -0.111972200059119888E+02    0.143083224034218537E+01    0.645628132445810916E+05
    0.781442931552945308E+00    0.819955483870375756E+00   -0.111972200059119888E+02    0.143083224034218537E+01    0.645628132445810916E+05
    0.779197350970889158E+00    0.813106287191115884E+00   -0.110929133630017613E+02    0.177256799150149491E+01    0.645628514034693799E+05
    0.141472877829793814E+00    0.100741302661393112E+00   -0.111022354304177799E+02    0.147264627748511456E+01    0.645628696909283681E+05
