    0.196553826332092285E+00    0.998714804649353027E+00   -0.172336882352828979E+02    0.255052721500396729E+01   -0.198950225114822388E+02    0.313200938701629639E+01   -0.105952602624893188E+02    0.312270283699035645E+01   -0.448765576379454136E+09   -0.460515351937698814E+01    1
    0.188291311264038086E+00    0.997559487819671631E+00   -0.196280813217163086E+02    0.407256603240966797E+01   -0.147738075256347656E+02    0.907093048095703125E+00   -0.149243760108947754E+02    0.532814168930053711E+01   -0.350788437151306808E+09   -0.461515351937698259E+01    1
    0.851290464401245117E+00    0.281497836112976074E-01   -0.187579071521759033E+02    0.272594261169433594E+01   -0.142632788419723511E+02    0.201930999755859375E-01   -0.108301800489425659E+02    0.149170160293579102E-01   -0.190226404362637550E+06   -0.462515351937698149E+01    1
    0.577089071273803711E+00    0.985589444637298584E+00   -0.135138827562332153E+02    0.131023406982421875E+00   -0.101296597719192505E+02    0.397899949550628662E+01   -0.142290472984313965E+02    0.577342736721038818E+01   -0.331030650692060590E+05   -0.463515351937698661E+01    1
    0.593123018741607666E+00    0.972410559654235840E+00   -0.163717937469482422E+02    0.134189808368682861E+01   -0.160085362195968628E+02    0.550387215614318848E+01   -0.173071616888046265E+02    0.287916791439056396E+01   -0.119264842762229964E+05   -0.464515351937698728E+01    1
    0.993712663650512695E+00    0.760426521301269531E-01   -0.176107299327850342E+02    0.488585758209228516E+01   -0.130904960632324219E+02    0.673213720321655273E+00   -0.167507135868072510E+02    0.415170192718505859E-01    0.126805588021597359E+05   -0.465515351937698174E+01    1
    0.316820621490478516E+00    0.348883867263793945E-01   -0.179301995038986206E+02    0.380580425262451172E-01   -0.167514038085937500E+02    0.373856341838836670E+01   -0.107746887207031250E+02    0.406800198554992676E+01    0.143794931118073873E+05   -0.466515351937698153E+01    1
    0.933692395687103271E+00    0.952190995216369629E+00   -0.179211354255676270E+02    0.306218647956848145E+01   -0.158140063285827637E+02    0.174998652935028076E+01   -0.193848967552185059E+02    0.422638964653015137E+01    0.268902819516037125E+05   -0.467515351937698398E+01    1
    0.261108398437500000E+00    0.916871190071105957E+00   -0.182523971796035767E+02    0.453116762638092041E+01   -0.191093868017196655E+02    0.284829854965209961E+01   -0.159977030754089355E+02    0.557379519939422607E+01    0.368386339950647671E+05   -0.468515351937698377E+01    1
    0.482130706310272217E+00    0.873072803020477295E+00   -0.164769911766052246E+02    0.101391363143920898E+01   -0.195945698022842407E+02    0.199934041500091553E+01   -0.185131275653839111E+02    0.194210135936737061E+01    0.385311506605778122E+05   -0.469515351937698444E+01    1
    0.348209142684936523E+00    0.862831950187683105E+00   -0.165872579813003540E+02    0.121115577220916748E+01   -0.192394864559173584E+02    0.500690209865570068E+01   -0.168021327257156372E+02    0.107006299495697021E+01    0.400697328297828790E+05   -0.470515351937698423E+01    1
    0.465748667716979980E+00    0.868341743946075439E+00   -0.157850581407546997E+02    0.363971650600433350E+01   -0.188904529809951782E+02    0.524853515625000000E+01   -0.138321894407272339E+02    0.507975733280181885E+01    0.405308026888725581E+05   -0.471515351937698135E+01    1
    0.115433752536773682E+00    0.469827055931091309E-01   -0.154071980714797974E+02    0.405533695220947266E+01   -0.198298931121826172E+02    0.477243518829345703E+01   -0.191171610355377197E+02    0.356016540527343750E+01    0.434943934129476547E+05   -0.472515351937698025E+01    1
    0.864442110061645508E+00    0.941121816635131836E+00   -0.138089632987976074E+02    0.337390673160552979E+01   -0.137830537557601929E+02    0.313224327564239502E+01   -0.162702649831771851E+02    0.239133954048156738E+01    0.494575522656072862E+05   -0.473515351937698448E+01    1
    0.141523838043212891E+00    0.114271640777587891E-01   -0.188650721311569214E+02    0.826882839202880859E+00   -0.107310926914215088E+02    0.307997810840606689E+01   -0.194640976190567017E+02    0.310392737388610840E+00    0.505630430245175958E+05   -0.474515351937698782E+01    1
    0.672034621238708496E-01    0.115530252456665039E+00   -0.134756642580032349E+02    0.413264715671539307E+01   -0.137256872653961182E+02    0.456568443775177002E+01   -0.169585317373275757E+02    0.466571259498596191E+01    0.507360555305285379E+05   -0.475515351937698494E+01    1
    0.547522187232971191E+00    0.411016941070556641E-01   -0.182952368259429932E+02    0.303910839557647705E+01   -0.187520807981491089E+02    0.502278685569763184E+00   -0.158721071481704712E+02    0.132265663146972656E+01    0.509952444846332073E+05   -0.476515351937698117E+01    1
    0.401677668094635010E+00    0.762994825839996338E+00   -0.188261568546295166E+02    0.146935343742370605E+01   -0.176839882135391235E+02    0.542186450958251953E+01   -0.171548742055892944E+02    0.752810955047607422E+00    0.526701256131621776E+05   -0.477515351937698451E+01    1
    0.330576241016387939E+00    0.991439461708068848E+00   -0.110894626379013062E+02    0.374999964237213135E+01   -0.198837548494338989E+02    0.387602841854095459E+01   -0.168166261911392212E+02    0.181391572952270508E+01    0.533249320290833712E+05   -0.478515351937698341E+01    1
    0.934125602245330811E+00    0.941115736961364746E+00   -0.131145757436752319E+02    0.373311245441436768E+01   -0.122408014535903931E+02    0.119463515281677246E+01   -0.115226268768310547E+02    0.270847392082214355E+01    0.533448392337149708E+05   -0.479515351937697876E+01    1
    0.749489128589630127E+00    0.175999522209167480E+00   -0.168651920557022095E+02    0.262100386619567871E+01   -0.155275517702102661E+02    0.180956268310546875E+01   -0.196852582693099976E+02    0.359592854976654053E+01    0.550175494035438169E+05   -0.480515351937698032E+01    1
    0.842899203300476074E+00    0.211053550243377686E+00   -0.149618077278137207E+02    0.412629210948944092E+01   -0.141583901643753052E+02    0.476230859756469727E+00   -0.112414276599884033E+02    0.274653768539428711E+01    0.564358867752678343E+05   -0.481515351937698277E+01    1
    0.560991346836090088E+00    0.776141643524169922E+00   -0.164063847064971924E+02    0.305336201190948486E+01   -0.143752205371856689E+02    0.180930912494659424E+01   -0.187217628955841064E+02    0.428413832187652588E+01    0.570745282191079459E+05   -0.482515351937698345E+01    1
    0.330020189285278320E-01    0.168376803398132324E+00   -0.153725051879882812E+02    0.470849061012268066E+01   -0.109627759456634521E+02    0.505529808998107910E+01   -0.146385264396667480E+02    0.564150846004486084E+01    0.577335846213880577E+05   -0.483515351937698323E+01    1
    0.613603293895721436E+00    0.863498270511627197E+00   -0.187244147062301636E+02    0.557870829105377197E+01   -0.161838603019714355E+02    0.567661499977111816E+01   -0.144321990013122559E+02    0.297016203403472900E+01    0.581415769420079887E+05   -0.484515351937698480E+01    1
    0.379197895526885986E+00    0.653757333755493164E+00   -0.192215090990066528E+02    0.276442551612854004E+01   -0.188119477033615112E+02    0.205328965187072754E+01   -0.188846540451049805E+02    0.302188074588775635E+01    0.586182269274145947E+05   -0.485515351937698814E+01    1
    0.785376369953155518E+00    0.301984548568725586E+00   -0.186353272199630737E+02    0.343870389461517334E+01   -0.192203134298324585E+02    0.123320531845092773E+01   -0.157775658369064331E+02    0.480588269233703613E+01    0.587989890244252747E+05   -0.486515351937698437E+01    1
    0.999338626861572266E-01    0.193444848060607910E+00   -0.138835006952285767E+02    0.187889420986175537E+01   -0.182071906328201294E+02    0.230403578281402588E+01   -0.193471676111221313E+02    0.192855834960937500E+01    0.592097016394110979E+05   -0.487515351937698149E+01    1
    0.120984137058258057E+00    0.173352241516113281E+00   -0.199499619007110596E+02    0.525768506526947021E+01   -0.181617832183837891E+02    0.380393528938293457E+01   -0.176021987199783325E+02    0.379538118839263916E+01    0.597986553385262378E+05   -0.488515351937698572E+01    1
    0.480079174041748047E+00    0.600352644920349121E+00   -0.179738855361938477E+02    0.599452507495880127E+01   -0.188016861677169800E+02    0.824658393859863281E+00   -0.134829437732696533E+02    0.124472451210021973E+01    0.611927427407471114E+05   -0.489515351937698817E+01    1
    0.210054516792297363E+00    0.685071229934692383E+00   -0.145327401161193848E+02    0.126285839080810547E+01   -0.128718471527099609E+02    0.377874720096588135E+01   -0.158179217576980591E+02    0.515543282032012939E+01    0.628173998028351343E+05   -0.490515351937698973E+01    1
    0.569445490837097168E-01    0.490958571434020996E+00   -0.173813319206237793E+02    0.143494427204132080E+01   -0.187108856439590454E+02    0.719200015068054199E+00   -0.152396988868713379E+02    0.392396342754364014E+01    0.629188484317905386E+05   -0.491515351937698775E+01    1
    0.231028556823730469E+00    0.600379228591918945E+00   -0.155203682184219360E+02    0.349344956874847412E+01   -0.136309969425201416E+02    0.461171722412109375E+01   -0.186781692504882812E+02    0.571864342689514160E+01    0.629511733242253831E+05   -0.492515351937698220E+01    1
