1686.38 -3.84019e-08 5.71e-07 -0.0672538
1686.43 8.53914e-07 4.38e-07 1.94958
1698.29 4.45074e-07 1.19e-07 3.74012
1698.34 -2.74774e-07 1.79e-07 -1.53505
1699.14 1.54009e-07 1.42e-07 1.08457
1699.45 7.62291e-07 4.48e-07 1.70154
1735.04 6.14642e-07 1.22e-07 5.03805
1735.17 1.29051e-06 1.49e-07 8.66117
1735.25 9.24582e-07 9.3e-08 9.94175
1735.3 7.55764e-07 1.11e-07 6.80869
1744.29 -6.38964e-07 2.45e-07 -2.60802
1763.19 -3.54168e-08 1.08e-07 -0.327933
1763.23 -4.11056e-07 1.65e-07 -2.49125
1766.9 -2.94565e-07 1.2e-07 -2.45471
1766.94 -1.41995e-07 1.18e-07 -1.20335
1766.99 -4.58515e-07 8.5e-08 -5.39429
1767.04 -5.1162e-07 1.23e-07 -4.15951
1767.09 -3.47907e-07 6.6e-08 -5.27131
1767.14 -3.1991e-07 6.5e-08 -4.9217
1767.19 -5.36201e-07 1.3e-07 -4.12462
1767.23 -3.68282e-07 6e-08 -6.13804
1782.09 1.66662e-07 2.15e-07 0.775173
1788.83 -4.60213e-07 3.89e-07 -1.18307
1788.87 -6.4229e-07 1.8e-07 -3.56828
1788.92 -6.41822e-07 2.55e-07 -2.51695
1788.97 5.0186e-08 6.3e-07 0.0796602
1789.02 -3.06412e-07 4.55e-07 -0.673432
1789.06 -3.02101e-07 3.19e-07 -0.947026
1789.11 -3.07506e-07 3.73e-07 -0.824413
1789.16 5.23755e-07 4.93e-07 1.06238
1802.05 -1.1514e-06 6.7e-07 -1.7185
1804.02 -4.34638e-07 1.97e-07 -2.20628
1804.07 -1.66889e-07 3.21e-07 -0.519904
1819.85 -2.28478e-07 1.59e-07 -1.43697
1827.73 -3.29998e-08 2.47e-07 -0.133602
1827.77 -3.01558e-07 2.12e-07 -1.42244
1827.82 -4.00163e-07 2.29e-07 -1.74744
1827.87 -4.14804e-07 1.49e-07 -2.78392
1827.92 -3.02263e-07 1.65e-07 -1.8319
1827.97 -2.41326e-08 2.25e-07 -0.107256
1828.02 -3.92141e-07 2.07e-07 -1.8944
1828.06 5.13721e-07 2.82e-07 1.8217
1829.72 -5.22263e-07 2.67e-07 -1.95604
1830.07 -3.6533e-07 3.88e-07 -0.941572
1831.05 -4.27638e-07 1.57e-07 -2.72381
1831.78 -2.84069e-07 1.87e-07 -1.51908
1832.03 -7.28026e-07 4.37e-07 -1.66596
1877.87 -7.83557e-07 2.27e-07 -3.45179
1877.92 -9.80116e-07 3.79e-07 -2.58606
1878.81 -5.68514e-07 8.2e-08 -6.93309
1878.87 -6.82467e-07 9.3e-08 -7.33836
1878.92 -5.62072e-07 4.99e-07 -1.1264
1879.83 -3.93925e-07 2.9e-07 -1.35836
1879.88 -7.82728e-07 1.66e-07 -4.71523
1884.58 -6.17215e-07 2.06e-07 -2.99619
1884.62 -9.00397e-07 2.03e-07 -4.43545
1884.67 -9.03701e-07 1.77e-07 -5.10566
1884.78 -8.37374e-07 1.05e-07 -7.97499
1884.82 -5.99779e-07 4.5e-08 -13.3284
1884.88 1.15009e-07 2.31e-07 0.497876
1884.93 -6.19244e-07 4.3e-08 -14.401
1888.82 -8.16653e-07 1.57e-07 -5.20161
1935.76 -1.06495e-06 2.44e-07 -4.36455
1936.43 -8.98241e-07 2.24e-07 -4.01001
1944.44 -9.19821e-07 2.15e-07 -4.27824
1944.48 -1.64443e-06 1.53e-07 -10.7479
1944.53 -1.15121e-06 1.58e-07 -7.28615
1944.58 -1.03133e-06 2.28e-07 -4.52336
1944.63 -1.17273e-06 2.23e-07 -5.2589
1944.68 -8.39911e-07 2.02e-07 -4.15798
1944.73 -7.52295e-07 1.29e-07 -5.83175
1944.78 5.96848e-08 3.39e-07 0.176061
1945.63 -2.76793e-06 9.44e-07 -2.93213
1945.66 -1.21157e-06 3.21e-07 -3.77436
2014.22 -5.22993e-07 1.1e-07 -4.75448
2014.26 -5.54326e-07 8.9e-08 -6.22838
2014.31 -8.62891e-07 1.14e-07 -7.56922
2014.36 -1.31129e-06 1.43e-07 -9.16988
2014.49 -1.06513e-06 2.48e-07 -4.29488
2014.54 -8.57307e-07 2.66e-07 -3.22296
2014.58 -6.53089e-07 7.09e-07 -0.921141
2072.35 1.74355e-07 4.39e-07 0.397164
2072.4 -8.84149e-07 3.75e-07 -2.35773
2073.41 -6.83845e-07 2.6e-07 -2.63017
2089.21 -5.71849e-07 2.71e-07 -2.11015
2094.3 -8.26845e-07 1.13e-07 -7.31722
2105.04 9.19469e-07 7.99e-07 1.15077
2105.09 3.39077e-07 1.04e-07 3.26035
2105.14 6.34577e-07 1.21e-07 5.24444
2105.2 9.92567e-07 1.29e-07 7.69432
2105.24 9.28122e-07 1.27e-07 7.30805
2105.29 5.88363e-07 1.4e-07 4.20259
2105.33 4.0461e-07 1.99e-07 2.03321
2108.25 5.29386e-07 2.74e-07 1.93207
2123.05 -2.70858e-07 8.5e-07 -0.318657
2123.27 -2.3917e-06 8.76e-07 -2.73025
2143.87 -4.17581e-07 2.88e-07 -1.44993
2143.92 -3.27597e-07 1.77e-07 -1.85083
2143.96 -8.59206e-09 2.91e-07 -0.029526
2144.05 -2.28097e-07 3.49e-07 -0.653572
2144.09 -1.30686e-07 2.5e-07 -0.522745
2144.14 3.203e-07 2.89e-07 1.1083
2144.19 -2.84051e-07 2.11e-07 -1.34621
2147.17 -3.96554e-07 2.24e-07 -1.77033
2148.11 -3.45425e-07 7.5e-08 -4.60566
2148.22 -8.3681e-08 1.36e-07 -0.615301
2158.96 -8.96635e-07 2.4e-07 -3.73598
2159.14 -4.15909e-07 2.19e-07 -1.89913
2171.79 -4.34199e-07 6.87e-07 -0.632022
2171.82 -2.09606e-07 2.27e-07 -0.923376
2171.86 -4.451e-07 1.49e-07 -2.98725
2171.91 -7.05826e-07 9.3e-08 -7.58952
2171.96 -7.19986e-07 1.18e-07 -6.10158
2172.01 -5.02994e-07 1.43e-07 -3.51744
2172.06 -6.2335e-07 2.59e-07 -2.40676
2172.11 -6.80887e-07 1.83e-07 -3.72069
2172.15 2.97474e-07 1.419e-06 0.209636
2181.13 2.48693e-07 3.58e-07 0.694672
2181.93 -7.24029e-07 1.14e-07 -6.35113
2182.11 -4.6062e-07 3.06e-07 -1.50529
2197.71 -2.65684e-07 2.4e-07 -1.10702
2197.76 -9.38181e-07 3.99e-07 -2.35133
2197.81 1.53742e-07 1.93e-07 0.796592
2197.95 -6.0422e-07 2.59e-07 -2.33289
2198.04 2.28493e-07 3.54e-07 0.645459
2202 -2.93467e-08 4.53e-07 -0.0647831
2202.05 -1.44076e-06 7.08e-07 -2.03498
2213.65 -5.14267e-07 1.33e-07 -3.86667
2213.71 -6.50814e-07 2.8e-07 -2.32433
2213.76 -8.09722e-07 1.61e-07 -5.02933
2213.81 -5.22291e-07 1.6e-07 -3.26432
2213.87 -5.63446e-07 9.2e-08 -6.12441
2213.91 -4.7675e-07 1.16e-07 -4.10991
2213.96 -5.67924e-07 3.09e-07 -1.83794
2214.01 -1.48565e-07 4.69e-07 -0.316769
2222.92 -2.81876e-07 1.13e-07 -2.49448
2222.98 -4.76978e-07 1.86e-07 -2.5644
2237.88 -9.32727e-07 2.43e-07 -3.83838
2238.71 -2.25398e-07 1.94e-07 -1.16185
2268.82 -3.92007e-07 1.56e-07 -2.51286
2271.52 9.86054e-07 1.482e-06 0.665354
2271.56 -8.14119e-07 1.97e-07 -4.13259
2271.61 -8.52806e-07 1.46e-07 -5.84114
2271.66 -1.38955e-06 5.37e-07 -2.58762
2271.71 -6.30632e-07 1.81e-07 -3.48415
2271.76 -8.48322e-07 1.21e-07 -7.01093
2271.8 -5.79366e-08 4.9e-07 -0.118238
2271.85 -8.82637e-07 2.26e-07 -3.90547
2290.5 -1.06163e-06 1.38e-07 -7.69295
2292.55 -1.06269e-06 1.08e-07 -9.83972
2294.45 -2.37169e-06 7.09e-07 -3.34512
2294.5 -1.61381e-06 5.63e-07 -2.86646
2294.55 -1.07729e-06 1.42e-07 -7.58654
2294.6 -6.6516e-07 1.94e-07 -3.42866
2301.43 -9.84456e-07 1.49e-07 -6.60709
2301.48 -4.55771e-07 3.37e-07 -1.35243
2301.52 -1.21983e-06 3.76e-07 -3.24422
2301.57 -6.17527e-07 2.13e-07 -2.89919
2301.62 -1.15601e-06 2.64e-07 -4.37884
2301.67 -3.92062e-07 1.46e-07 -2.68536
2301.71 -7.46069e-07 1.19e-07 -6.26949
2301.76 -1.17828e-06 2.23e-07 -5.28376
2312.68 -9.4812e-07 3.87e-07 -2.44992
2314.49 -7.13258e-07 7.8e-08 -9.14434
2314.54 -8.2318e-07 1e-07 -8.2318
2314.59 -9.46266e-07 1.86e-07 -5.08745
2327.37 -2.23934e-07 8.5e-08 -2.63452
2327.41 -1.04495e-06 2.69e-07 -3.88457
2327.46 -5.78419e-07 1.17e-07 -4.94375
2327.52 -7.11548e-07 7.4e-08 -9.61551
2327.57 -5.23289e-07 4e-08 -13.0822
2327.61 -3.48858e-07 1.1e-07 -3.17144
2327.66 -7.40451e-07 1.31e-07 -5.65229
2327.71 -1.08625e-06 6.7e-08 -16.2127
2328.64 -7.26275e-07 1.24e-07 -5.85705
2356.29 -1.74847e-07 2.66e-07 -0.65732
2356.33 -6.48669e-07 3.11e-07 -2.08575
2356.38 -5.06878e-07 1.31e-07 -3.8693
2356.43 -1.08169e-06 6.71e-07 -1.61205
2356.48 -2.69034e-07 2.17e-07 -1.23979
2356.52 -1.12171e-06 2.27e-07 -4.94147
2356.62 1.87552e-08 3.64e-07 0.0515253
2369.5 -1.17254e-06 4.09e-07 -2.86684
2382.5 -3.22466e-07 2.45e-07 -1.31619
2388.21 -1.10644e-06 2.88e-07 -3.8418
2388.26 -3.51849e-08 3.04e-07 -0.11574
2388.3 -2.59494e-08 2.27e-07 -0.114315
2388.35 -4.24176e-07 1.51e-07 -2.80911
2388.4 -1.24137e-06 9.4e-08 -13.2061
2388.5 -3.99768e-07 2.21e-07 -1.80891
2388.54 -8.11638e-07 1.17e-07 -6.93708
2403.44 -5.98306e-07 2.16e-07 -2.76994
2407.14 -4.49588e-07 3.76e-07 -1.19571
2407.19 -7.71637e-08 2.18e-07 -0.353962
2407.23 -2.41927e-07 3.22e-07 -0.751325
2407.38 -5.52195e-07 1.32e-07 -4.1833
2407.43 -7.48121e-07 2.76e-07 -2.71058
2426.4 4.85863e-07 4.31e-07 1.12729
2446.04 1.6868e-06 6.7e-07 2.51761
2446.12 -3.4605e-08 7.25e-07 -0.047731
2446.13 4.5607e-07 4.74e-07 0.962172
2446.16 -5.80458e-07 7.18e-07 -0.808437
2446.2 -4.91515e-07 3.39e-07 -1.4499
2446.26 9.34536e-08 1.77e-07 0.527986
2446.31 8.69259e-07 2.38e-07 3.65235
2446.36 6.68669e-07 2.07e-07 3.23029
2460.3 9.7348e-08 1.25e-07 0.778784
2461.01 3.70582e-07 2.48e-07 1.49428
2466.01 3.16215e-07 1.152e-06 0.274492
2466.06 2.3323e-07 1.165e-06 0.200197
2466.16 -1.1622e-07 8.31e-07 -0.139856
2466.22 -1.26316e-07 1.651e-06 -0.0765089
2466.26 -6.82157e-08 3.9e-07 -0.174912
2466.34 1.62669e-07 7.37e-07 0.220718
2481.26 -6.49986e-07 2.34e-07 -2.77772
2484.96 -5.30243e-07 4.38e-07 -1.2106
2485.01 -1.44677e-06 7.16e-07 -2.02063
2485.05 -2.37374e-07 2.87e-07 -0.827088
2485.11 -8.217e-07 2.14e-07 -3.83972
2485.15 -9.93869e-07 2.54e-07 -3.91287
2485.21 2.09903e-07 7.87e-07 0.266713
2485.26 -9.81951e-07 7.38e-07 -1.33056
2495.2 -8.04188e-07 2.27e-07 -3.54268
2510.06 1.95198e-07 1.42e-07 1.37463
2511.88 -3.19252e-07 1.25e-07 -2.55401
2511.93 -2.43662e-07 9.9e-08 -2.46123
2544.02 -4.46022e-08 1.96e-07 -0.227562
2545.76 -4.94011e-07 3.29e-07 -1.50155
2545.81 -1.23345e-06 4.46e-07 -2.76559
2545.85 -1.69928e-07 2.15e-07 -0.790362
2545.9 -2.28943e-08 2.51e-07 -0.0912122
2545.99 -2.08378e-07 1.82e-07 -1.14494
2546.04 1.51909e-08 1.7e-07 0.0893581
2546.09 1.69446e-07 1.35e-07 1.25515
2573.98 -2.56788e-07 1.128e-06 -0.227649
2585.66 -7.11463e-07 3.55e-07 -2.00412
2585.7 -6.3015e-08 2.04e-07 -0.308897
2585.75 -1.80122e-07 1.01e-07 -1.78339
2585.8 1.18897e-07 1.47e-07 0.808823
2585.85 -1.73127e-08 7.7e-08 -0.224841
2585.89 -2.86796e-07 1.64e-07 -1.74875
# 5.73752e-18
