53040.17 -5.077975304e-07 4.965146374e-07 0.008
53083.79 -2.868020743e-07 4.693176124e-07 0.008
53119.79 -3.4428487e-07 4.132434631e-07 0.008
53161.85 -3.378782159e-07 3.811464189e-07 0.008
53202.58 -2.711967774e-07 3.370025519e-07 0.008
53234.45 -1.028204165e-07 3.093610651e-07 0.008
53273.52 -3.702646516e-07 2.828329789e-07 0.008
53308.47 -1.579756438e-07 2.90294585e-07 0.008
53361.04 3.926909336e-08 2.71417877e-07 0.008
53393.04 -5.486500607e-07 2.631088949e-07 0.008
53432.14 -5.11565568e-08 2.466362659e-07 0.008
53469.04 -2.3675344e-09 2.028994117e-07 0.008
53501.95 -4.819222992e-07 2.025116166e-07 0.008
53549.58 3.400016661e-07 1.818899433e-07 0.008
53584.70 3.264144756e-09 1.871815799e-07 0.008
53616.63 3.30111077e-07 1.574492896e-07 0.008
53687.43 2.376961614e-07 1.722557179e-07 0.008
53728.32 1.570721609e-07 1.750293376e-07 0.008
53775.90 1.705328211e-07 1.976471148e-07 0.008
53817.81 -2.561616904e-07 2.008848082e-07 0.008
53848.97 1.451791912e-07 2.074267991e-07 0.008
53882.88 -1.751576252e-08 2.187641107e-07 0.008
53918.49 3.864352699e-08 2.35817217e-07 0.008
53957.69 9.035409348e-09 2.215596699e-07 0.008
53995.56 -4.489928755e-08 2.51340012e-07 0.008
54027.50 1.560346479e-07 2.513210378e-07 0.008
54088.34 3.097613211e-07 2.779262325e-07 0.008
54137.15 1.630624552e-07 2.708802885e-07 0.008
54170.06 2.737707043e-07 2.855131441e-07 0.008
54203.83 1.398875802e-07 2.985227599e-07 0.008
54242.90 2.564006238e-07 2.862899615e-07 0.008
54277.81 -4.038900096e-08 3.009668412e-07 0.008
54310.69 1.943214578e-07 3.057527752e-07 0.008
54359.39 3.574626929e-07 3.148406637e-07 0.008
54408.34 3.845043491e-08 3.172850842e-07 0.008
54454.28 4.019100585e-07 3.141544689e-07 0.008
54487.24 2.502291632e-07 3.200031467e-07 0.008
54520.16 1.66733671e-07 3.160034176e-07 0.008
54566.01 2.149986539e-07 3.186022747e-07 0.008
54631.80 8.539994059e-08 3.28116446e-07 0.008
54670.74 2.396754199e-07 3.385325853e-07 0.008
54750.52 1.804462744e-07 3.13338366e-07 0.008
54785.38 1.717104544e-07 3.157004763e-07 0.008
