efac = 1 equad = 0 5.73752e-18 1
efac = 1 equad = 0.1 1.25607e-13 1
efac = 1 equad = 0.2 1.02419e-09 1
efac = 1 equad = 0.3 5.53138e-05 1.00011
efac = 1 equad = 0.4 0.0129216 1.02635
efac = 1 equad = 0.5 0.579884 5.6658
efac = 1 equad = 0.6 0.254028 1.79703
efac = 1 equad = 0.7 0.0290059 1.06064
efac = 1 equad = 0.8 0.00165115 1.00331
efac = 1 equad = 0.9 4.23072e-05 1.00008
efac = 1 equad = 1 1.85219e-06 1
efac = 1 equad = 1.1 2.98297e-08 1
efac = 1 equad = 1.2 4.07677e-10 1
efac = 1 equad = 1.3 5.66762e-12 1
efac = 1 equad = 1.4 8.61578e-14 1
efac = 1 equad = 1.5 1.49995e-15 1
efac = 1 equad = 1.6 3.12631e-17 1
efac = 1 equad = 1.7 8.90577e-19 1
efac = 1 equad = 1.8 2.97632e-20 1
efac = 1 equad = 1.9 1.16934e-21 1
efac = 1 equad = 2 5.39086e-23 1
efac = 1 equad = 2.1 2.90356e-24 1
efac = 1 equad = 2.2 1.8162e-25 1
efac = 1 equad = 2.3 1.31026e-26 1
efac = 1 equad = 2.4 1.08222e-27 1
efac = 1 equad = 2.5 1.01569e-28 1
efac = 1 equad = 2.6 1.07515e-29 1
efac = 1 equad = 2.7 1.27434e-30 1
efac = 1 equad = 2.8 1.61163e-31 1
efac = 1 equad = 2.9 2.13139e-32 1
efac = 1.1 equad = 0 7.00479e-15 1
efac = 1.1 equad = 0.1 1.66031e-11 1
efac = 1.1 equad = 0.2 1.48385e-07 1
efac = 1.1 equad = 0.3 0.000872153 1.00175
efac = 1.1 equad = 0.4 0.123129 1.30055
efac = 1.1 equad = 0.5 0.416179 2.93387
efac = 1.1 equad = 0.6 0.0601226 1.13203
efac = 1.1 equad = 0.7 0.00359205 1.00722
efac = 1.1 equad = 0.8 5.98132e-05 1.00012
efac = 1.1 equad = 0.9 6.33684e-07 1
efac = 1.1 equad = 1 1.71223e-08 1
efac = 1.1 equad = 1.1 1.77151e-10 1
efac = 1.1 equad = 1.2 1.69462e-12 1
efac = 1.1 equad = 1.3 1.826e-14 1
efac = 1.1 equad = 1.4 2.33739e-16 1
efac = 1.1 equad = 1.5 3.66001e-18 1
efac = 1.1 equad = 1.6 7.22635e-20 1
efac = 1.1 equad = 1.7 2.02903e-21 1
efac = 1.1 equad = 1.8 6.8782e-23 1
efac = 1.1 equad = 1.9 2.80261e-24 1
efac = 1.1 equad = 2 1.36303e-25 1
