KOM KIN KOM_FIT KIN_FIT CHISQ
56 117.814 52.1257332054741 117.957303534101 6876.51
58 62.1865 -33.1649354282807 62.3568342292659 6877.83
58 117.814 52.1276221751567 117.956415280747 6876.51
60 62.1865 689.03501956952 66.5124520919288 6891.47
60 117.814 52.1272732001639 117.956545435229 6876.52
62 62.1865 -117.636448215131 62.8542497804456 6879.16
62 117.814 52.1260671988565 117.957116417822 6876.48
64 62.1865 -129.267645163878 62.4316535279992 6878.79
64 117.814 52.1281244088935 117.956257923471 6876.51
66 62.1865 -129.205188783483 62.2068224845213 6878.52
66 117.814 52.1265342758188 117.956851197724 6876.50
68 62.1865 -127.832410379108 62.1680049726961 6878.49
68 117.814 52.1287940990502 117.955828836808 6876.52
70 62.1865 -127.658755503464 62.1627444697381 6878.48
70 117.814 52.1285207142103 117.956110937159 6876.52
72 62.1865 -127.657403007083 62.1625491064155 6878.48
72 117.814 52.1290344370596 117.955557784425 6876.50
74 62.1865 -127.66670842408 62.1655548655643 6878.48
74 117.814 52.1313141402828 117.954028104384 6876.51
76 62.1865 -127.689832042804 62.1711700125361 6878.51
76 117.814 52.130474103913 117.952795329539 6876.50
78 62.1865 -127.62750826884 62.1819594791398 6878.48
78 117.814 52.1236149707142 117.951928344108 6876.52
80 62.1865 -156.543978477177 62.6096474869108 6878.86
80 117.814 52.1105522191146 117.949889362063 6876.52
82 62.1865 325.124343542076 62.3881358050655 6877.97
82 117.814 52.0814399124451 117.947945227374 6876.49
84 62.1865 -505.055538343365 62.4423856905887 6878.70
84 117.814 52.0403471001865 117.945565381498 6876.52
86 62.1865 -396.121774103676 62.0372720757826 6877.92
86 117.814 52.0142088207063 117.944792303602 6876.51
88 62.1865 -392.129174971778 62.2659822709951 6877.88
88 117.814 52.112000982993 117.95069744017 6876.51
90 62.1865 -487.814200041656 62.1811989968339 6878.49
90 117.814 48.3016012377571 118.011960967599 6876.50
92 62.1865 -936.041163938527 64.8648030361923 6880.28
92 117.814 -221.794851655411 114.454631302435 6885.46
94 62.1865 -853.012118931394 69.1831345633172 6878.49
94 117.814 -320.772799811425 118.003926610457 6876.49
96 62.1865 -1289.94772202079 86.0512185146955 7022.73
96 117.814 -216.504393317433 117.643394375511 6876.82
98 62.1865 0.955139735315171 101.171426034065 6896.84
98 117.814 16.4409174852495 118.123974974832 6876.48
100 62.1865 3805.82988202337 86.1125509715096 7084.58
100 117.814 143.168416969836 117.659827626745 6876.82
102 62.1865 744.889144233716 95.473278542555 6877.16
102 117.814 147.136041753453 117.527933273087 6876.86
104 62.1865 1357.41130204414 62.7067055324355 6878.02
104 117.814 143.24906555138 117.663571495683 6876.80
106 62.1865 684.211754664409 61.9826060715414 6877.92
106 117.814 143.028681163928 117.711587752045 6876.80
108 62.1865 592.269594241717 62.1726648563877 6878.49
108 117.814 143.113154022949 117.723538707548 6876.80
110 62.1865 592.292299393499 62.1848896175927 6878.48
110 117.814 143.113647378859 117.724358845122 6876.81
112 62.1865 685.154716668133 62.2459096002689 6877.95
112 117.814 143.085271156733 117.721497135025 6876.81
114 62.1865 -198.655764897011 63.1134831132522 6878.31
114 117.814 143.059322929442 117.718230218494 6876.79
116 62.1865 337.18184266102 61.9249266276124 6877.83
116 117.814 143.042923235575 117.716424045716 6876.81
118 62.1865 323.902289303158 62.0357766771448 6877.93
118 117.814 143.030530315567 117.713875236485 6876.81
120 62.1865 323.881884611608 62.0427246572735 6877.92
120 117.814 143.023988979278 117.712188057623 6876.81
122 62.1865 323.904949323455 62.027869096952 6877.92
122 117.814 143.017031250849 117.7102937677 6876.82
124 62.1865 323.935949904657 62.0155745845215 6877.92
124 117.814 143.014670374773 117.709565182281 6876.82
126 62.1865 323.936486187297 62.0204298492469 6877.92
126 117.814 143.013167201816 117.709156971265 6876.81
128 62.1865 324.334006569517 62.0582793753951 6877.91
128 117.814 143.011520592591 117.708290718251 6876.80
130 62.1865 326.862820450491 62.1724278576963 6877.91
130 117.814 143.011365389361 117.708156046659 6876.79
132 62.1865 305.320760552724 62.5301139988388 6877.74
132 117.814 143.009423279077 117.70752010187 6876.81
134 62.1865 -969.286850094245 86.7330264247 6957.65
134 117.814 143.010474895473 117.707935992906 6876.81
136 62.1865 259.513241525371 62.7834551168116 6879.41
136 117.814 143.009335896877 117.707537385034 6876.80
138 62.1865 229.133417663739 62.3331271715211 6878.65
138 117.814 143.00919958317 117.707708326242 6876.80
140 62.1865 230.34149249732 62.223381494469 6878.54
140 117.814 143.009564102582 117.707552100573 6876.81
142 62.1865 231.441413292587 62.1872170110488 6878.51
142 117.814 143.008448514428 117.707382582113 6876.82
144 62.1865 231.956588129592 62.1731200278784 6878.49
144 117.814 143.009682774526 117.707826386211 6876.82
146 62.1865 232.181318485709 62.167647510705 6878.49
146 117.814 143.009543296296 117.707616210344 6876.82
148 62.1865 232.27477702493 62.1642441873241 6878.49
148 117.814 143.010477303844 117.707978360181 6876.80
150 62.1865 232.314823441469 62.1630658069901 6878.50
150 117.814 143.009020377322 117.707176940658 6876.79
152 62.1865 232.333042279039 62.1631198683604 6878.50
152 117.814 143.011027564531 117.708161918473 6876.79
154 62.1865 232.336785121097 62.1616731279469 6878.49
154 117.814 143.012602534739 117.708560394373 6876.79
156 62.1865 232.340825127801 62.16216122558 6878.48
156 117.814 143.011781858035 117.708548472801 6876.80
158 62.1865 232.341030134303 62.1617466363881 6878.50
158 117.814 143.013504184763 117.709401514989 6876.80
160 62.1865 232.339727788512 62.1612397632338 6878.49
160 117.814 143.011179770543 117.708339308926 6876.80
162 62.1865 232.340685276675 62.1619671565814 6878.50
162 117.814 143.012608355679 117.70884055669 6876.80
164 62.1865 232.338623598974 62.1605218068051 6878.48
164 117.814 143.013302658434 117.708972945686 6876.81
166 62.1865 232.339011564262 62.1610569792566 6878.48
166 117.814 143.013550652243 117.709265926508 6876.81
168 62.1865 232.339353194922 62.1612013568059 6878.49
168 117.814 143.014697373691 117.709681052987 6876.80
170 62.1865 232.339342843458 62.1612199343629 6878.48
170 117.814 143.014683573042 117.709655365819 6876.79
172 62.1865 232.338609152345 62.1607469905938 6878.48
172 117.814 143.016434173855 117.710261643291 6876.81
174 62.1865 232.33795827086 62.1604001680121 6878.48
174 117.814 143.016265529617 117.710153499198 6876.79
176 62.1865 232.339439905802 62.1611909633059 6878.49
176 117.814 143.01717888879 117.710379560972 6876.81
178 62.1865 232.337521685414 62.1603502245917 6878.48
178 117.814 143.018011989903 117.710874782881 6876.81
180 62.1865 232.339604605029 62.1613421382666 6878.48
180 117.814 143.017670374566 117.710611668513 6876.81
182 62.1865 232.337986836065 62.1606385761826 6878.49
182 117.814 143.018862028988 117.71115762888 6876.81
184 62.1865 232.339228083057 62.1611601297712 6878.47
184 117.814 143.017435411751 117.71065935785 6876.80
186 62.1865 232.337419101588 62.1602174551279 6878.50
186 117.814 143.01743425413 117.710592077548 6876.82
