# 1distance 2Total_prob 3Px_prob 4HIlo 5HIup 6Vol 7Lum
1.06214 0.956372 0.965502 1 1 0.943998 1
1.06216 0.956451 0.965573 1 1 0.944007 1
1.06218 0.95653 0.965643 1 1 0.944016 1
1.0622 0.956609 0.965714 1 1 0.944025 1
1.06223 0.956688 0.965784 1 1 0.944034 1
1.06225 0.956767 0.965854 1 1 0.944043 1
1.06227 0.956846 0.965925 1 1 0.944052 1
1.0623 0.956924 0.965995 1 1 0.944061 1
1.06232 0.957003 0.966065 1 1 0.944071 1
1.06234 0.957081 0.966135 1 1 0.94408 1
1.06237 0.95716 0.966205 1 1 0.944089 1
1.06239 0.957238 0.966275 1 1 0.944098 1
1.06241 0.957317 0.966345 1 1 0.944107 1
1.06243 0.957395 0.966414 1 1 0.944116 1
1.06246 0.957473 0.966484 1 1 0.944125 1
1.06248 0.957551 0.966553 1 1 0.944134 1
1.0625 0.957629 0.966623 1 1 0.944143 1
1.06253 0.957707 0.966692 1 1 0.944152 1
1.06255 0.957785 0.966762 1 1 0.944161 1
1.06257 0.957863 0.966831 1 1 0.94417 1
1.0626 0.957941 0.9669 1 1 0.944179 1
1.06262 0.958019 0.96697 1 1 0.944188 1
1.06264 0.958096 0.967039 1 1 0.944197 1
1.06266 0.958174 0.967108 1 1 0.944206 1
1.06269 0.958251 0.967177 1 1 0.944215 1
1.06271 0.958329 0.967245 1 1 0.944224 1
1.06273 0.958406 0.967314 1 1 0.944233 1
1.06276 0.958483 0.967383 1 1 0.944242 1
1.06278 0.95856 0.967452 1 1 0.944252 1
1.0628 0.958638 0.96752 1 1 0.944261 1
1.06282 0.958715 0.967589 1 1 0.94427 1
1.06285 0.958792 0.967657 1 1 0.944279 1
1.06287 0.958869 0.967726 1 1 0.944288 1
1.06289 0.958945 0.967794 1 1 0.944297 1
1.06292 0.959022 0.967862 1 1 0.944306 1
1.06294 0.959099 0.96793 1 1 0.944315 1
1.06296 0.959176 0.967998 1 1 0.944324 1
1.06299 0.959252 0.968066 1 1 0.944333 1
1.06301 0.959329 0.968134 1 1 0.944342 1
1.06303 0.959405 0.968202 1 1 0.944351 1
1.06305 0.959481 0.96827 1 1 0.94436 1
1.06308 0.959558 0.968338 1 1 0.944369 1
1.0631 0.959634 0.968405 1 1 0.944378 1
1.06312 0.95971 0.968473 1 1 0.944387 1
1.06315 0.959786 0.96854 1 1 0.944396 1
1.06317 0.959862 0.968608 1 1 0.944405 1
1.06319 0.959938 0.968675 1 1 0.944414 1
1.06322 0.960014 0.968743 1 1 0.944423 1
1.06324 0.96009 0.96881 1 1 0.944432 1
1.06326 0.960165 0.968877 1 1 0.944441 1
1.06328 0.960241 0.968944 1 1 0.94445 1
1.06331 0.960317 0.969011 1 1 0.944459 1
1.06333 0.960392 0.969078 1 1 0.944468 1
1.06335 0.960468 0.969145 1 1 0.944477 1
1.06338 0.960543 0.969212 1 1 0.944486 1
1.0634 0.960618 0.969278 1 1 0.944495 1
1.06342 0.960694 0.969345 1 1 0.944504 1
1.06344 0.960769 0.969412 1 1 0.944513 1
1.06347 0.960844 0.969478 1 1 0.944522 1
1.06349 0.960919 0.969545 1 1 0.944531 1
1.06351 0.960994 0.969611 1 1 0.94454 1
1.06354 0.961069 0.969677 1 1 0.944549 1
1.06356 0.961143 0.969743 1 1 0.944558 1
1.06358 0.961218 0.96981 1 1 0.944567 1
1.06361 0.961293 0.969876 1 1 0.944577 1
1.06363 0.961367 0.969942 1 1 0.944586 1
1.06365 0.961442 0.970008 1 1 0.944595 1
1.06367 0.961516 0.970073 1 1 0.944604 1
1.0637 0.961591 0.970139 1 1 0.944613 1
1.06372 0.961665 0.970205 1 1 0.944622 1
1.06374 0.961739 0.970271 1 1 0.944631 1
1.06377 0.961814 0.970336 1 1 0.94464 1
1.06379 0.961888 0.970402 1 1 0.944649 1
1.06381 0.961962 0.970467 1 1 0.944658 1
1.06383 0.962036 0.970532 1 1 0.944667 1
1.06386 0.962109 0.970598 1 1 0.944676 1
1.06388 0.962183 0.970663 1 1 0.944685 1
1.0639 0.962257 0.970728 1 1 0.944694 1
1.06393 0.962331 0.970793 1 1 0.944703 1
1.06395 0.962404 0.970858 1 1 0.944712 1
1.06397 0.962478 0.970923 1 1 0.944721 1
1.064 0.962551 0.970988 1 1 0.94473 1
1.06402 0.962625 0.971053 1 1 0.944739 1
1.06404 0.962698 0.971117 1 1 0.944748 1
1.06406 0.962771 0.971182 1 1 0.944757 1
1.06409 0.962844 0.971247 1 1 0.944766 1
1.06411 0.962918 0.971311 1 1 0.944775 1
1.06413 0.962991 0.971376 1 1 0.944784 1
1.06416 0.963064 0.97144 1 1 0.944793 1
1.06418 0.963136 0.971504 1 1 0.944802 1
1.0642 0.963209 0.971568 1 1 0.944811 1
1.06423 0.963282 0.971632 1 1 0.94482 1
1.06425 0.963355 0.971697 1 1 0.944829 1
1.06427 0.963427 0.971761 1 1 0.944838 1
1.06429 0.9635 0.971824 1 1 0.944847 1
1.06432 0.963572 0.971888 1 1 0.944856 1
1.06434 0.963645 0.971952 1 1 0.944865 1
1.06436 0.963717 0.972016 1 1 0.944873 1
1.06439 0.963789 0.972079 1 1 0.944882 1
1.06441 0.963861 0.972143 1 1 0.944891 1
1.06443 0.963934 0.972206 1 1 0.9449 1
1.06445 0.964006 0.97227 1 1 0.944909 1
1.06448 0.964078 0.972333 1 1 0.944918 1
1.0645 0.964149 0.972396 1 1 0.944927 1
1.06452 0.964221 0.97246 1 1 0.944936 1
1.06455 0.964293 0.972523 1 1 0.944945 1
1.06457 0.964365 0.972586 1 1 0.944954 1
1.06459 0.964436 0.972649 1 1 0.944963 1
1.06462 0.964508 0.972712 1 1 0.944972 1
1.06464 0.964579 0.972775 1 1 0.944981 1
1.06466 0.964651 0.972837 1 1 0.94499 1
1.06468 0.964722 0.9729 1 1 0.944999 1
1.06471 0.964793 0.972963 1 1 0.945008 1
1.06473 0.964865 0.973025 1 1 0.945017 1
1.06475 0.964936 0.973088 1 1 0.945026 1
1.06478 0.965007 0.97315 1 1 0.945035 1
1.0648 0.965078 0.973212 1 1 0.945044 1
1.06482 0.965149 0.973275 1 1 0.945053 1
1.06485 0.965219 0.973337 1 1 0.945062 1
1.06487 0.96529 0.973399 1 1 0.945071 1
1.06489 0.965361 0.973461 1 1 0.94508 1
1.06491 0.965431 0.973523 1 1 0.945089 1
1.06494 0.965502 0.973585 1 1 0.945098 1
1.06496 0.965572 0.973647 1 1 0.945107 1
1.06498 0.965643 0.973708 1 1 0.945116 1
1.06501 0.965713 0.97377 1 1 0.945125 1
1.06503 0.965783 0.973832 1 1 0.945134 1
1.06505 0.965854 0.973893 1 1 0.945143 1
1.06507 0.965924 0.973955 1 1 0.945152 1
1.0651 0.965994 0.974016 1 1 0.945161 1
1.06512 0.966064 0.974078 1 1 0.94517 1
1.06514 0.966134 0.974139 1 1 0.945179 1
1.06517 0.966204 0.9742 1 1 0.945188 1
1.06519 0.966273 0.974261 1 1 0.945196 1
1.06521 0.966343 0.974322 1 1 0.945205 1
1.06524 0.966413 0.974383 1 1 0.945214 1
1.06526 0.966482 0.974444 1 1 0.945223 1
1.06528 0.966552 0.974505 1 1 0.945232 1
1.0653 0.966621 0.974565 1 1 0.945241 1
1.06533 0.96669 0.974626 1 1 0.94525 1
1.06535 0.96676 0.974687 1 1 0.945259 1
1.06537 0.966829 0.974747 1 1 0.945268 1
1.0654 0.966898 0.974808 1 1 0.945277 1
1.06542 0.966967 0.974868 1 1 0.945286 1
1.06544 0.967036 0.974928 1 1 0.945295 1
1.06547 0.967105 0.974989 1 1 0.945304 1
1.06549 0.967174 0.975049 1 1 0.945313 1
1.06551 0.967242 0.975109 1 1 0.945322 1
1.06553 0.967311 0.975169 1 1 0.945331 1
1.06556 0.96738 0.975229 1 1 0.94534 1
1.06558 0.967448 0.975289 1 1 0.945349 1
1.0656 0.967517 0.975349 1 1 0.945358 1
1.06563 0.967585 0.975408 1 1 0.945367 1
1.06565 0.967654 0.975468 1 1 0.945375 1
1.06567 0.967722 0.975528 1 1 0.945384 1
1.06569 0.96779 0.975587 1 1 0.945393 1
1.06572 0.967858 0.975647 1 1 0.945402 1
1.06574 0.967926 0.975706 1 1 0.945411 1
1.06576 0.967994 0.975765 1 1 0.94542 1
1.06579 0.968062 0.975824 1 1 0.945429 1
1.06581 0.96813 0.975884 1 1 0.945438 1
1.06583 0.968198 0.975943 1 1 0.945447 1
1.06586 0.968265 0.976002 1 1 0.945456 1
1.06588 0.968333 0.976061 1 1 0.945465 1
1.0659 0.968401 0.97612 1 1 0.945474 1
1.06592 0.968468 0.976178 1 1 0.945483 1
1.06595 0.968535 0.976237 1 1 0.945492 1
1.06597 0.968603 0.976296 1 1 0.945501 1
1.06599 0.96867 0.976354 1 1 0.94551 1
1.06602 0.968737 0.976413 1 1 0.945518 1
1.06604 0.968804 0.976471 1 1 0.945527 1
1.06606 0.968871 0.97653 1 1 0.945536 1
1.06608 0.968938 0.976588 1 1 0.945545 1
1.06611 0.969005 0.976646 1 1 0.945554 1
1.06613 0.969072 0.976704 1 1 0.945563 1
1.06615 0.969139 0.976762 1 1 0.945572 1
1.06618 0.969206 0.97682 1 1 0.945581 1
1.0662 0.969272 0.976878 1 1 0.94559 1
1.06622 0.969339 0.976936 1 1 0.945599 1
1.06625 0.969405 0.976994 1 1 0.945608 1
1.06627 0.969472 0.977052 1 1 0.945617 1
1.06629 0.969538 0.977109 1 1 0.945626 1
1.06631 0.969604 0.977167 1 1 0.945634 1
1.06634 0.96967 0.977224 1 1 0.945643 1
1.06636 0.969737 0.977282 1 1 0.945652 1
1.06638 0.969803 0.977339 1 1 0.945661 1
1.06641 0.969869 0.977396 1 1 0.94567 1
1.06643 0.969934 0.977453 1 1 0.945679 1
1.06645 0.97 0.977511 1 1 0.945688 1
1.06648 0.970066 0.977568 1 1 0.945697 1
1.0665 0.970132 0.977625 1 1 0.945706 1
1.06652 0.970197 0.977682 1 1 0.945715 1
1.06654 0.970263 0.977738 1 1 0.945724 1
1.06657 0.970328 0.977795 1 1 0.945733 1
1.06659 0.970394 0.977852 1 1 0.945741 1
1.06661 0.970459 0.977908 1 1 0.94575 1
1.06664 0.970524 0.977965 1 1 0.945759 1
1.06666 0.97059 0.978021 1 1 0.945768 1
1.06668 0.970655 0.978078 1 1 0.945777 1
1.0667 0.97072 0.978134 1 1 0.945786 1
1.06673 0.970785 0.97819 1 1 0.945795 1
1.06675 0.97085 0.978247 1 1 0.945804 1
1.06677 0.970914 0.978303 1 1 0.945813 1
1.0668 0.970979 0.978359 1 1 0.945822 1
1.06682 0.971044 0.978415 1 1 0.94583 1
1.06684 0.971109 0.978471 1 1 0.945839 1
1.06687 0.971173 0.978527 1 1 0.945848 1
1.06689 0.971238 0.978582 1 1 0.945857 1
1.06691 0.971302 0.978638 1 1 0.945866 1
1.06693 0.971366 0.978694 1 1 0.945875 1
1.06696 0.971431 0.978749 1 1 0.945884 1
1.06698 0.971495 0.978805 1 1 0.945893 1
1.067 0.971559 0.97886 1 1 0.945902 1
1.06703 0.971623 0.978915 1 1 0.945911 1
1.06705 0.971687 0.978971 1 1 0.945919 1
1.06707 0.971751 0.979026 1 1 0.945928 1
1.0671 0.971815 0.979081 1 1 0.945937 1
1.06712 0.971878 0.979136 1 1 0.945946 1
1.06714 0.971942 0.979191 1 1 0.945955 1
1.06716 0.972006 0.979246 1 1 0.945964 1
1.06719 0.972069 0.9793 1 1 0.945973 1
1.06721 0.972133 0.979355 1 1 0.945982 1
1.06723 0.972196 0.97941 1 1 0.945991 1
1.06726 0.972259 0.979464 1 1 0.945999 1
1.06728 0.972323 0.979519 1 1 0.946008 1
1.0673 0.972386 0.979573 1 1 0.946017 1
1.06732 0.972449 0.979628 1 1 0.946026 1
1.06735 0.972512 0.979682 1 1 0.946035 1
1.06737 0.972575 0.979736 1 1 0.946044 1
1.06739 0.972638 0.979791 1 1 0.946053 1
1.06742 0.972701 0.979845 1 1 0.946062 1
1.06744 0.972763 0.979899 1 1 0.946071 1
1.06746 0.972826 0.979953 1 1 0.946079 1
1.06749 0.972889 0.980006 1 1 0.946088 1
1.06751 0.972951 0.98006 1 1 0.946097 1
1.06753 0.973014 0.980114 1 1 0.946106 1
1.06755 0.973076 0.980168 1 1 0.946115 1
1.06758 0.973138 0.980221 1 1 0.946124 1
1.0676 0.973201 0.980275 1 1 0.946133 1
1.06762 0.973263 0.980328 1 1 0.946142 1
1.06765 0.973325 0.980381 1 1 0.94615 1
1.06767 0.973387 0.980435 1 1 0.946159 1
1.06769 0.973449 0.980488 1 1 0.946168 1
1.06772 0.973511 0.980541 1 1 0.946177 1
1.06774 0.973573 0.980594 1 1 0.946186 1
1.06776 0.973634 0.980647 1 1 0.946195 1
1.06778 0.973696 0.9807 1 1 0.946204 1
1.06781 0.973758 0.980753 1 1 0.946212 1
1.06783 0.973819 0.980806 1 1 0.946221 1
1.06785 0.973881 0.980858 1 1 0.94623 1
1.06788 0.973942 0.980911 1 1 0.946239 1
1.0679 0.974003 0.980964 1 1 0.946248 1
1.06792 0.974064 0.981016 1 1 0.946257 1
1.06794 0.974126 0.981069 1 1 0.946266 1
1.06797 0.974187 0.981121 1 1 0.946275 1
1.06799 0.974248 0.981173 1 1 0.946283 1
1.06801 0.974309 0.981225 1 1 0.946292 1
1.06804 0.97437 0.981277 1 1 0.946301 1
1.06806 0.97443 0.98133 1 1 0.94631 1
1.06808 0.974491 0.981381 1 1 0.946319 1
1.06811 0.974552 0.981433 1 1 0.946328 1
1.06813 0.974612 0.981485 1 1 0.946337 1
1.06815 0.974673 0.981537 1 1 0.946345 1
1.06817 0.974733 0.981589 1 1 0.946354 1
1.0682 0.974794 0.98164 1 1 0.946363 1
1.06822 0.974854 0.981692 1 1 0.946372 1
1.06824 0.974914 0.981743 1 1 0.946381 1
1.06827 0.974974 0.981795 1 1 0.94639 1
1.06829 0.975035 0.981846 1 1 0.946399 1
1.06831 0.975095 0.981897 1 1 0.946407 1
1.06834 0.975154 0.981948 1 1 0.946416 1
1.06836 0.975214 0.982 1 1 0.946425 1
1.06838 0.975274 0.982051 1 1 0.946434 1
1.0684 0.975334 0.982102 1 1 0.946443 1
1.06843 0.975394 0.982152 1 1 0.946452 1
1.06845 0.975453 0.982203 1 1 0.94646 1
1.06847 0.975513 0.982254 1 1 0.946469 1
1.0685 0.975572 0.982305 1 1 0.946478 1
1.06852 0.975631 0.982355 1 1 0.946487 1
1.06854 0.975691 0.982406 1 1 0.946496 1
1.06856 0.97575 0.982456 1 1 0.946505 1
1.06859 0.975809 0.982507 1 1 0.946514 1
1.06861 0.975868 0.982557 1 1 0.946522 1
1.06863 0.975927 0.982607 1 1 0.946531 1
1.06866 0.975986 0.982657 1 1 0.94654 1
1.06868 0.976045 0.982707 1 1 0.946549 1
1.0687 0.976104 0.982757 1 1 0.946558 1
1.06873 0.976163 0.982807 1 1 0.946567 1
1.06875 0.976221 0.982857 1 1 0.946575 1
1.06877 0.97628 0.982907 1 1 0.946584 1
1.06879 0.976338 0.982957 1 1 0.946593 1
1.06882 0.976397 0.983007 1 1 0.946602 1
1.06884 0.976455 0.983056 1 1 0.946611 1
1.06886 0.976513 0.983106 1 1 0.94662 1
1.06889 0.976572 0.983155 1 1 0.946628 1
1.06891 0.97663 0.983204 1 1 0.946637 1
1.06893 0.976688 0.983254 1 1 0.946646 1
1.06895 0.976746 0.983303 1 1 0.946655 1
1.06898 0.976804 0.983352 1 1 0.946664 1
1.069 0.976862 0.983401 1 1 0.946672 1
1.06902 0.976919 0.98345 1 1 0.946681 1
1.06905 0.976977 0.983499 1 1 0.94669 1
1.06907 0.977035 0.983548 1 1 0.946699 1
1.06909 0.977092 0.983597 1 1 0.946708 1
1.06912 0.97715 0.983645 1 1 0.946717 1
1.06914 0.977207 0.983694 1 1 0.946725 1
1.06916 0.977264 0.983743 1 1 0.946734 1
1.06918 0.977322 0.983791 1 1 0.946743 1
1.06921 0.977379 0.98384 1 1 0.946752 1
1.06923 0.977436 0.983888 1 1 0.946761 1
1.06925 0.977493 0.983936 1 1 0.94677 1
1.06928 0.97755 0.983984 1 1 0.946778 1
1.0693 0.977607 0.984032 1 1 0.946787 1
1.06932 0.977664 0.984081 1 1 0.946796 1
1.06935 0.977721 0.984129 1 1 0.946805 1
1.06937 0.977777 0.984176 1 1 0.946814 1
1.06939 0.977834 0.984224 1 1 0.946822 1
1.06941 0.977891 0.984272 1 1 0.946831 1
1.06944 0.977947 0.98432 1 1 0.94684 1
1.06946 0.978003 0.984367 1 1 0.946849 1
1.06948 0.97806 0.984415 1 1 0.946858 1
1.06951 0.978116 0.984462 1 1 0.946866 1
1.06953 0.978172 0.98451 1 1 0.946875 1
1.06955 0.978228 0.984557 1 1 0.946884 1
1.06957 0.978284 0.984604 1 1 0.946893 1
1.0696 0.97834 0.984652 1 1 0.946902 1
1.06962 0.978396 0.984699 1 1 0.94691 1
1.06964 0.978452 0.984746 1 1 0.946919 1
1.06967 0.978508 0.984793 1 1 0.946928 1
1.06969 0.978564 0.98484 1 1 0.946937 1
1.06971 0.978619 0.984886 1 1 0.946946 1
1.06974 0.978675 0.984933 1 1 0.946954 1
1.06976 0.97873 0.98498 1 1 0.946963 1
1.06978 0.978786 0.985026 1 1 0.946972 1
1.0698 0.978841 0.985073 1 1 0.946981 1
1.06983 0.978896 0.985119 1 1 0.94699 1
1.06985 0.978951 0.985166 1 1 0.946998 1
1.06987 0.979007 0.985212 1 1 0.947007 1
1.0699 0.979062 0.985258 1 1 0.947016 1
1.06992 0.979117 0.985304 1 1 0.947025 1
1.06994 0.979171 0.985351 1 1 0.947034 1
1.06997 0.979226 0.985397 1 1 0.947042 1
1.06999 0.979281 0.985443 1 1 0.947051 1
1.07001 0.979336 0.985488 1 1 0.94706 1
1.07003 0.97939 0.985534 1 1 0.947069 1
1.07006 0.979445 0.98558 1 1 0.947078 1
1.07008 0.979499 0.985626 1 1 0.947086 1
1.0701 0.979554 0.985671 1 1 0.947095 1
1.07013 0.979608 0.985717 1 1 0.947104 1
1.07015 0.979662 0.985762 1 1 0.947113 1
1.07017 0.979716 0.985807 1 1 0.947122 1
1.07019 0.97977 0.985853 1 1 0.94713 1
1.07022 0.979824 0.985898 1 1 0.947139 1
1.07024 0.979878 0.985943 1 1 0.947148 1
1.07026 0.979932 0.985988 1 1 0.947157 1
1.07029 0.979986 0.986033 1 1 0.947165 1
1.07031 0.98004 0.986078 1 1 0.947174 1
1.07033 0.980094 0.986123 1 1 0.947183 1
1.07036 0.980147 0.986168 1 1 0.947192 1
1.07038 0.980201 0.986212 1 1 0.947201 1
1.0704 0.980254 0.986257 1 1 0.947209 1
1.07042 0.980307 0.986302 1 1 0.947218 1
1.07045 0.980361 0.986346 1 1 0.947227 1
1.07047 0.980414 0.986391 1 1 0.947236 1
1.07049 0.980467 0.986435 1 1 0.947244 1
1.07052 0.98052 0.986479 1 1 0.947253 1
1.07054 0.980573 0.986523 1 1 0.947262 1
1.07056 0.980626 0.986568 1 1 0.947271 1
1.07059 0.980679 0.986612 1 1 0.94728 1
1.07061 0.980732 0.986656 1 1 0.947288 1
1.07063 0.980785 0.986699 1 1 0.947297 1
1.07065 0.980837 0.986743 1 1 0.947306 1
1.07068 0.98089 0.986787 1 1 0.947315 1
1.0707 0.980942 0.986831 1 1 0.947323 1
1.07072 0.980995 0.986874 1 1 0.947332 1
1.07075 0.981047 0.986918 1 1 0.947341 1
1.07077 0.981099 0.986961 1 1 0.94735 1
1.07079 0.981152 0.987005 1 1 0.947358 1
1.07081 0.981204 0.987048 1 1 0.947367 1
1.07084 0.981256 0.987091 1 1 0.947376 1
1.07086 0.981308 0.987135 1 1 0.947385 1
1.07088 0.98136 0.987178 1 1 0.947394 1
1.07091 0.981412 0.987221 1 1 0.947402 1
1.07093 0.981463 0.987264 1 1 0.947411 1
1.07095 0.981515 0.987307 1 1 0.94742 1
1.07098 0.981567 0.987349 1 1 0.947429 1
1.071 0.981618 0.987392 1 1 0.947437 1
1.07102 0.98167 0.987435 1 1 0.947446 1
1.07104 0.981721 0.987477 1 1 0.947455 1
1.07107 0.981773 0.98752 1 1 0.947464 1
1.07109 0.981824 0.987562 1 1 0.947472 1
1.07111 0.981875 0.987605 1 1 0.947481 1
1.07114 0.981926 0.987647 1 1 0.94749 1
1.07116 0.981977 0.987689 1 1 0.947499 1
1.07118 0.982028 0.987731 1 1 0.947507 1
1.0712 0.982079 0.987774 1 1 0.947516 1
1.07123 0.98213 0.987816 1 1 0.947525 1
1.07125 0.982181 0.987858 1 1 0.947534 1
1.07127 0.982232 0.987899 1 1 0.947542 1
1.0713 0.982282 0.987941 1 1 0.947551 1
1.07132 0.982333 0.987983 1 1 0.94756 1
1.07134 0.982383 0.988025 1 1 0.947569 1
1.07137 0.982434 0.988066 1 1 0.947577 1
1.07139 0.982484 0.988108 1 1 0.947586 1
1.07141 0.982534 0.988149 1 1 0.947595 1
1.07143 0.982584 0.98819 1 1 0.947604 1
1.07146 0.982635 0.988232 1 1 0.947612 1
1.07148 0.982685 0.988273 1 1 0.947621 1
1.0715 0.982735 0.988314 1 1 0.94763 1
1.07153 0.982784 0.988355 1 1 0.947638 1
1.07155 0.982834 0.988396 1 1 0.947647 1
1.07157 0.982884 0.988437 1 1 0.947656 1
1.0716 0.982934 0.988478 1 1 0.947665 1
1.07162 0.982983 0.988519 1 1 0.947673 1
1.07164 0.983033 0.988559 1 1 0.947682 1
1.07166 0.983082 0.9886 1 1 0.947691 1
1.07169 0.983132 0.988641 1 1 0.9477 1
1.07171 0.983181 0.988681 1 1 0.947708 1
1.07173 0.98323 0.988722 1 1 0.947717 1
1.07176 0.983279 0.988762 1 1 0.947726 1
1.07178 0.983329 0.988802 1 1 0.947735 1
1.0718 0.983378 0.988842 1 1 0.947743 1
1.07182 0.983427 0.988882 1 1 0.947752 1
1.07185 0.983475 0.988923 1 1 0.947761 1
1.07187 0.983524 0.988963 1 1 0.947769 1
1.07189 0.983573 0.989002 1 1 0.947778 1
1.07192 0.983622 0.989042 1 1 0.947787 1
1.07194 0.98367 0.989082 1 1 0.947796 1
1.07196 0.983719 0.989122 1 1 0.947804 1
1.07199 0.983767 0.989161 1 1 0.947813 1
1.07201 0.983816 0.989201 1 1 0.947822 1
1.07203 0.983864 0.98924 1 1 0.947831 1
1.07205 0.983912 0.98928 1 1 0.947839 1
1.07208 0.98396 0.989319 1 1 0.947848 1
1.0721 0.984008 0.989358 1 1 0.947857 1
1.07212 0.984056 0.989397 1 1 0.947865 1
1.07215 0.984104 0.989437 1 1 0.947874 1
1.07217 0.984152 0.989476 1 1 0.947883 1
1.07219 0.9842 0.989515 1 1 0.947892 1
1.07222 0.984248 0.989553 1 1 0.9479 1
1.07224 0.984295 0.989592 1 1 0.947909 1
1.07226 0.984343 0.989631 1 1 0.947918 1
1.07228 0.984391 0.98967 1 1 0.947926 1
1.07231 0.984438 0.989708 1 1 0.947935 1
1.07233 0.984485 0.989747 1 1 0.947944 1
1.07235 0.984533 0.989785 1 1 0.947953 1
1.07238 0.98458 0.989824 1 1 0.947961 1
1.0724 0.984627 0.989862 1 1 0.94797 1
1.07242 0.984674 0.9899 1 1 0.947979 1
1.07244 0.984721 0.989938 1 1 0.947987 1
1.07247 0.984768 0.989976 1 1 0.947996 1
1.07249 0.984815 0.990014 1 1 0.948005 1
1.07251 0.984862 0.990052 1 1 0.948013 1
1.07254 0.984908 0.99009 1 1 0.948022 1
1.07256 0.984955 0.990128 1 1 0.948031 1
1.07258 0.985002 0.990166 1 1 0.94804 1
1.07261 0.985048 0.990203 1 1 0.948048 1
1.07263 0.985095 0.990241 1 1 0.948057 1
1.07265 0.985141 0.990279 1 1 0.948066 1
1.07267 0.985187 0.990316 1 1 0.948074 1
1.0727 0.985233 0.990353 1 1 0.948083 1
1.07272 0.985279 0.990391 1 1 0.948092 1
1.07274 0.985326 0.990428 1 1 0.9481 1
1.07277 0.985372 0.990465 1 1 0.948109 1
1.07279 0.985417 0.990502 1 1 0.948118 1
1.07281 0.985463 0.990539 1 1 0.948127 1
1.07284 0.985509 0.990576 1 1 0.948135 1
1.07286 0.985555 0.990613 1 1 0.948144 1
1.07288 0.9856 0.99065 1 1 0.948153 1
1.0729 0.985646 0.990686 1 1 0.948161 1
1.07293 0.985691 0.990723 1 1 0.94817 1
1.07295 0.985737 0.990759 1 1 0.948179 1
1.07297 0.985782 0.990796 1 1 0.948187 1
1.073 0.985827 0.990832 1 1 0.948196 1
1.07302 0.985873 0.990869 1 1 0.948205 1
1.07304 0.985918 0.990905 1 1 0.948213 1
1.07306 0.985963 0.990941 1 1 0.948222 1
1.07309 0.986008 0.990977 1 1 0.948231 1
1.07311 0.986053 0.991013 1 1 0.948239 1
1.07313 0.986097 0.991049 1 1 0.948248 1
1.07316 0.986142 0.991085 1 1 0.948257 1
1.07318 0.986187 0.991121 1 1 0.948266 1
1.0732 0.986232 0.991157 1 1 0.948274 1
1.07323 0.986276 0.991193 1 1 0.948283 1
1.07325 0.986321 0.991228 1 1 0.948292 1
1.07327 0.986365 0.991264 1 1 0.9483 1
1.07329 0.986409 0.991299 1 1 0.948309 1
1.07332 0.986453 0.991335 1 1 0.948318 1
1.07334 0.986498 0.99137 1 1 0.948326 1
1.07336 0.986542 0.991405 1 1 0.948335 1
1.07339 0.986586 0.99144 1 1 0.948344 1
1.07341 0.98663 0.991475 1 1 0.948352 1
1.07343 0.986674 0.99151 1 1 0.948361 1
1.07345 0.986717 0.991545 1 1 0.94837 1
1.07348 0.986761 0.99158 1 1 0.948378 1
1.0735 0.986805 0.991615 1 1 0.948387 1
1.07352 0.986848 0.99165 1 1 0.948396 1
1.07355 0.986892 0.991685 1 1 0.948404 1
1.07357 0.986935 0.991719 1 1 0.948413 1
1.07359 0.986979 0.991754 1 1 0.948422 1
1.07362 0.987022 0.991788 1 1 0.94843 1
1.07364 0.987065 0.991822 1 1 0.948439 1
1.07366 0.987108 0.991857 1 1 0.948448 1
1.07368 0.987152 0.991891 1 1 0.948456 1
1.07371 0.987195 0.991925 1 1 0.948465 1
1.07373 0.987238 0.991959 1 1 0.948474 1
1.07375 0.98728 0.991993 1 1 0.948482 1
1.07378 0.987323 0.992027 1 1 0.948491 1
1.0738 0.987366 0.992061 1 1 0.9485 1
1.07382 0.987409 0.992095 1 1 0.948508 1
1.07385 0.987451 0.992129 1 1 0.948517 1
1.07387 0.987494 0.992162 1 1 0.948526 1
1.07389 0.987536 0.992196 1 1 0.948534 1
1.07391 0.987578 0.992229 1 1 0.948543 1
1.07394 0.987621 0.992263 1 1 0.948552 1
1.07396 0.987663 0.992296 1 1 0.94856 1
1.07398 0.987705 0.992329 1 1 0.948569 1
1.07401 0.987747 0.992363 1 1 0.948578 1
1.07403 0.987789 0.992396 1 1 0.948586 1
1.07405 0.987831 0.992429 1 1 0.948595 1
1.07407 0.987873 0.992462 1 1 0.948603 1
1.0741 0.987915 0.992495 1 1 0.948612 1
1.07412 0.987956 0.992528 1 1 0.948621 1
1.07414 0.987998 0.99256 1 1 0.948629 1
1.07417 0.98804 0.992593 1 1 0.948638 1
1.07419 0.988081 0.992626 1 1 0.948647 1
1.07421 0.988123 0.992658 1 1 0.948655 1
1.07424 0.988164 0.992691 1 1 0.948664 1
1.07426 0.988205 0.992723 1 1 0.948673 1
1.07428 0.988246 0.992756 1 1 0.948681 1
1.0743 0.988287 0.992788 1 1 0.94869 1
1.07433 0.988329 0.99282 1 1 0.948699 1
1.07435 0.98837 0.992852 1 1 0.948707 1
1.07437 0.98841 0.992884 1 1 0.948716 1
1.0744 0.988451 0.992916 1 1 0.948725 1
1.07442 0.988492 0.992948 1 1 0.948733 1
1.07444 0.988533 0.99298 1 1 0.948742 1
